,hand_tool_model,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
3.674000,-461.342499,-782.765808,1079.473755,-25.660677,41.743046,-5.973056,1
3.686000,-471.209473,-781.852661,1081.855469,-25.607683,42.142204,-5.960868,1
3.699000,-481.251617,-779.328979,1083.667480,-25.511860,42.504711,-6.018026,1
3.711000,-493.278229,-776.091003,1086.540161,-25.432144,42.926327,-6.162868,1
3.724000,-506.818726,-772.816589,1090.663086,-25.420378,43.377213,-6.441572,1
3.736000,98.224113,-1304.404541,1287.753784,-46.878452,27.819225,-0.665078,1
3.749000,80.066460,-1303.350098,1286.363647,-46.782017,28.225420,-1.128992,1
3.761000,60.096035,-1301.485596,1284.786377,-46.661053,28.633333,-1.678034,1
3.774000,39.446915,-1300.782471,1285.230591,-46.634407,29.057985,-2.302456,1
3.786000,21.671703,-1299.430786,1284.794678,-46.570400,29.337551,-2.906907,1
3.799000,5.815355,-1299.869141,1286.583374,-46.630215,29.524900,-3.566070,1
3.811000,-15.819796,-1296.712891,1285.958008,-46.487980,30.101488,-4.098540,1
3.824000,-32.722580,-1294.079590,1285.346680,-46.388168,30.371225,-4.692763,1
3.836000,-40.670601,-1292.268188,1283.739258,-46.314781,30.113684,-5.322861,1
3.849000,-61.835041,-1287.086792,1282.414062,-46.104816,30.694307,-5.837156,1
3.861000,-77.930725,-1280.758057,1278.859375,-45.809883,30.990372,-6.322210,1
3.874000,-93.241882,-1275.111328,1276.374634,-45.565357,31.286856,-6.803847,1
3.886000,-104.641136,-1271.106201,1274.939819,-45.398701,31.433945,-7.267720,1
3.899000,-117.844398,-1265.072876,1272.326538,-45.135586,31.677431,-7.709112,1
3.911000,-129.371735,-1257.496826,1268.013428,-44.787113,31.805885,-8.144553,1
3.924000,-145.921829,-1248.964355,1265.209595,-44.471096,32.138012,-8.679896,1
3.936000,-162.770615,-1235.842285,1258.423828,-43.917248,32.429710,-9.184256,1
3.949000,-181.797836,-1219.264526,1249.901978,-43.218510,32.810200,-9.680676,1
3.961000,-199.913055,-1199.916260,1239.353760,-42.386017,33.129955,-10.157026,1
3.974000,-217.259079,-1180.763550,1229.879761,-41.599606,33.413151,-10.674706,1
3.986000,-235.267990,-1161.136108,1221.403320,-40.819138,33.788555,-11.167592,1
3.999000,-251.731613,-1142.368042,1214.163452,-40.103661,34.108669,-11.685114,1
4.011000,-268.864929,-1123.816895,1208.511963,-39.451294,34.463551,-12.257387,1
4.024000,-283.539917,-1104.291260,1201.842163,-38.747833,34.705727,-12.823298,1
4.036000,-297.195068,-1084.884399,1195.754395,-38.073841,34.916069,-13.411641,1
4.049000,-310.217896,-1064.303833,1189.398926,-37.364189,35.104797,-14.014548,1
4.061000,-323.489868,-1043.947998,1184.318604,-36.700909,35.336285,-14.639366,1
4.074000,-334.343048,-1020.613281,1176.645020,-35.870853,35.480694,-15.208711,1
4.086000,-342.643616,-997.583435,1168.790894,-35.045872,35.537960,-15.773646,1
4.099000,-349.255859,-973.941101,1160.532104,-34.181919,35.562614,-16.311239,1
4.111000,-354.203003,-952.843079,1153.917603,-33.436287,35.556938,-16.859161,1
4.124000,-356.602173,-932.909180,1147.333252,-32.710453,35.484135,-17.375027,1
4.136000,-354.547363,-914.721619,1139.986572,-31.994581,35.250996,-17.849705,1
4.149000,-352.688721,-895.630798,1132.758301,-31.238062,35.078629,-18.291573,1
4.161000,-349.394836,-878.832031,1126.789062,-30.598045,34.828781,-18.811769,1
