,parent_frame,child_frame,posx,posy,posz,rotx,roty,rotz,rotw
0,base,tool0_controller,0.046860626115,-0.45750449237199997,0.541689500237,0.690787958546,-0.0837315237686,-0.0930381095958,0.7121410944600001
1,base,tool0_controller,0.0468715718944,-0.45751594162299997,0.541708160301,0.690771847641,-0.0836808690503,-0.09305233872410001,0.712160816754
2,base,tool0_controller,0.046868690705699996,-0.45750063445,0.541730411741,0.690754336912,-0.0836955235018,-0.0930410197879,0.712177557931
3,base,tool0_controller,0.046848724229300004,-0.45753535377300003,0.541747058567,0.690753586599,-0.0837109862467,-0.093042179738,0.712176316772
4,base,tool0_controller,0.0468248801681,-0.45752706486199995,0.541719065643,0.690739594646,-0.08373483052349999,-0.0930868941488,0.7121812414569999
5,base,tool0_controller,0.046863134723199994,-0.45751830038900004,0.541724652584,0.690752950135,-0.0836935010837,-0.0930455325658,0.7121785510850001
6,base,tool0_controller,0.04684279905040001,-0.457545294353,0.541678112439,0.690778835407,-0.08373085716169999,-0.09303017290580001,0.712151059145
7,base,tool0_controller,0.0468347798054,-0.457535072452,0.541734946303,0.690747141334,-0.0837257661294,-0.0930704159248,0.71217714124
8,base,tool0_controller,0.04686446955180001,-0.457521639914,0.5417236583839999,0.690759925445,-0.0837169012042,-0.09303623264560001,0.7121702501980001
9,base,tool0_controller,0.0468452505416,-0.45753570282399997,0.5417202262449999,0.690760612193,-0.0837135294202,-0.09305118462410002,0.712168026996
10,base,tool0_controller,0.046865807750500005,-0.45750803059199996,0.54171296229,0.690776274771,-0.0837046899623,-0.09303713299560001,0.712155709783
11,upper_arm_link,forearm_link,-0.6127,0.0,0.0,0.0,0.0,0.8793395707639999,0.476195253325
12,base,tool0_controller,0.0468394572671,-0.45753100080700004,0.541736535557,0.690748108061,-0.0837230217135,-0.0930615113601,0.7121776898700001
13,base,tool0_controller,0.046859020290000004,-0.457537399231,0.5416820163480001,0.6907716179160001,-0.0837146363303,-0.093041757091,0.712158453564
14,base,tool0_controller,0.0468409584655,-0.45752421289300005,0.541684697009,0.690790972977,-0.0837379922538,-0.09305786238630001,0.712134828916
15,base,tool0_controller,0.046842697609699994,-0.457535004106,0.541717452071,0.6907722221979999,-0.08371537705139999,-0.0930491386017,0.71215681594
16,base,tool0_controller,0.0468606583042,-0.457532347152,0.5417329102239999,0.6907547082969999,-0.0836940127107,-0.0930482026824,0.712176436832
17,base,tool0_controller,0.0468566254285,-0.457525254661,0.541750429269,0.690734177289,-0.0837033504511,-0.09306102050349999,0.7121935775560001
18,base,tool0_controller,0.046832102485600005,-0.457545662029,0.541737266334,0.690747119932,-0.0837385635315,-0.0930454882632,0.7121789145980001
19,base,tool0_controller,0.046846656691300004,-0.457548131825,0.541724526113,0.690770767013,-0.08370639173700001,-0.0930438789114,0.712159970807
20,base,tool0_controller,0.0468813923799,-0.45751794317100003,0.541695431982,0.6907788030490001,-0.0837216949011,-0.0930247830982,0.712152871785
21,base,tool0_controller,0.0468390804521,-0.45752874094499996,0.541693696769,0.690779421759,-0.0837301631172,-0.09306052840649999,0.7121466059110001
22,upper_arm_link,forearm_link,-0.6127,0.0,0.0,0.0,0.0,0.8793405925660001,0.476193366466
23,base,tool0_controller,0.0468517923553,-0.457523095615,0.541700112181,0.690774004428,-0.08371252309789999,-0.09302835599020001,0.712158137821
24,base,tool0_controller,0.0468333217435,-0.457536294543,0.5417100985509999,0.690756125774,-0.0837483592515,-0.0930534531628,0.712167987123
25,base,tool0_controller,0.0468367024259,-0.457522896664,0.541710468326,0.6907787706790001,-0.0837328376933,-0.0930741720383,0.7121451399609999
26,base,tool0_controller,0.0468671602484,-0.45752451647299996,0.541734379155,0.690763231795,-0.083705139657,-0.0930127955405,0.7121714871160001
27,base,tool0_controller,0.0468248397822,-0.457538640647,0.541699855869,0.690764225616,-0.083757715671,-0.0930431138302,0.7121603812649999
28,base,tool0_controller,0.046837712001,-0.457528399123,0.5417334286100001,0.690760875891,-0.08372728350519999,-0.0930720068255,0.712163433406
29,base,tool0_controller,0.046848728324699995,-0.457514804198,0.541721116248,0.6907691885449999,-0.083730340852,-0.09304940230639999,0.7121579648559999
30,base,tool0_controller,0.0468452347777,-0.45755340780599996,0.541720811469,0.6907611565880001,-0.0837203896052,-0.09305686840810001,0.712165949871
31,base,tool0_controller,0.0468403513336,-0.457529885305,0.541765174799,0.6907178473800001,-0.08371313036110001,-0.09306003008680001,0.712208395006
32,base,tool0_controller,0.046813766720000004,-0.457541676391,0.541735887797,0.69074778765,-0.0837365823289,-0.09307732735760002,0.712174339448
33,base,tool0_controller,0.04685060960469999,-0.45751986630400004,0.541727807617,0.690754407236,-0.0837238622348,-0.09306260260430001,0.712171338776
34,upper_arm_link,forearm_link,-0.6127,0.0,0.0,0.0,0.0,0.879334575228,0.47620447793799997
35,base,tool0_controller,0.046866122068600004,-0.45753019116800003,0.541690703885,0.6907708872149999,-0.08369972608130001,-0.0930284737954,0.712162650167
36,base,tool0_controller,0.046867382413900004,-0.45753396691200005,0.541706336328,0.6907671224519999,-0.08371915676960001,-0.09301068178860002,0.712166341806
37,base,tool0_controller,0.0468510365024,-0.45753115525700006,0.541684697561,0.690774247819,-0.0837288772042,-0.0930237935726,0.71215657513
38,base,tool0_controller,0.046870070908900004,-0.457526935488,0.541704443476,0.6907710914740001,-0.0837028136387,-0.09303066678960001,0.7121618026890001
39,base,tool0_controller,0.046862209879800006,-0.457512223977,0.5417409997929999,0.690737861535,-0.08370506011369999,-0.09304202050930001,0.7121922858140001
40,base,tool0_controller,0.0468342896955,-0.457530515389,0.541727570981,0.690741373133,-0.08373937451039999,-0.0930675629501,0.712181508694
41,base,tool0_controller,0.046871257280599994,-0.457519811303,0.541724940319,0.6907603809639999,-0.0837136944413,-0.0930194035513,0.7121723836380001
42,base,tool0_controller,0.0468568144774,-0.45752959930799997,0.541749152553,0.690721165685,-0.0837368219895,-0.0930484038181,0.712203910734
43,base,tool0_controller,0.046849840639999994,-0.45752490503,0.5417254344560001,0.6907434284280001,-0.0837195225275,-0.0930623116704,0.712182535434
44,base,tool0_controller,0.0468409172388,-0.457515927811,0.541741653058,0.690751773476,-0.0837135717115,-0.0930655941787,0.712174712084
45,base,tool0_controller,0.04683777883240001,-0.45752123236500003,0.541676232604,0.690790251787,-0.0837372121528,-0.09304366216669999,0.7121374756800001
46,upper_arm_link,forearm_link,-0.6127,0.0,0.0,0.0,0.0,0.8793472909460001,0.476180997002
