,ts,vx,vy,vz
0,1210754200000,0.0005914568901059999,0.0007296204566960001,-0.0982661247253
1,1210764200000,0.000584065914154,0.00072968006134,-0.0983366370201
2,1210774200000,0.0005997419357300001,0.000869572162628,-0.0982549786568
3,1210784200000,0.000785410404205,0.00191992521286,-0.0976652503014
4,1210794200000,0.0009077787399289998,0.000744044780731,-0.0981485843658
5,1210804200000,0.000744760036469,0.000791788101196,-0.0983119606972
6,1210814200000,0.00100481510162,0.00110536813736,-0.09801304340360001
7,1210824200000,0.0007563233375549998,0.00112289190292,-0.0981572270393
8,1210834200000,0.000296711921692,0.0011026859283399999,-0.09804630279539998
9,1210844200000,0.0006313920021059999,0.00106590986252,-0.09814697504039999
10,1210854200000,0.0009590387344360001,0.00106263160706,-0.09814214706419999
11,1210864200000,0.000744938850403,0.00106525421143,-0.09815996885299999
12,1210874200000,0.000691056251526,0.000954389572144,-0.0981497168541
13,1210884200000,0.0008083581924439999,0.00105398893356,-0.09816217422489999
14,1210894200000,0.0008687973022460001,0.00112599134445,-0.0981482863426
15,1210904200000,0.000445663928986,0.00101071596146,-0.0981266498566
16,1210914200000,0.00043421983718900005,0.0010249614715599998,-0.0980863571167
17,1210924200000,0.0005709528923029999,0.000858187675476,-0.09814584255219999
18,1210934200000,0.00075489282608,0.0010766983032200002,-0.0980558395386
19,1210944200000,0.0009341835975650001,0.0009415149688720001,-0.0980494022369
20,1210954200000,0.0008402466773989999,0.00110369920731,-0.0979921221733
21,1210964200000,0.0009596347808839999,0.0014315247535699998,-0.0978932380676
22,1210974200000,0.00114727020264,0.00136488676071,-0.09792512655260001
23,1210984200000,0.00017684698104900002,0.0008385777473450001,-0.0982736945152
24,1210994200000,4.29153442383e-06,0.000646650791168,-0.09837806224819999
25,1211004200000,2.93254852295e-05,0.00069385766983,-0.09837156534189999
26,1211014200000,0.000264763832092,0.0009090304374690001,-0.0980753898621
27,1211024200000,0.0008274912834169999,0.000977516174316,-0.0980144739151
28,1211034200000,0.00262707471848,-0.0008075237274169999,-0.0982385873795
29,1211044200000,-0.00037300586700400004,0.0014747977256800002,-0.09809452295299999
30,1211054200000,0.0005997419357300001,0.0008335113525389999,-0.0980559587479
31,1211064200000,0.00044953823089599994,0.00080144405365,-0.0980550050735
32,1211074200000,0.00031387805938700006,0.000567018985748,-0.09808349609380002
33,1211084200000,0.0007583498954769999,0.00024676322937,-0.09802716970440001
34,1211094200000,-0.000219523906708,0.00020766258239700002,-0.0983361005783
35,1211104200000,0.00020760297775299997,0.000778377056122,-0.0981925725937
36,1211114200000,-0.000153601169586,0.00198674201965,-0.0978735685349
37,1211124200000,-0.0005657672882080001,0.0008236169815060001,-0.0982933044434
38,1211134200000,-0.00059986114502,0.00019162893295299996,-0.0983554124832
39,1211144200000,-0.00011503696441700002,0.00028669834137000003,-0.09827607870100001
40,1211154200000,0.000278413295746,0.000390231609344,-0.0981947779655
41,1211164200000,0.00065541267395,0.000644147396088,-0.0981524586678
42,1211174200000,0.00038206577301,0.000652134418488,-0.098116517067
43,1211184200000,0.00022941827774,0.0005427002906799999,-0.0980693101883
44,1211194200000,0.00049877166748,0.000615537166595,-0.0980868935585
45,1211204200000,0.000114917755127,0.000259637832642,-0.09822309017179999
46,1211214200000,0.0004687905311580001,0.000627398490906,-0.09813344478610002
47,1211224200000,0.000240206718445,0.0005728006362919999,-0.0981497764587
48,1211234200000,0.000261843204498,0.0005759000778200001,-0.09805816411969999
49,1211244200000,0.000178515911102,0.00046664476394699995,-0.09830218553539999
50,1211254200000,-0.000174522399902,0.0006346702575680001,-0.0980784296989
51,1211264200000,-0.000131189823151,0.0005983710288999999,-0.09808307886119999
52,1211274200000,1.50799751282e-05,0.000550746917725,-0.0981706976891
53,1211284200000,-4.07099723816e-05,0.000390529632568,-0.09820622205730001
54,1211294200000,0.000290334224701,0.000468909740448,-0.09817993640900001
55,1211304200000,0.00023144483566299998,0.0005034804344180001,-0.0981524586678
56,1211314200000,0.00029474496841400003,0.000650942325592,-0.09807485342029999
57,1211324200000,0.0003493428230290001,0.000523626804352,-0.09804350137710001
58,1211334200000,0.000514090061188,0.0006623864173890001,-0.0980368256569
59,1211344200000,0.000517964363098,0.000247657299042,-0.09822046756740001
60,1211354200000,0.000518560409546,0.000254154205322,-0.0982632040977
61,1211364200000,0.0016256570815999997,0.0003570914268490001,-0.0982849001884
62,1211374200000,-0.00046283006668100004,0.0007950663566589998,-0.0981060862541
63,1211384200000,0.0009539723396300001,0.000421345233917,-0.09823834896089999
64,1211394200000,0.0007570981979369999,0.0005078315734859999,-0.0980909466743
65,1211404200000,0.000568509101868,0.0008668899536130001,-0.0979506969452
66,1211414200000,0.00031352043151899997,0.000639915466309,-0.0979787707329
67,1211424200000,0.00162130594254,0.000439822673798,-0.09796905517580001
68,1211434200000,0.000582754611969,0.000278353691101,-0.0982229113579
69,1211444200000,0.0007062554359439999,-6.74724578857e-05,-0.0982468724251
70,1211454200000,0.0007793307304380001,0.000102937221527,-0.0980808138847
71,1211464200000,0.0009146332740780001,-0.000218749046326,-0.0981990098953
72,1211474200000,0.0018059015274000001,-0.00030136108398400003,-0.0980987548828
73,1211484200000,0.00154584646225,6.25848770142e-06,-0.0981179475784
74,1211494200000,0.0020238161087,3.91602516174e-05,-0.0979697704315
75,1211504200000,0.00211602449417,-0.0008456110954279999,-0.09800106287
76,1211514200000,0.0030789971351599995,-0.00232195854187,-0.0985792279243
77,1211524200000,0.00531589984894,-0.00110292434692,-0.0981363654137
