,square_model_xsens,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,-439.388580,153.250458,2849.103516,28.256166,-15.635085,51.328983,1
0.012000,-439.391663,153.244202,2849.091309,28.223089,-15.606057,51.332375,1
0.025000,-439.388672,153.249130,2849.110840,28.175150,-15.671301,51.360764,1
0.037000,-439.392334,153.248215,2849.088135,28.213879,-15.551402,51.313618,1
0.049000,-439.396790,153.252426,2849.082764,28.139921,-15.690948,51.364811,1
0.062000,-439.403625,153.257080,2849.093262,28.182375,-15.708541,51.358490,1
0.074000,-439.417023,153.256012,2849.093506,28.206575,-15.722884,51.361263,1
0.087000,-439.424011,153.254074,2849.089600,28.183651,-15.749268,51.379444,1
0.099000,-439.426636,153.256592,2849.083252,28.239111,-15.623909,51.336605,1
0.112000,-439.431610,153.258423,2849.105957,28.253950,-15.638563,51.329369,1
0.124000,-439.431091,153.254379,2849.077637,28.192076,-15.663311,51.352219,1
0.137000,-439.429108,153.261292,2849.097656,28.249514,-15.708566,51.352180,1
0.149000,-439.421631,153.259003,2849.093262,28.229950,-15.622209,51.329418,1
0.162000,-439.412933,153.254623,2849.081055,28.210825,-15.701767,51.359112,1
0.174000,-439.398834,153.247223,2849.082275,28.227337,-15.668545,51.346104,1
0.187000,-439.392883,153.254089,2849.076660,28.287655,-15.665867,51.342060,1
0.199000,-439.392548,153.254181,2849.090332,28.219667,-15.690104,51.353645,1
0.212000,-439.387421,153.249466,2849.115234,28.223804,-15.730481,51.361935,1
0.224000,-439.382751,153.252335,2849.062012,28.188190,-15.699815,51.355736,1
0.237000,-439.384735,153.255341,2849.066895,28.197365,-15.771679,51.382092,1
0.249000,-439.395142,153.254898,2849.084717,28.216595,-15.739513,51.364582,1
0.262000,-439.398468,153.252045,2849.077637,28.202164,-15.648227,51.339081,1
0.274000,-439.408234,153.252151,2849.078125,28.230309,-15.702497,51.356228,1
0.287000,-439.420776,153.254547,2849.074707,28.226017,-15.698266,51.353779,1
0.299000,-439.421509,153.256912,2849.080322,28.175123,-15.594063,51.339180,1
0.312000,-439.433319,153.256012,2849.100342,28.222427,-15.618230,51.330467,1
0.324000,-439.425171,153.256058,2849.063721,28.242929,-15.644529,51.339642,1
0.337000,-439.424805,153.257782,2849.080322,28.236237,-15.625610,51.330540,1
0.349000,-439.422424,153.253036,2849.089600,28.237183,-15.648128,51.341316,1
0.362000,-439.413727,153.253876,2849.083984,28.278303,-15.676159,51.337933,1
0.374000,-439.408478,153.254684,2849.088867,28.248394,-15.691419,51.345707,1
0.387000,-439.396118,153.256882,2849.087891,28.260824,-15.612319,51.323471,1
0.399000,-439.397339,153.257187,2849.095215,28.213049,-15.689180,51.351543,1
0.412000,-439.387756,153.249390,2849.068848,28.109648,-15.733573,51.383064,1
0.424000,-439.386078,153.249374,2849.060791,28.215710,-15.736342,51.354912,1
0.437000,-439.392670,153.251663,2849.090088,28.184526,-15.675609,51.352448,1
0.449000,-439.394501,153.250412,2849.081543,28.215818,-15.657835,51.340389,1
0.462000,-439.395966,153.255142,2849.069336,28.280478,-15.641896,51.321613,1
0.474000,-439.405487,153.253784,2849.090820,28.184635,-15.769065,51.371494,1
0.487000,-439.414856,153.254486,2849.081543,28.173527,-15.738558,51.365700,1
0.499000,-439.420288,153.255463,2849.096680,28.204222,-15.627516,51.330009,1
0.512000,-439.422180,153.256302,2849.086426,28.268223,-15.623971,51.321667,1
0.524000,-439.421326,153.253632,2849.062256,28.198215,-15.738135,51.369389,1
0.537000,-439.426514,153.254791,2849.080811,28.210714,-15.719993,51.366341,1
0.549000,-439.421875,153.254913,2849.079102,28.210688,-15.684821,51.359859,1
0.562000,-439.417053,153.253571,2849.074463,28.193003,-15.735960,51.367210,1
0.574000,-439.411102,153.253555,2849.084961,28.212080,-15.609099,51.334782,1
0.587000,-439.402039,153.252502,2849.064453,28.153433,-15.740581,51.373802,1
0.599000,-439.403320,153.251968,2849.108398,28.344624,-15.610189,51.315258,1
0.612000,-439.398895,153.249023,2849.081055,28.222567,-15.688375,51.347237,1
0.624000,-439.395691,153.253876,2849.077637,28.241436,-15.676005,51.342743,1
0.637000,-439.394226,153.255356,2849.075684,28.181635,-15.664877,51.356609,1
0.650000,-439.397949,153.252899,2849.078613,28.208738,-15.680462,51.348389,1
0.662000,-439.404297,153.252762,2849.089111,28.168697,-15.674293,51.357277,1
0.675000,-439.406097,153.255615,2849.099121,28.219975,-15.673995,51.355072,1
0.687000,-439.412445,153.254898,2849.106934,28.267458,-15.642077,51.333969,1
0.700000,-439.412018,153.252548,2849.090332,28.194290,-15.736160,51.370308,1
0.712000,-439.417267,153.253952,2849.079102,28.197245,-15.690109,51.349041,1
0.725000,-439.427521,153.254272,2849.093262,28.176376,-15.618621,51.339378,1
0.737000,-439.424866,153.258362,2849.099365,28.261227,-15.701275,51.346260,1
0.750000,-439.423950,153.248993,2849.106201,28.182999,-15.724943,51.372986,1
0.762000,-439.416290,153.255371,2849.081299,28.238604,-15.711635,51.348576,1
0.775000,-439.408966,153.253891,2849.065674,28.196081,-15.625799,51.349365,1
0.787000,-439.408905,153.249725,2849.077148,28.216106,-15.655470,51.333809,1
0.800000,-439.407593,153.255447,2849.109131,28.219055,-15.670831,51.351730,1
0.812000,-439.403564,153.255722,2849.102539,28.242594,-15.653405,51.341358,1
0.825000,-439.395569,153.255997,2849.070312,28.183928,-15.715730,51.360062,1
0.837000,-439.400513,153.252487,2849.074463,28.204554,-15.677432,51.348465,1
0.850000,-439.401031,153.250992,2849.091553,28.158964,-15.651400,51.355927,1
0.862000,-439.402618,153.253052,2849.093994,28.193127,-15.730153,51.371319,1
0.875000,-439.408722,153.254913,2849.098145,28.248198,-15.785025,51.377834,1
0.887000,-439.406647,153.250366,2849.099121,28.184307,-15.716578,51.366417,1
0.900000,-439.408173,153.253021,2849.081055,28.246197,-15.678866,51.347801,1
0.912000,-439.416229,153.257812,2849.068359,28.143572,-15.738884,51.374340,1
0.925000,-439.419861,153.255051,2849.084717,28.222212,-15.621537,51.332355,1
0.937000,-439.423950,153.255173,2849.080322,28.179981,-15.723429,51.370583,1
0.950000,-439.424011,153.258560,2849.087646,28.203501,-15.672248,51.356060,1
0.962000,-439.419861,153.252869,2849.095947,28.214663,-15.740919,51.369041,1
0.975000,-439.418427,153.250320,2849.100098,28.229511,-15.659300,51.344143,1
0.987000,-439.407593,153.255829,2849.070068,28.172569,-15.668342,51.364227,1
1.000000,-439.405579,153.255569,2849.071289,28.256521,-15.680134,51.342583,1
1.012000,-439.401123,153.251358,2849.086182,28.223038,-15.739429,51.365700,1
1.025000,-439.394958,153.248611,2849.092529,28.209974,-15.620479,51.341297,1
1.037000,-439.397736,153.256485,2849.084961,28.232708,-15.616850,51.324368,1
1.050000,-439.396667,153.250412,2849.079102,28.152163,-15.633745,51.352116,1
1.062000,-439.397552,153.250046,2849.055908,28.179077,-15.687601,51.357021,1
1.075000,-439.398529,153.248215,2849.062988,28.163866,-15.754314,51.380856,1
1.087000,-439.400818,153.252243,2849.059570,28.234612,-15.721675,51.359558,1
1.100000,-439.402405,153.252975,2849.076416,28.270803,-15.583059,51.316296,1
1.112000,-439.417480,153.254181,2849.097656,28.181925,-15.615957,51.345345,1
1.125000,-439.417389,153.256378,2849.078857,28.196472,-15.751718,51.379662,1
1.137000,-439.414673,153.254684,2849.062256,28.167442,-15.658125,51.346840,1
