,square_model_xsens,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,0,0,0,0,0,0,0
0.012000,0,0,0,0,0,0,0
0.025000,0,0,0,0,0,0,0
0.037000,0,0,0,0,0,0,0
0.049000,-159.311478,31.994276,2721.829834,39.449474,8.572890,56.642101,1
0.062000,-159.308899,31.996096,2721.814941,39.461720,8.590833,56.637867,1
0.074000,-159.310532,31.999044,2721.813721,39.521259,8.558338,56.653900,1
0.087000,-159.312103,31.993919,2721.813721,39.497963,8.579714,56.641888,1
0.099000,-159.309006,31.993645,2721.831543,39.467968,8.697772,56.635571,1
0.112000,-159.308105,31.995749,2721.827881,39.497520,8.600351,56.644402,1
0.124000,-159.315674,31.994310,2721.823486,39.430737,8.634819,56.640278,1
0.137000,-159.309830,31.996279,2721.811035,39.437401,8.520663,56.649471,1
0.149000,-159.310623,31.997265,2721.803711,39.467339,8.603796,56.642632,1
0.162000,-159.310806,31.996918,2721.801514,39.457245,8.596061,56.632198,1
0.174000,-159.305237,31.994436,2721.790283,39.477180,8.531876,56.649010,1
0.187000,-159.308578,31.997494,2721.807373,39.461121,8.573227,56.645729,1
0.199000,-159.307343,31.993088,2721.796631,39.476074,8.665681,56.642273,1
0.212000,-159.308594,31.993107,2721.793457,39.445656,8.664385,56.629566,1
0.224000,-159.309830,31.994488,2721.810791,39.452606,8.581969,56.643364,1
0.237000,-159.307358,31.996353,2721.803711,39.461590,8.615380,56.639336,1
0.249000,0,0,0,0,0,0,0
0.262000,-159.306854,31.997339,2721.781006,39.475372,8.622268,56.638264,1
0.274000,-159.307404,31.994856,2721.804443,39.417439,8.590242,56.638824,1
0.287000,-159.308456,31.993488,2721.817139,39.468575,8.534516,56.643009,1
0.300000,0,0,0,0,0,0,0
0.312000,0,0,0,0,0,0,0
0.325000,0,0,0,0,0,0,0
0.337000,0,0,0,0,0,0,0
0.350000,-159.308319,31.993887,2721.808350,39.485344,8.638367,56.641773,1
0.362000,-159.309143,31.995028,2721.802002,39.466553,8.587384,56.643425,1
0.375000,-159.307236,31.992083,2721.785156,39.488438,8.615486,56.644161,1
0.387000,-159.305740,31.991009,2721.779053,39.509205,8.643896,56.642746,1
0.400000,-159.309402,31.995146,2721.806152,39.512394,8.557126,56.653484,1
0.412000,-159.306152,31.993738,2721.818604,39.465782,8.619802,56.638245,1
0.425000,-159.312134,31.994492,2721.820557,39.505402,8.611997,56.647758,1
0.437000,-159.305878,31.993080,2721.777832,39.553642,8.689097,56.645264,1
0.450000,-159.304077,31.991909,2721.807373,39.443996,8.564886,56.642467,1
0.462000,-159.306015,31.995691,2721.812744,39.545448,8.633524,56.647182,1
0.475000,-159.313675,31.994440,2721.826904,39.518776,8.660482,56.641922,1
0.487000,-159.310257,31.995285,2721.795898,39.459122,8.577930,56.638332,1
0.500000,-159.305389,31.996485,2721.809570,39.515438,8.591183,56.644619,1
0.512000,-159.306412,31.991125,2721.800293,39.486198,8.659214,56.640682,1
0.525000,-159.306885,31.991762,2721.784668,39.485790,8.592494,56.638672,1
0.537000,-159.307053,31.992613,2721.796143,39.477280,8.615793,56.643803,1
0.550000,-159.304474,31.994638,2721.767822,39.463600,8.482458,56.654694,1
0.562000,-159.309052,31.991661,2721.801514,39.521492,8.692278,56.646156,1
0.575000,-159.307251,31.990517,2721.815918,39.431046,8.663029,56.632210,1
0.587000,-159.309708,31.994780,2721.792969,39.471539,8.646313,56.633106,1
0.600000,-159.308273,31.992712,2721.802246,39.525791,8.662412,56.639553,1
0.612000,-159.308914,31.995420,2721.793213,39.462429,8.569958,56.646866,1
0.625000,-159.311981,31.991478,2721.808594,39.482841,8.589961,56.637310,1
0.637000,-159.309509,31.995214,2721.770020,39.499069,8.702888,56.632412,1
0.650000,-159.311920,31.991169,2721.823975,39.493084,8.530433,56.658104,1
0.662000,-159.311691,31.992710,2721.824463,39.496010,8.550963,56.647888,1
0.675000,-159.306412,31.992817,2721.807129,39.471737,8.601276,56.651360,1
0.687000,-159.303207,31.989492,2721.784912,39.448410,8.650734,56.635437,1
0.700000,-159.310501,31.992699,2721.817139,39.478554,8.708955,56.636421,1
0.712000,-159.308136,31.992188,2721.810547,39.478554,8.614166,56.638405,1
0.725000,-159.305008,31.997297,2721.791016,39.456032,8.600268,56.635815,1
0.737000,-159.305344,31.998760,2721.789795,39.490562,8.574518,56.656013,1
0.750000,-159.307587,31.995819,2721.781982,39.515106,8.594629,56.644032,1
0.762000,-159.307678,31.995592,2721.789062,39.513714,8.687566,56.641087,1
0.775000,-159.306351,31.992781,2721.806885,39.492790,8.532707,56.645100,1
0.787000,-159.311584,31.995995,2721.796875,39.514606,8.674362,56.635216,1
0.800000,-159.309860,31.994740,2721.813232,39.498390,8.607729,56.646362,1
0.812000,-159.313217,31.994745,2721.822266,39.503162,8.639618,56.643734,1
0.825000,-159.307953,31.995209,2721.798584,39.568077,8.611637,56.657265,1
0.837000,-159.311325,31.994888,2721.816162,39.565559,8.662087,56.640568,1
0.850000,0,0,0,0,0,0,0
0.862000,-159.307159,31.993954,2721.783691,39.501610,8.729183,56.636509,1
0.875000,-159.306549,31.990473,2721.795166,39.501720,8.647054,56.639030,1
0.887000,-159.307266,31.994192,2721.816162,39.488979,8.619684,56.643917,1
0.900000,0,0,0,0,0,0,0
0.912000,0,0,0,0,0,0,0
0.925000,0,0,0,0,0,0,0
0.937000,0,0,0,0,0,0,0
0.950000,-159.306412,31.992897,2721.790527,39.488091,8.585879,56.648533,1
0.962000,-159.311676,31.994898,2721.796143,39.548985,8.607765,56.650150,1
0.975000,-159.313889,31.991581,2721.822754,39.492931,8.610191,56.635845,1
0.987000,-159.312668,31.993254,2721.808105,39.488594,8.601398,56.644901,1
1.000000,-159.308655,31.993744,2721.813477,39.491646,8.600554,56.652275,1
1.012000,-159.309158,31.993177,2721.763428,39.527813,8.564540,56.652328,1
1.025000,-159.312332,31.994883,2721.816895,39.541927,8.666673,56.642319,1
1.037000,-159.309357,31.998152,2721.813965,39.508896,8.560001,56.652237,1
1.050000,-159.309097,31.995018,2721.806396,39.527393,8.730968,56.636360,1
1.062000,0,0,0,0,0,0,0
1.075000,-159.309952,31.996048,2721.801758,39.482967,8.631562,56.638123,1
1.087000,-159.308746,31.997892,2721.805420,39.486511,8.664113,56.640209,1
1.100000,0,0,0,0,0,0,0
1.112000,0,0,0,0,0,0,0
1.125000,0,0,0,0,0,0,0
1.137000,0,0,0,0,0,0,0
1.150000,0,0,0,0,0,0,0
1.162000,-159.322952,31.997374,2721.859131,39.590797,8.793866,56.631569,1
1.175000,-159.323914,31.998058,2721.857910,39.608273,8.780288,56.637836,1
1.187000,-159.322220,31.998735,2721.857666,39.602310,8.821756,56.627018,1
1.200000,0,0,0,0,0,0,0
1.212000,0,0,0,0,0,0,0
1.225000,-159.317413,31.992693,2721.838867,39.525642,8.671107,56.649769,1
1.237000,-159.317154,31.994854,2721.804932,39.535690,8.590505,56.653107,1
1.250000,-159.318207,31.998362,2721.830322,39.554947,8.556288,56.660954,1
1.262000,0,0,0,0,0,0,0
1.275000,0,0,0,0,0,0,0
1.287000,0,0,0,0,0,0,0
1.300000,0,0,0,0,0,0,0
1.312000,-159.315292,31.993982,2721.813721,39.510208,8.642441,56.645889,1
1.325000,0,0,0,0,0,0,0
1.337000,-159.316757,31.993908,2721.815430,39.557240,8.692266,56.649261,1
1.350000,-159.309631,31.995960,2721.781738,39.470501,8.592235,56.653591,1
1.362000,0,0,0,0,0,0,0
1.375000,-159.311401,31.995663,2721.787598,39.497910,8.610672,56.649776,1
1.387000,0,0,0,0,0,0,0
1.400000,-159.311447,31.997646,2721.796387,39.506859,8.631716,56.645119,1
1.412000,0,0,0,0,0,0,0
1.425000,0,0,0,0,0,0,0
1.437000,0,0,0,0,0,0,0
