,square_model_xsens,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,0,0,0,0,0,0,0
0.012000,0,0,0,0,0,0,0
0.025000,0,0,0,0,0,0,0
0.037000,0,0,0,0,0,0,0
0.049000,23.622219,50.250359,2353.107422,47.681389,17.189907,50.823891,1
0.062000,23.618732,50.252724,2353.119385,47.666077,17.233606,50.821800,1
0.074000,23.620934,50.255184,2353.113037,47.679562,17.173807,50.820007,1
0.087000,23.619432,50.252819,2353.108643,47.700150,17.182961,50.825596,1
0.112000,23.620115,50.252129,2353.108154,47.667988,17.225470,50.816582,1
0.124000,23.619810,50.250477,2353.098389,47.690620,17.173691,50.822495,1
0.137000,23.620449,50.254955,2353.106445,47.654774,17.224148,50.818523,1
0.149000,23.620600,50.253445,2353.122070,47.627838,17.282103,50.805931,1
0.162000,23.617489,50.255486,2353.118652,47.661846,17.172121,50.805252,1
0.174000,23.616535,50.254124,2353.122314,47.686378,17.210482,50.820995,1
0.187000,23.619112,50.250809,2353.114746,47.653744,17.129385,50.817734,1
0.199000,23.620201,50.254158,2353.125732,47.682796,17.201021,50.819717,1
0.212000,23.617075,50.251034,2353.128662,47.650898,17.203154,50.812889,1
0.224000,23.620823,50.255890,2353.125000,47.656036,17.182491,50.812824,1
0.237000,23.619368,50.255909,2353.127197,47.660263,17.222094,50.817375,1
0.249000,23.619936,50.255825,2353.122070,47.640446,17.141687,50.806614,1
0.262000,23.620962,50.255592,2353.113525,47.673153,17.188955,50.818386,1
0.274000,23.621407,50.251614,2353.126465,47.677963,17.170319,50.822781,1
0.287000,23.621769,50.253700,2353.123291,47.687634,17.143780,50.816662,1
0.300000,23.620047,50.253540,2353.120850,47.677296,17.176517,50.818787,1
0.312000,23.619442,50.252750,2353.116211,47.696293,17.166397,50.821793,1
0.325000,23.618334,50.253807,2353.114990,47.659000,17.122305,50.817101,1
0.337000,23.619757,50.251331,2353.134033,47.633400,17.181828,50.809128,1
0.350000,23.617319,50.253403,2353.127686,47.636997,17.139666,50.813095,1
0.362000,23.616119,50.253624,2353.128418,47.641956,17.152935,50.817104,1
0.375000,23.616417,50.254253,2353.104492,47.651146,17.214054,50.811260,1
0.387000,23.620829,50.252293,2353.114746,47.655487,17.200747,50.812851,1
0.400000,23.617241,50.252224,2353.107910,47.658970,17.184040,50.814568,1
0.412000,23.618036,50.254704,2353.118164,47.697098,17.240168,50.825783,1
0.425000,23.617128,50.253544,2353.117920,47.665192,17.167467,50.810604,1
0.437000,23.618864,50.251396,2353.127930,47.632824,17.144905,50.809025,1
0.450000,23.622917,50.253056,2353.124268,47.663425,17.174519,50.819752,1
0.462000,23.621580,50.254826,2353.112793,47.664032,17.242804,50.814377,1
0.475000,23.620783,50.253872,2353.126953,47.676903,17.235588,50.816994,1
0.487000,23.620903,50.251774,2353.121094,47.669880,17.204809,50.817856,1
0.500000,23.625849,50.250427,2353.112061,47.664833,17.146067,50.823669,1
0.512000,23.616341,50.255955,2353.129883,47.686760,17.206158,50.821053,1
0.525000,23.621395,50.250340,2353.117920,47.694145,17.088543,50.819134,1
0.537000,23.614811,50.255829,2353.116943,47.709328,17.231035,50.825821,1
0.550000,23.619263,50.253963,2353.102051,47.684258,17.224152,50.818771,1
0.562000,23.612885,50.257751,2353.101562,47.659672,17.187143,50.822239,1
0.575000,23.618832,50.257595,2353.126465,47.696674,17.221367,50.819355,1
0.587000,23.617580,50.253792,2353.116943,47.651558,17.133991,50.812790,1
0.600000,23.617817,50.252480,2353.113770,47.632336,17.129745,50.805668,1
0.612000,23.617193,50.257431,2353.132568,47.625732,17.149206,50.806503,1
0.625000,23.618921,50.258778,2353.101074,47.712257,17.114359,50.829472,1
0.637000,23.617075,50.259098,2353.110352,47.677143,17.165419,50.820404,1
0.650000,23.622002,50.252728,2353.105225,47.663525,17.175045,50.816292,1
0.662000,23.618338,50.254261,2353.108398,47.660950,17.166821,50.814137,1
0.675000,23.614120,50.253723,2353.120117,47.698135,17.190178,50.824738,1
0.687000,23.617483,50.255760,2353.123779,47.714504,17.282890,50.824757,1
0.700000,23.617233,50.256378,2353.102539,47.664795,17.204710,50.816147,1
0.712000,23.617943,50.257355,2353.106445,47.658401,17.193453,50.817432,1
0.725000,23.615620,50.256077,2353.104980,47.652161,17.144295,50.815418,1
0.737000,23.617832,50.253471,2353.116455,47.681225,17.143904,50.815636,1
0.750000,23.614080,50.252457,2353.114014,47.700665,17.196062,50.830006,1
0.762000,23.617382,50.251484,2353.089600,47.660713,17.181612,50.814404,1
0.775000,23.614666,50.257072,2353.121338,47.697212,17.167040,50.818878,1
0.787000,23.617823,50.261257,2353.103516,47.677471,17.134468,50.815048,1
0.800000,23.620041,50.259838,2353.101318,47.638779,17.129330,50.815578,1
0.812000,23.616957,50.260376,2353.129395,47.658306,17.233320,50.812813,1
0.825000,23.619343,50.253571,2353.112305,47.644844,17.168852,50.819786,1
0.837000,23.618328,50.252186,2353.108154,47.671051,17.167789,50.811966,1
0.850000,23.618523,50.257816,2353.108887,47.647190,17.147623,50.808811,1
0.862000,23.622133,50.257736,2353.115723,47.624615,17.131813,50.808407,1
0.875000,23.617350,50.258839,2353.131104,47.691219,17.178314,50.821426,1
0.887000,23.615532,50.255032,2353.116211,47.616657,17.127348,50.803150,1
0.900000,23.616117,50.252464,2353.110840,47.676369,17.154314,50.811863,1
0.912000,23.615814,50.253742,2353.114502,47.654572,17.140646,50.811489,1
0.925000,23.618004,50.258438,2353.103516,47.632252,17.158970,50.810295,1
0.937000,23.616810,50.259830,2353.110840,47.645424,17.195257,50.812916,1
0.950000,23.614937,50.258202,2353.104492,47.671360,17.167532,50.818329,1
0.962000,23.615509,50.260868,2353.102295,47.663429,17.163410,50.819347,1
0.975000,23.620951,50.254017,2353.102783,47.639866,17.126369,50.812233,1
0.987000,23.617992,50.252235,2353.125244,47.691181,17.139652,50.817272,1
1.000000,23.617285,50.256931,2353.105957,47.688263,17.224154,50.820877,1
1.012000,23.619396,50.255909,2353.099365,47.675797,17.217924,50.816525,1
1.025000,23.618069,50.260109,2353.123535,47.676270,17.211472,50.816269,1
1.037000,23.620409,50.260426,2353.085938,47.661629,17.185810,50.809334,1
1.050000,23.617476,50.259106,2353.124268,47.652378,17.146627,50.815521,1
1.062000,23.618771,50.252914,2353.114990,47.643208,17.127329,50.808819,1
1.075000,23.617176,50.254669,2353.119629,47.686474,17.202419,50.816502,1
1.087000,23.616850,50.256683,2353.115479,47.704178,17.121143,50.826809,1
1.100000,23.614450,50.259186,2353.108887,47.671539,17.277828,50.820599,1
1.112000,23.618681,50.256924,2353.127197,47.703987,17.167747,50.821339,1
1.125000,23.616543,50.256172,2353.121338,47.724075,17.252712,50.832172,1
1.137000,23.614716,50.252483,2353.108643,47.711220,17.210381,50.829506,1
1.150000,23.617014,50.256531,2353.104736,47.632355,17.150818,50.805569,1
1.162000,23.618559,50.258080,2353.110596,47.738388,17.232409,50.829613,1
1.175000,23.619724,50.260143,2353.135986,47.645405,17.195679,50.808544,1
1.187000,23.618860,50.260258,2353.093994,47.673672,17.182697,50.818321,1
1.200000,23.620996,50.256969,2353.109863,47.687424,17.241381,50.821659,1
1.212000,23.621023,50.255234,2353.126221,47.666687,17.102772,50.825226,1
1.225000,23.617626,50.254551,2353.133789,47.682934,17.210657,50.821270,1
1.237000,23.621735,50.255035,2353.129395,47.649166,17.197065,50.816353,1
1.250000,23.620119,50.256573,2353.116211,47.645077,17.183603,50.811676,1
1.262000,23.615862,50.262234,2353.135986,47.685482,17.226568,50.821426,1
1.275000,23.616138,50.258022,2353.110107,47.686569,17.173658,50.814911,1
1.287000,23.616011,50.254562,2353.118408,47.643917,17.138325,50.808968,1
1.300000,23.620651,50.251602,2353.118164,47.686131,17.196489,50.827072,1
