,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,-262.554596,-129.166718,2707.820068,19.823435,1.077389,-7.735637,1
0.012000,-262.552399,-129.163788,2707.811768,19.859423,1.114344,-7.717718,1
0.025000,-262.547394,-129.168365,2707.805176,19.849995,1.098723,-7.722421,1
0.037000,-262.546387,-129.167419,2707.812256,19.765217,1.050990,-7.745586,1
0.049000,-262.543579,-129.165207,2707.804688,19.792799,1.079618,-7.738540,1
0.062000,-262.546021,-129.163239,2707.842041,19.776423,1.115225,-7.736027,1
0.074000,-262.538544,-129.170395,2707.822021,19.768806,1.077235,-7.741022,1
0.087000,-262.533203,-129.169037,2707.797607,19.870626,1.100604,-7.711759,1
0.099000,-262.541382,-129.166626,2707.822510,19.807253,1.171207,-7.725177,1
0.112000,-262.550385,-129.166443,2707.832764,19.779776,1.118087,-7.729649,1
0.124000,-262.552429,-129.170731,2707.790527,19.764372,1.132402,-7.734904,1
0.137000,-262.558716,-129.171524,2707.799316,19.708086,1.122794,-7.747953,1
0.149000,-262.561066,-129.167572,2707.797607,19.814909,1.093349,-7.732363,1
0.162000,-262.559052,-129.166763,2707.797363,19.744476,1.120324,-7.734544,1
0.174000,-262.562500,-129.166122,2707.788818,19.796738,1.130493,-7.732680,1
0.187000,-262.558685,-129.165283,2707.773438,19.767696,1.184873,-7.730847,1
0.199000,-262.558350,-129.169113,2707.819336,19.834711,1.048879,-7.724397,1
0.212000,-262.550507,-129.167252,2707.806396,19.781469,1.141839,-7.735847,1
0.224000,-262.546692,-129.169907,2707.826904,19.885023,1.094602,-7.722233,1
0.237000,-262.543793,-129.167542,2707.811523,19.840881,1.077345,-7.730680,1
0.249000,-262.537018,-129.166611,2707.802490,19.804688,1.084476,-7.732790,1
0.262000,-262.537476,-129.173111,2707.815430,19.761038,1.171236,-7.743697,1
0.274000,-262.540527,-129.174484,2707.825439,19.831329,1.101130,-7.723119,1
0.287000,-262.541412,-129.173187,2707.833984,19.881237,1.060546,-7.715842,1
0.299000,-262.544769,-129.168030,2707.807617,19.855108,1.113074,-7.711902,1
0.312000,-262.553131,-129.170319,2707.810547,19.807169,1.147194,-7.722735,1
0.324000,-262.559723,-129.164520,2707.815918,19.802412,1.089441,-7.723993,1
0.337000,-262.561096,-129.171478,2707.817139,19.748350,1.135857,-7.734161,1
0.349000,-262.561462,-129.172485,2707.820557,19.790932,1.146795,-7.720222,1
0.362000,-262.563934,-129.171097,2707.824707,19.798485,1.094769,-7.728391,1
0.374000,-262.558136,-129.170914,2707.826904,19.744257,1.171041,-7.740629,1
0.387000,-262.552490,-129.171051,2707.802979,19.772665,1.076097,-7.738614,1
0.399000,-262.548553,-129.170441,2707.808594,19.791040,1.150194,-7.724639,1
0.412000,-262.550385,-129.173904,2707.796387,19.788389,1.080385,-7.732125,1
0.424000,-262.547150,-129.171936,2707.806396,19.829304,1.109337,-7.726661,1
0.437000,-262.549438,-129.171570,2707.816895,19.731976,1.171278,-7.736238,1
0.449000,-262.547180,-129.172211,2707.810059,19.750729,1.181942,-7.731327,1
0.462000,-262.547302,-129.172424,2707.818604,19.734770,1.065136,-7.748364,1
0.474000,-262.547638,-129.171158,2707.808594,19.873386,1.118568,-7.712690,1
0.487000,-262.548218,-129.178055,2707.805664,19.802195,1.010151,-7.735555,1
0.499000,-262.545197,-129.170212,2707.780273,19.751114,1.143114,-7.738639,1
0.512000,-262.550812,-129.176544,2707.809082,19.786318,1.073523,-7.727355,1
0.524000,-262.550995,-129.175522,2707.818115,19.799212,1.065499,-7.735082,1
0.537000,-262.553406,-129.174606,2707.805908,19.832533,1.133120,-7.719530,1
0.549000,-262.556793,-129.173645,2707.811768,19.760750,1.095384,-7.741886,1
0.562000,-262.557037,-129.172287,2707.819092,19.873878,1.147131,-7.706612,1
0.575000,-262.553436,-129.175125,2707.800049,19.867277,1.067270,-7.708484,1
0.587000,-262.560028,-129.175995,2707.835449,19.785145,1.074992,-7.731580,1
0.600000,-262.559906,-129.175293,2707.809082,19.771730,1.048464,-7.741091,1
0.612000,-262.556274,-129.173874,2707.797119,19.797354,1.092875,-7.733714,1
