,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,-164.507599,-238.058029,2853.500977,22.897312,-10.515303,-8.676809,1
0.012000,-164.512070,-238.058762,2853.486084,22.933731,-10.498350,-8.669687,1
0.025000,-164.506332,-238.056519,2853.480225,22.941248,-10.576797,-8.676536,1
0.037000,-164.511337,-238.063538,2853.496826,22.906975,-10.500857,-8.676642,1
0.049000,-164.509094,-238.058395,2853.467285,22.896795,-10.564336,-8.681435,1
0.062000,-164.510895,-238.055786,2853.460449,22.931507,-10.607364,-8.675911,1
0.074000,-164.513321,-238.053406,2853.476562,22.918436,-10.524712,-8.668726,1
0.087000,-164.510437,-238.056244,2853.467041,22.942595,-10.560595,-8.675050,1
0.099000,-164.515945,-238.054596,2853.475830,22.764116,-10.585315,-8.680394,1
0.112000,-164.510468,-238.055496,2853.476807,22.931444,-10.515989,-8.671967,1
0.124000,-164.516159,-238.058594,2853.489746,22.883636,-10.501574,-8.675322,1
0.137000,-164.513763,-238.057449,2853.487061,22.882139,-10.523165,-8.673734,1
0.149000,-164.511581,-238.055267,2853.459229,22.841103,-10.514115,-8.681122,1
0.162000,-164.506302,-238.058075,2853.471436,22.894423,-10.541738,-8.681133,1
0.174000,-164.509689,-238.057297,2853.494873,22.928120,-10.579231,-8.686052,1
0.187000,-164.506516,-238.060333,2853.496338,22.926367,-10.507236,-8.662242,1
0.199000,-164.506210,-238.059891,2853.488037,22.879759,-10.548925,-8.682273,1
0.212000,-164.507431,-238.057877,2853.482422,22.894127,-10.541759,-8.670146,1
0.224000,-164.505493,-238.059418,2853.462646,22.881224,-10.475309,-8.674943,1
0.237000,-164.507553,-238.059143,2853.501465,22.916206,-10.460119,-8.658374,1
0.249000,-164.507492,-238.054688,2853.476318,22.835409,-10.484627,-8.680989,1
0.262000,-164.506332,-238.060120,2853.480713,22.938194,-10.465995,-8.659142,1
0.274000,-164.509232,-238.059753,2853.453613,22.908693,-10.540217,-8.673876,1
0.287000,-164.510757,-238.052444,2853.453613,22.998995,-10.479789,-8.652731,1
0.299000,-164.511078,-238.057739,2853.473145,22.981642,-10.542618,-8.660975,1
0.312000,-164.513245,-238.053757,2853.471924,22.889843,-10.515929,-8.671907,1
0.324000,-164.511353,-238.059006,2853.488525,22.876024,-10.610233,-8.678881,1
0.337000,-164.514069,-238.056473,2853.477295,22.871874,-10.516033,-8.680516,1
0.349000,-164.510956,-238.057404,2853.474121,22.783264,-10.537761,-8.677948,1
0.362000,-164.511353,-238.057098,2853.478516,22.984890,-10.542321,-8.664228,1
0.374000,-164.507523,-238.058365,2853.466797,22.923084,-10.532739,-8.675252,1
0.387000,-164.501968,-238.053802,2853.479980,22.852623,-10.539125,-8.678149,1
0.399000,-164.505020,-238.062515,2853.477783,22.940542,-10.507621,-8.671039,1
0.412000,-164.505951,-238.056259,2853.484619,22.963209,-10.512419,-8.667543,1
