,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,131.511017,-6.893353,2956.879395,-4.014106,20.682343,3.129747,1
0.012000,131.513489,-6.894833,2956.895020,-4.009951,20.690191,3.137459,1
0.025000,131.510300,-6.897795,2956.875000,-4.036108,20.667343,3.136248,1
0.037000,131.515640,-6.897327,2956.885986,-3.944548,20.668482,3.155302,1
0.049000,131.509033,-6.889097,2956.885742,-3.871403,20.614895,3.201453,1
0.062000,131.505646,-6.893690,2956.880859,-3.914142,20.623539,3.173703,1
0.074000,131.510712,-6.893654,2956.897217,-4.015368,20.601624,3.149932,1
0.087000,131.507187,-6.892390,2956.876221,-3.946476,20.570107,3.173865,1
0.099000,131.513336,-6.890681,2956.937500,-3.951409,20.598501,3.176821,1
0.112000,131.513046,-6.889745,2956.902832,-4.029243,20.635149,3.147147,1
0.124000,131.512573,-6.890201,2956.882812,-3.999930,20.592024,3.163013,1
0.137000,131.513504,-6.891568,2956.911865,-3.935479,20.592041,3.176827,1
0.149000,131.511505,-6.891812,2956.899658,-3.850893,20.591440,3.205276,1
0.162000,131.514053,-6.890257,2956.907227,-3.987408,20.730146,3.148996,1
0.174000,131.507156,-6.888404,2956.862305,-3.964947,20.663845,3.171014,1
0.187000,131.508942,-6.886286,2956.913574,-4.026530,20.618181,3.143661,1
0.199000,131.507874,-6.891019,2956.906250,-3.915035,20.676521,3.169597,1
0.212000,131.510162,-6.893487,2956.908447,-4.020863,20.589876,3.159194,1
0.224000,131.510834,-6.890128,2956.905273,-3.954171,20.614557,3.164179,1
0.237000,131.511398,-6.887157,2956.909668,-4.002375,20.625254,3.153073,1
0.249000,131.509796,-6.892923,2956.892334,-3.951900,20.585054,3.172871,1
0.262000,131.511841,-6.889318,2956.917969,-3.979609,20.636675,3.154692,1
0.274000,131.510941,-6.894264,2956.924805,-3.962924,20.667461,3.157377,1
0.287000,131.514420,-6.887776,2956.890869,-3.965477,20.737537,3.150721,1
0.299000,131.511948,-6.889084,2956.925781,-4.038085,20.691271,3.124433,1
0.312000,131.513062,-6.886847,2956.902344,-3.807012,20.621475,3.207894,1
0.324000,131.511963,-6.888989,2956.919189,-3.925465,20.664158,3.164783,1
0.337000,131.509842,-6.890404,2956.913818,-4.027425,20.640244,3.144994,1
0.349000,131.511383,-6.891030,2956.921387,-4.021930,20.656427,3.142821,1
0.362000,131.512100,-6.890065,2956.924072,-3.994536,20.580393,3.154773,1
0.374000,131.515488,-6.890358,2956.911865,-3.974465,20.604588,3.161218,1
0.387000,131.514297,-6.891564,2956.887939,-3.967392,20.539265,3.171688,1
0.399000,131.511475,-6.890240,2956.905518,-4.009197,20.584064,3.153867,1
0.412000,131.511841,-6.888447,2956.890381,-4.072351,20.693672,3.124753,1
0.425000,131.512604,-6.886401,2956.921631,-3.892960,20.697201,3.171093,1
0.437000,131.512573,-6.891013,2956.916016,-4.028156,20.676029,3.135581,1
0.450000,131.512466,-6.888664,2956.876221,-3.856475,20.588213,3.196981,1
0.462000,131.512054,-6.891122,2956.911133,-3.970008,20.688877,3.151563,1
0.475000,131.510773,-6.890567,2956.911377,-3.900322,20.686861,3.176253,1
0.487000,131.510681,-6.892526,2956.881348,-3.905410,20.559742,3.185783,1
0.500000,131.512344,-6.892992,2956.898926,-3.940978,20.636915,3.170897,1
0.512000,131.512100,-6.888786,2956.891602,-3.921531,20.716026,3.157848,1
0.525000,131.514359,-6.890218,2956.912354,-3.979263,20.704647,3.141031,1
0.537000,131.512314,-6.893168,2956.895996,-3.954769,20.594431,3.164503,1
0.550000,131.515381,-6.888756,2956.898926,-3.941373,20.574800,3.187855,1
0.562000,131.511292,-6.889721,2956.914307,-3.933291,20.632772,3.176281,1
0.575000,131.508789,-6.889390,2956.903809,-3.939021,20.661987,3.161876,1
0.587000,131.517471,-6.891513,2956.908203,-3.906425,20.658960,3.170470,1
0.600000,131.512909,-6.888681,2956.885986,-4.002488,20.652958,3.147775,1
0.612000,131.512115,-6.885762,2956.922852,-3.855064,20.698229,3.182851,1
0.625000,131.511688,-6.891259,2956.879883,-3.931803,20.629744,3.163411,1
0.637000,131.508209,-6.890444,2956.911865,-3.966779,20.740845,3.147022,1
0.650000,131.507507,-6.891541,2956.901123,-3.929745,20.608946,3.181117,1
0.662000,131.509903,-6.891517,2956.906982,-3.951261,20.612812,3.170440,1
0.675000,131.511032,-6.893186,2956.902588,-3.950770,20.673670,3.165560,1
0.687000,131.509445,-6.891229,2956.929932,-3.989389,20.742336,3.125406,1
0.700000,131.511520,-6.890002,2956.898438,-3.913754,20.579027,3.186628,1
0.712000,131.510498,-6.892418,2956.898438,-3.959065,20.591829,3.168453,1
0.725000,131.511017,-6.887756,2956.907227,-3.969136,20.627298,3.164481,1
0.737000,131.511002,-6.890414,2956.863037,-4.023051,20.675900,3.141138,1
0.750000,131.509583,-6.887715,2956.905762,-3.933753,20.655870,3.167809,1
0.762000,131.510925,-6.890793,2956.901855,-3.901645,20.711105,3.158215,1
0.775000,131.509048,-6.890207,2956.891846,-3.914739,20.650873,3.175619,1
0.787000,131.508377,-6.893344,2956.882568,-3.913329,20.640554,3.168981,1
0.800000,131.510773,-6.889245,2956.906494,-4.008153,20.655247,3.148529,1
0.812000,131.509109,-6.889244,2956.892822,-3.954805,20.614632,3.156803,1
0.825000,131.508377,-6.893968,2956.898926,-3.906258,20.610516,3.189249,1
0.837000,131.512070,-6.892690,2956.923096,-4.002290,20.674629,3.140033,1
0.850000,131.510452,-6.892197,2956.906006,-3.938158,20.711779,3.165831,1
0.862000,131.513916,-6.890926,2956.905029,-3.923952,20.574883,3.186345,1
0.875000,131.512024,-6.888456,2956.897949,-3.984775,20.653936,3.156484,1
0.887000,131.511139,-6.892784,2956.903320,-3.995516,20.661232,3.148009,1
0.900000,131.512375,-6.893324,2956.910156,-3.947555,20.582201,3.167666,1
0.912000,131.509476,-6.888859,2956.892578,-3.847836,20.629456,3.200705,1
0.925000,131.513550,-6.890624,2956.894775,-3.951805,20.700222,3.155485,1
0.937000,131.509583,-6.891616,2956.919434,-3.897992,20.625328,3.191685,1
0.950000,131.513275,-6.886525,2956.912109,-3.868360,20.665939,3.186986,1
0.962000,131.514160,-6.889161,2956.907227,-3.936136,20.583111,3.175241,1
0.975000,131.511444,-6.892509,2956.893066,-3.950706,20.554438,3.189791,1
0.987000,131.514801,-6.889920,2956.917969,-3.964413,20.660456,3.160733,1
1.000000,131.511139,-6.886151,2956.927246,-3.970247,20.705288,3.156590,1
1.012000,131.512375,-6.895602,2956.904541,-3.935610,20.653004,3.167778,1
1.025000,131.509811,-6.891750,2956.911133,-3.981829,20.635635,3.165549,1
1.037000,131.509689,-6.890797,2956.906250,-3.957557,20.585600,3.175202,1
1.050000,131.507263,-6.891539,2956.914551,-3.979185,20.585033,3.170890,1
