,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,153.878464,92.711678,2411.281006,-13.452437,21.583969,-27.279392,1
0.012000,153.878784,92.714424,2411.273438,-13.455394,21.583380,-27.280176,1
0.025000,153.875412,92.713310,2411.273682,-13.499605,21.571608,-27.289238,1
0.037000,153.871643,92.717201,2411.270508,-13.440283,21.583660,-27.270468,1
0.049000,153.870499,92.716217,2411.279785,-13.465016,21.539558,-27.262571,1
0.062000,153.865662,92.714211,2411.266113,-13.436975,21.559860,-27.256327,1
0.074000,153.868866,92.718292,2411.278809,-13.502326,21.559845,-27.272793,1
0.087000,153.863480,92.718346,2411.280518,-13.468140,21.569918,-27.268383,1
0.099000,153.867462,92.721428,2411.277100,-13.458949,21.591854,-27.278837,1
0.112000,153.862625,92.720703,2411.258789,-13.436654,21.610453,-27.277258,1
0.124000,153.865479,92.720711,2411.282471,-13.456164,21.560911,-27.268091,1
0.137000,153.868896,92.716194,2411.274414,-13.492995,21.602562,-27.285774,1
0.149000,153.870163,92.720436,2411.278320,-13.472578,21.505577,-27.251982,1
0.162000,153.876328,92.720108,2411.265625,-13.362031,21.607445,-27.250187,1
0.174000,153.873322,92.718689,2411.279541,-13.457860,21.579206,-27.273983,1
0.187000,153.876312,92.716789,2411.281250,-13.464390,21.594126,-27.289280,1
0.200000,153.875549,92.716751,2411.278320,-13.452529,21.614895,-27.273407,1
0.212000,153.878235,92.717339,2411.272217,-13.465990,21.582342,-27.283291,1
0.225000,153.876663,92.718155,2411.281738,-13.489870,21.567547,-27.288338,1
0.237000,153.872299,92.720520,2411.278809,-13.472711,21.582487,-27.282141,1
0.250000,153.870636,92.719894,2411.271973,-13.435162,21.571016,-27.266113,1
0.262000,153.867935,92.718895,2411.270264,-13.440125,21.579914,-27.274921,1
0.275000,153.869247,92.718170,2411.278320,-13.507937,21.557703,-27.278610,1
0.287000,153.870880,92.716240,2411.285889,-13.417069,21.582331,-27.258961,1
0.300000,153.867691,92.718613,2411.289795,-13.482111,21.591204,-27.291761,1
0.312000,153.863419,92.719345,2411.273682,-13.440529,21.568783,-27.261833,1
0.325000,153.864044,92.719261,2411.267822,-13.467781,21.512466,-27.255028,1
0.337000,153.867996,92.717484,2411.283447,-13.463391,21.565643,-27.270517,1
0.350000,153.866150,92.720589,2411.265381,-13.463285,21.598038,-27.277622,1
0.362000,153.873581,92.718803,2411.270508,-13.423667,21.571455,-27.256968,1
0.375000,153.871475,92.718597,2411.284424,-13.477446,21.594238,-27.278219,1
0.387000,153.876007,92.717575,2411.270264,-13.463072,21.524237,-27.266926,1
0.400000,153.874939,92.718719,2411.276611,-13.428635,21.619560,-27.280190,1
0.412000,153.877457,92.721817,2411.279785,-13.399058,21.569662,-27.240824,1
0.425000,153.876450,92.719925,2411.295654,-13.413072,21.569605,-27.256451,1
0.437000,153.873581,92.718361,2411.260986,-13.451139,21.606213,-27.279850,1
0.450000,153.873260,92.718063,2411.285400,-13.417422,21.612297,-27.260300,1
0.462000,153.869171,92.716911,2411.270996,-13.480313,21.588053,-27.284527,1
