,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,27.237944,-174.072754,2713.262207,19.627359,8.292479,-8.479692,1
0.012000,27.233656,-174.068542,2713.253418,19.666306,8.228143,-8.474132,1
0.024000,27.227142,-174.066971,2713.240967,19.656345,8.243461,-8.479005,1
0.037000,27.217884,-174.066620,2713.252197,19.535721,8.193391,-8.514817,1
0.049000,27.214832,-174.066238,2713.235352,19.496462,8.257967,-8.513770,1
0.062000,27.210974,-174.069031,2713.241699,19.537880,8.152839,-8.509253,1
0.074000,27.208641,-174.067810,2713.234619,19.548323,8.202835,-8.508440,1
0.087000,27.205219,-174.068756,2713.253662,19.535286,8.244143,-8.505924,1
0.099000,27.207552,-174.073776,2713.266846,19.553303,8.248532,-8.509414,1
0.112000,27.210638,-174.071274,2713.243652,19.528929,8.208196,-8.509513,1
0.124000,27.213760,-174.066605,2713.264404,19.533113,8.262429,-8.509618,1
0.137000,27.219997,-174.069016,2713.242432,19.535910,8.227397,-8.503045,1
0.149000,27.229544,-174.072815,2713.265381,19.608301,8.303285,-8.488739,1
0.162000,27.231653,-174.077606,2713.266846,19.533121,8.251946,-8.503154,1
0.174000,27.237164,-174.069275,2713.247803,19.565298,8.191720,-8.500459,1
0.187000,27.238047,-174.070496,2713.259766,19.562168,8.222581,-8.506441,1
0.199000,27.238121,-174.067734,2713.236084,19.604347,8.222834,-8.489623,1
0.212000,27.234093,-174.066345,2713.250488,19.535730,8.214337,-8.501767,1
0.224000,27.233366,-174.070770,2713.233154,19.535570,8.202168,-8.512583,1
0.237000,27.224693,-174.073273,2713.259766,19.542784,8.145728,-8.515290,1
0.249000,27.219715,-174.069138,2713.219238,19.608740,8.214432,-8.495542,1
0.262000,27.214075,-174.070908,2713.253662,19.475842,8.273350,-8.524118,1
0.274000,27.209692,-174.071838,2713.242432,19.520538,8.253674,-8.503842,1
0.287000,27.204796,-174.070221,2713.250244,19.504078,8.182969,-8.515549,1
0.299000,27.203156,-174.073288,2713.236816,19.529089,8.211129,-8.507558,1
0.312000,27.207458,-174.070587,2713.251953,19.529562,8.297143,-8.500048,1
0.324000,27.207968,-174.067108,2713.239014,19.573267,8.240267,-8.501045,1
0.337000,27.219721,-174.076309,2713.256836,19.587328,8.258011,-8.499684,1
0.349000,27.224417,-174.074127,2713.256592,19.624079,8.202527,-8.498033,1
0.362000,27.225191,-174.073547,2713.263672,19.625841,8.122643,-8.492986,1
0.374000,27.232290,-174.069275,2713.235352,19.623493,8.209956,-8.491758,1
0.387000,27.235121,-174.070679,2713.248291,19.579130,8.228294,-8.497094,1
0.399000,27.238928,-174.070541,2713.249512,19.532759,8.186414,-8.508627,1
