,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,99.648537,-172.234711,3008.381104,4.157173,21.270184,-16.861149,1
0.012000,99.653687,-172.235809,3008.398193,4.025959,21.294724,-16.903681,1
0.025000,99.649193,-172.233200,3008.404541,4.027961,21.365023,-16.907377,1
0.037000,99.651100,-172.235046,3008.394531,4.138649,21.341658,-16.880541,1
0.049000,99.650398,-172.234222,3008.398926,4.160546,21.276304,-16.863672,1
0.062000,99.647545,-172.235245,3008.386475,4.084995,21.404470,-16.895660,1
0.074000,99.646896,-172.235580,3008.391357,4.074513,21.245626,-16.886929,1
0.087000,99.652275,-172.232834,3008.393066,4.044618,21.305117,-16.895617,1
0.099000,99.647842,-172.236542,3008.409912,4.009904,21.312155,-16.910345,1
0.112000,99.650383,-172.234039,3008.401367,4.034161,21.365431,-16.903786,1
0.124000,99.644051,-172.234589,3008.389648,4.137464,21.320625,-16.874222,1
0.137000,99.649765,-172.236450,3008.411865,4.126043,21.379932,-16.878761,1
0.149000,99.648521,-172.229691,3008.384766,4.138978,21.375664,-16.873425,1
0.162000,99.645348,-172.234940,3008.375244,4.071389,21.342445,-16.894526,1
0.174000,99.647842,-172.235565,3008.392578,4.105288,21.362513,-16.889280,1
0.187000,99.650574,-172.233643,3008.373535,4.069269,21.252863,-16.888666,1
0.199000,99.648987,-172.233719,3008.393066,4.054312,21.331171,-16.896297,1
0.212000,99.649178,-172.233551,3008.397217,4.108560,21.245962,-16.869221,1
0.224000,99.655006,-172.233459,3008.396484,4.070566,21.283739,-16.889002,1
0.237000,99.647743,-172.237457,3008.378662,3.963419,21.374424,-16.932693,1
0.249000,99.649155,-172.233643,3008.386963,4.013109,21.282394,-16.898777,1
0.262000,99.647255,-172.236298,3008.374268,3.982613,21.311754,-16.921610,1
0.274000,99.651199,-172.234787,3008.359619,4.011466,21.271803,-16.912661,1
0.287000,99.648087,-172.232239,3008.377930,4.100646,21.405931,-16.892117,1
0.299000,99.646866,-172.236893,3008.397705,4.046338,21.357346,-16.908363,1
0.312000,99.646416,-172.233582,3008.373291,4.075169,21.271259,-16.880394,1
0.324000,99.642517,-172.234100,3008.391602,4.087788,21.298872,-16.893785,1
0.337000,99.645050,-172.235611,3008.371582,4.091099,21.392086,-16.895140,1
0.349000,99.644051,-172.228516,3008.366943,4.009673,21.262157,-16.914886,1
0.362000,99.646309,-172.234619,3008.389893,4.073024,21.420099,-16.895473,1
0.375000,99.649658,-172.232040,3008.396240,3.987607,21.249474,-16.917444,1
0.387000,99.653084,-172.235275,3008.375977,4.010259,21.331535,-16.918129,1
0.400000,99.650543,-172.236313,3008.386719,3.965152,21.304747,-16.921272,1
0.412000,99.652252,-172.234192,3008.383545,4.022831,21.357407,-16.905724,1
0.425000,99.653763,-172.234741,3008.388184,4.009583,21.322060,-16.914442,1
0.437000,99.650856,-172.231873,3008.376465,4.019591,21.227203,-16.901199,1
0.450000,99.645691,-172.231674,3008.398926,4.028861,21.307194,-16.896593,1
0.462000,99.647858,-172.230972,3008.406006,4.053462,21.391386,-16.912531,1
0.475000,99.647614,-172.234207,3008.373779,4.056080,21.321985,-16.897337,1
0.487000,99.644447,-172.235397,3008.387451,4.026103,21.379816,-16.912926,1
0.500000,99.646324,-172.230911,3008.366211,4.113636,21.372709,-16.882843,1
0.512000,99.649757,-172.230545,3008.387695,4.058043,21.308050,-16.902910,1
0.525000,99.649033,-172.233566,3008.391113,4.123506,21.340651,-16.892853,1
0.537000,99.649239,-172.230667,3008.380615,4.090310,21.254057,-16.877008,1
0.550000,99.651405,-172.230591,3008.351074,4.179481,21.284185,-16.856123,1
0.562000,99.645157,-172.239532,3008.412109,4.037988,21.176462,-16.889267,1
0.575000,99.649193,-172.234619,3008.401611,4.082017,21.280754,-16.888157,1
0.587000,99.649025,-172.234131,3008.365723,4.096382,21.328613,-16.883904,1
0.600000,99.647827,-172.233368,3008.388916,4.081627,21.367565,-16.895769,1
0.612000,99.646820,-172.235168,3008.397949,4.058615,21.318830,-16.894661,1
0.625000,99.651855,-172.233429,3008.414795,4.078615,21.289528,-16.885820,1
0.637000,99.651428,-172.235413,3008.392090,4.056840,21.293476,-16.899126,1
0.650000,99.649254,-172.238663,3008.419922,4.055382,21.295536,-16.898079,1
