,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,-269.242554,-73.042282,2777.722412,24.776987,6.764616,-11.769342,1
0.012000,-269.242981,-73.043777,2777.744629,24.692188,6.742508,-11.790251,1
0.025000,-269.241577,-73.044678,2777.738037,24.723009,6.782783,-11.780905,1
0.037000,-269.240540,-73.044930,2777.732910,24.745985,6.724199,-11.771294,1
0.049000,-269.242432,-73.044472,2777.751709,24.658195,6.700236,-11.802475,1
0.062000,-269.239685,-73.041611,2777.746826,24.656527,6.839380,-11.798449,1
0.074000,-269.232178,-73.042908,2777.758789,24.615030,6.781757,-11.807487,1
0.087000,-269.230408,-73.042496,2777.760254,24.633696,6.678176,-11.803682,1
0.099000,-269.225708,-73.048447,2777.750000,24.689123,6.694662,-11.799164,1
0.112000,-269.230316,-73.043602,2777.739014,24.597233,6.723705,-11.818629,1
0.124000,-269.226562,-73.040756,2777.749268,24.684179,6.777456,-11.794387,1
0.137000,-269.232147,-73.046623,2777.769043,24.661880,6.673703,-11.803073,1
0.149000,-269.230988,-73.046021,2777.745605,24.702450,6.749818,-11.787515,1
0.162000,-269.228882,-73.043213,2777.739258,24.653950,6.676718,-11.809270,1
0.174000,-269.226624,-73.046288,2777.721191,24.721987,6.714307,-11.786479,1
0.187000,-269.233582,-73.040962,2777.749023,24.651323,6.690812,-11.808951,1
0.199000,-269.230408,-73.040428,2777.720215,24.607405,6.685755,-11.807276,1
0.212000,-269.238922,-73.040291,2777.753418,24.677750,6.727176,-11.790287,1
0.224000,-269.236755,-73.042587,2777.748535,24.627968,6.656008,-11.808910,1
0.237000,-269.239014,-73.042641,2777.740234,24.719790,6.775298,-11.782969,1
0.249000,-269.234894,-73.043449,2777.733398,24.687910,6.759270,-11.789952,1
0.262000,-269.237885,-73.042175,2777.747314,24.630051,6.666934,-11.819561,1
0.274000,-269.240295,-73.042526,2777.741943,24.633545,6.656113,-11.815447,1
0.287000,-269.238159,-73.042282,2777.750000,24.653852,6.712523,-11.799811,1
0.299000,-269.232513,-73.041924,2777.740967,24.670000,6.627691,-11.808359,1
0.312000,-269.230530,-73.044548,2777.729736,24.638439,6.695792,-11.802379,1
0.324000,-269.232239,-73.040466,2777.761230,24.677593,6.663180,-11.794566,1
0.337000,-269.221710,-73.041069,2777.721680,24.693825,6.731279,-11.794795,1
0.349000,-269.220978,-73.042725,2777.745850,24.628866,6.752866,-11.801719,1
0.362000,-269.227783,-73.044098,2777.754639,24.624393,6.703704,-11.819415,1
0.374000,-269.225098,-73.045937,2777.758789,24.686239,6.774122,-11.787514,1
0.387000,-269.227417,-73.045685,2777.746094,24.641550,6.749165,-11.795731,1
0.399000,-269.231384,-73.045853,2777.757324,24.726038,6.791124,-11.781266,1
0.412000,-269.234741,-73.048340,2777.754150,24.719910,6.688354,-11.796627,1
0.424000,-269.235748,-73.046127,2777.744141,24.614027,6.677482,-11.815948,1
0.437000,-269.240173,-73.047180,2777.769043,24.661528,6.689831,-11.802876,1
0.449000,-269.242523,-73.044739,2777.751221,24.669296,6.777987,-11.798280,1
0.462000,-269.238068,-73.044525,2777.715576,24.543758,6.649314,-11.827136,1
0.474000,-269.238831,-73.049049,2777.739746,24.641937,6.844952,-11.792091,1
0.487000,-269.229584,-73.047180,2777.738525,24.753271,6.746736,-11.787325,1
0.499000,-269.231140,-73.043411,2777.756836,24.690565,6.725060,-11.792585,1
0.512000,-269.229187,-73.045074,2777.744141,24.676197,6.797900,-11.793667,1
0.524000,-269.226532,-73.045036,2777.766846,24.632048,6.661574,-11.809112,1
0.537000,-269.222626,-73.046974,2777.749268,24.688349,6.716617,-11.790874,1
0.549000,-269.224426,-73.047867,2777.759521,24.714087,6.752575,-11.785248,1
0.562000,-269.224792,-73.049393,2777.764404,24.627375,6.762049,-11.799226,1
0.574000,-269.227875,-73.048691,2777.755127,24.657801,6.725576,-11.799388,1
0.587000,-269.232758,-73.049988,2777.754395,24.626209,6.725061,-11.809522,1
0.599000,-269.239319,-73.051094,2777.750732,24.649849,6.741220,-11.804554,1
0.612000,-269.242096,-73.050858,2777.759277,24.756142,6.710570,-11.791148,1
0.624000,-269.238129,-73.044388,2777.761719,24.634726,6.792712,-11.804056,1
0.637000,-269.245789,-73.049828,2777.760986,24.673292,6.687653,-11.800109,1
0.649000,-269.238708,-73.046143,2777.739258,24.597729,6.700355,-11.814694,1
0.662000,-269.240540,-73.050072,2777.755371,24.656891,6.731072,-11.798527,1
0.674000,-269.232269,-73.048630,2777.741943,24.672159,6.652565,-11.808053,1
0.687000,-269.233643,-73.043137,2777.759766,24.686005,6.725880,-11.797546,1
0.699000,-269.232178,-73.047745,2777.752441,24.602875,6.786617,-11.811978,1
0.712000,-269.234497,-73.045593,2777.772461,24.668514,6.737904,-11.802966,1
0.724000,-269.230011,-73.047363,2777.771240,24.705191,6.770074,-11.779755,1
0.737000,-269.224823,-73.045052,2777.741699,24.598452,6.756494,-11.811146,1
0.749000,-269.227722,-73.046936,2777.741943,24.711857,6.706974,-11.789419,1
0.762000,-269.229980,-73.046120,2777.760010,24.680765,6.733294,-11.799033,1
0.775000,-269.235229,-73.048027,2777.753174,24.681265,6.715626,-11.791203,1
0.787000,-269.236206,-73.047836,2777.763916,24.654289,6.742581,-11.804648,1
0.800000,-269.241852,-73.048584,2777.761475,24.670630,6.681612,-11.797851,1
0.812000,-269.239471,-73.046051,2777.755127,24.651567,6.774312,-11.802239,1
0.825000,-269.241119,-73.049927,2777.735352,24.721264,6.739722,-11.791816,1
0.837000,-269.235229,-73.048897,2777.744385,24.713430,6.749964,-11.786933,1
0.850000,-269.238678,-73.047401,2777.745361,24.757294,6.672328,-11.782269,1
0.862000,-269.234222,-73.042168,2777.736084,24.626665,6.700542,-11.810351,1
0.875000,-269.235291,-73.048988,2777.751709,24.644434,6.769268,-11.798865,1
0.887000,-269.233307,-73.050049,2777.758789,24.642963,6.726230,-11.801589,1
0.900000,-269.234406,-73.047211,2777.743408,24.660816,6.705400,-11.802087,1
0.912000,-269.230255,-73.048378,2777.739258,24.637806,6.709225,-11.807586,1
0.925000,-269.230469,-73.047409,2777.758301,24.648903,6.750600,-11.801312,1
0.937000,-269.227325,-73.044952,2777.740967,24.651833,6.706648,-11.793473,1
0.950000,-269.231537,-73.046661,2777.752686,24.676781,6.759361,-11.803673,1
0.962000,-269.232605,-73.050865,2777.745605,24.627266,6.858690,-11.808732,1
0.975000,-269.232086,-73.053635,2777.748779,24.682976,6.634580,-11.807491,1
0.987000,-269.230591,-73.046326,2777.751709,24.726521,6.751757,-11.785883,1
1.000000,-269.235657,-73.042862,2777.752441,24.655085,6.737935,-11.803678,1
1.012000,-269.236023,-73.048088,2777.747803,24.661598,6.718484,-11.803667,1
1.025000,-269.235535,-73.048401,2777.755127,24.678822,6.732079,-11.803286,1
1.037000,-269.239197,-73.049026,2777.760986,24.660118,6.822191,-11.792683,1
1.050000,-269.235352,-73.050072,2777.757324,24.680799,6.686046,-11.793043,1
1.062000,-269.235962,-73.048203,2777.750977,24.602821,6.703654,-11.818042,1
1.075000,-269.235992,-73.045410,2777.736084,24.674795,6.699378,-11.797066,1
1.087000,-269.235626,-73.044441,2777.760254,24.685814,6.667726,-11.804837,1
1.100000,-269.232544,-73.046043,2777.739502,24.605221,6.704185,-11.824348,1
1.112000,-269.237671,-73.047791,2777.736328,24.704353,6.813749,-11.787844,1
1.125000,-269.233093,-73.046295,2777.770020,24.635843,6.789911,-11.797245,1
1.137000,-269.229614,-73.051125,2777.760742,24.592352,6.768457,-11.811724,1
1.150000,-269.230225,-73.047165,2777.728516,24.684334,6.658440,-11.791229,1
1.162000,-269.230530,-73.049263,2777.754395,24.660648,6.772750,-11.790357,1
1.175000,-269.234070,-73.050812,2777.741211,24.720779,6.789105,-11.789106,1
1.187000,-269.235596,-73.049362,2777.742920,24.617109,6.766799,-11.808504,1
1.200000,-269.235443,-73.048668,2777.740967,24.736868,6.789296,-11.772492,1
1.212000,-269.234772,-73.050133,2777.755371,24.713154,6.766835,-11.785075,1
1.225000,-269.233948,-73.045799,2777.735107,24.610147,6.702140,-11.810420,1
1.237000,-269.235382,-73.048500,2777.750732,24.674397,6.748766,-11.788548,1
1.250000,-269.234314,-73.048027,2777.739990,24.611725,6.671497,-11.816038,1
1.262000,-269.235046,-73.046158,2777.770752,24.662746,6.669392,-11.803914,1
1.275000,-269.231659,-73.045921,2777.730469,24.676710,6.727985,-11.793341,1
1.287000,-269.235565,-73.050575,2777.755371,24.668070,6.731612,-11.791187,1
1.300000,-269.238953,-73.049568,2777.744141,24.624655,6.718090,-11.808863,1
1.312000,-269.236176,-73.049927,2777.746582,24.689529,6.689617,-11.795300,1
1.325000,-269.234680,-73.051414,2777.756348,24.585899,6.672344,-11.814821,1
1.337000,-269.233063,-73.045959,2777.733643,24.670732,6.684131,-11.799215,1
1.350000,-269.237091,-73.049522,2777.744629,24.730127,6.758334,-11.771931,1
1.362000,-269.233124,-73.047234,2777.748779,24.723896,6.752557,-11.785926,1
1.375000,-269.232513,-73.046463,2777.751465,24.647476,6.732831,-11.808042,1
1.387000,-269.234161,-73.044968,2777.737549,24.655237,6.727531,-11.799594,1
1.400000,-269.233276,-73.050896,2777.756348,24.675655,6.700899,-11.798412,1
1.412000,-269.236267,-73.052223,2777.765381,24.651127,6.760143,-11.799485,1
1.425000,-269.235260,-73.050461,2777.740723,24.687662,6.768545,-11.790481,1
1.437000,-269.237762,-73.048630,2777.760742,24.709339,6.720639,-11.793757,1
1.450000,-269.231628,-73.049294,2777.741211,24.612286,6.741864,-11.811249,1
1.462000,-269.235016,-73.047691,2777.727539,24.650982,6.696752,-11.804208,1
1.475000,-269.238586,-73.046333,2777.746338,24.705137,6.709915,-11.780663,1
1.487000,-269.236633,-73.047905,2777.751465,24.660074,6.731720,-11.800158,1
1.500000,-269.239929,-73.047935,2777.745361,24.670864,6.741881,-11.798993,1
1.512000,-269.236542,-73.048683,2777.731689,24.659079,6.691113,-11.798298,1
1.525000,-269.234711,-73.046928,2777.746094,24.741289,6.769003,-11.778389,1
1.537000,-269.234558,-73.048386,2777.733154,24.743277,6.762588,-11.780174,1
1.550000,-269.234741,-73.049660,2777.766602,24.521185,6.695510,-11.834168,1
1.562000,-269.236725,-73.050438,2777.755371,24.669849,6.710370,-11.795767,1
1.575000,-269.230713,-73.049217,2777.732178,24.649307,6.710949,-11.801738,1
1.587000,-269.231354,-73.052116,2777.740967,24.690353,6.727386,-11.797242,1
1.600000,-269.231964,-73.049957,2777.749268,24.690710,6.699421,-11.795457,1
1.612000,-269.232056,-73.047394,2777.743652,24.655645,6.714670,-11.798359,1
1.625000,-269.236694,-73.052368,2777.767578,24.692188,6.756030,-11.787572,1
1.637000,-269.234711,-73.053627,2777.744629,24.590208,6.683950,-11.818224,1
1.650000,-269.239838,-73.047203,2777.757324,24.643618,6.721124,-11.796324,1
1.662000,-269.235016,-73.051117,2777.743652,24.650183,6.854965,-11.799166,1
1.675000,-269.240356,-73.046211,2777.758057,24.693665,6.632563,-11.807491,1
1.687000,-269.235931,-73.048515,2777.742432,24.628597,6.709062,-11.812707,1
1.700000,-269.238586,-73.049683,2777.760010,24.656397,6.800630,-11.794230,1
1.712000,-269.236938,-73.049713,2777.751953,24.641521,6.781782,-11.810105,1
1.725000,-269.234283,-73.052925,2777.742188,24.591951,6.777357,-11.818566,1
1.737000,-269.236694,-73.047493,2777.750977,24.625420,6.767516,-11.814233,1
1.750000,-269.235718,-73.048775,2777.753174,24.581762,6.727378,-11.818926,1
1.762000,-269.230621,-73.051003,2777.754395,24.677589,6.733675,-11.799385,1
1.775000,-269.230957,-73.048630,2777.736816,24.583340,6.801233,-11.814732,1
1.787000,-269.235168,-73.046883,2777.760742,24.696409,6.714408,-11.797964,1
1.800000,-269.238495,-73.047501,2777.750488,24.727800,6.784044,-11.771216,1
1.812000,-269.234772,-73.049660,2777.722900,24.601564,6.671035,-11.809585,1
1.825000,-269.236633,-73.048393,2777.730713,24.693560,6.687684,-11.802704,1
1.837000,-269.234650,-73.053139,2777.740723,24.616865,6.697621,-11.816335,1
1.850000,-269.235596,-73.050346,2777.759277,24.669746,6.769588,-11.797735,1
1.862000,-269.242737,-73.050362,2777.762695,24.673733,6.790216,-11.788680,1
1.875000,-269.237152,-73.048851,2777.743652,24.671757,6.739872,-11.799589,1
1.887000,-269.238678,-73.052238,2777.754395,24.567541,6.710977,-11.823572,1
1.900000,-269.234222,-73.047852,2777.744141,24.715410,6.726267,-11.790165,1
1.912000,-269.235687,-73.048515,2777.738770,24.655905,6.700698,-11.799537,1
1.925000,-269.240265,-73.053734,2777.771484,24.683695,6.687604,-11.800536,1
1.937000,-269.236298,-73.053558,2777.758301,24.656927,6.730075,-11.803658,1
1.950000,-269.239471,-73.051689,2777.755371,24.674164,6.746254,-11.795501,1
1.962000,-269.237213,-73.052559,2777.740723,24.651754,6.730257,-11.798628,1
1.975000,-269.230835,-73.048843,2777.724854,24.644457,6.705129,-11.798452,1
1.987000,-269.234222,-73.051521,2777.748535,24.760546,6.721246,-11.773989,1
2.000000,-269.237213,-73.046333,2777.755859,24.707537,6.715991,-11.789599,1
2.012000,-269.237701,-73.053467,2777.765137,24.731590,6.770658,-11.777851,1
2.025000,-269.238281,-73.051529,2777.752686,24.670500,6.757225,-11.792383,1
2.037000,-269.231659,-73.052536,2777.740723,24.643970,6.757713,-11.802773,1
2.050000,-269.234589,-73.049530,2777.731201,24.663099,6.798542,-11.790394,1
2.062000,-269.235779,-73.048347,2777.736816,24.716530,6.788743,-11.778878,1
2.075000,-269.237061,-73.049782,2777.731445,24.679396,6.652788,-11.803617,1
2.087000,-269.240051,-73.051910,2777.760986,24.740114,6.706026,-11.778720,1
2.100000,-269.237427,-73.048882,2777.753418,24.757257,6.702843,-11.779226,1
2.112000,-269.240417,-73.051514,2777.764404,24.661020,6.717875,-11.795306,1
2.125000,-269.235809,-73.047745,2777.755859,24.613173,6.710831,-11.805586,1
2.137000,-269.239502,-73.047264,2777.756104,24.694677,6.663766,-11.792418,1
2.150000,-269.230255,-73.048409,2777.728027,24.695192,6.621145,-11.801924,1
2.162000,-269.234070,-73.048241,2777.713379,24.690590,6.741600,-11.790627,1
2.175000,-269.233948,-73.052895,2777.729736,24.654272,6.825876,-11.797628,1
2.187000,-269.233521,-73.052666,2777.730713,24.622095,6.668834,-11.822558,1
2.200000,-269.234558,-73.047981,2777.743896,24.700804,6.665543,-11.787545,1
2.212000,-269.234406,-73.048912,2777.722412,24.687590,6.638777,-11.804921,1
2.225000,-269.238739,-73.051674,2777.753662,24.687468,6.862849,-11.783060,1
2.237000,-269.240112,-73.051003,2777.751465,24.651405,6.750118,-11.806754,1
2.250000,-269.237457,-73.048485,2777.735352,24.623257,6.739076,-11.799148,1
2.262000,-269.237762,-73.052811,2777.752197,24.684591,6.647083,-11.798606,1
2.275000,-269.236206,-73.051682,2777.752686,24.644882,6.679097,-11.797099,1
2.287000,-269.240540,-73.049477,2777.745117,24.717722,6.670588,-11.795080,1
2.300000,-269.238708,-73.043732,2777.745117,24.680723,6.797530,-11.789014,1
2.312000,-269.236603,-73.047607,2777.746826,24.675737,6.701778,-11.790374,1
2.325000,-269.235016,-73.047325,2777.715332,24.587202,6.675792,-11.819057,1
2.337000,-269.234131,-73.049980,2777.750244,24.651978,6.614422,-11.811852,1
2.350000,-269.234741,-73.050209,2777.765625,24.657513,6.722100,-11.799120,1
2.362000,-269.235474,-73.052467,2777.755371,24.732695,6.719774,-11.784717,1
2.375000,-269.234924,-73.047852,2777.740234,24.686235,6.796350,-11.785216,1
2.387000,-269.233429,-73.050316,2777.758057,24.703287,6.770508,-11.776241,1
2.400000,-269.234344,-73.048439,2777.749268,24.618332,6.733298,-11.814193,1
2.412000,-269.236694,-73.046593,2777.766602,24.702120,6.751554,-11.789591,1
2.425000,-269.237061,-73.050354,2777.741455,24.662539,6.629402,-11.805959,1
2.437000,-269.236115,-73.051857,2777.740234,24.653084,6.712891,-11.805619,1
2.450000,-269.235321,-73.047867,2777.740723,24.757658,6.693954,-11.776311,1
2.462000,-269.237061,-73.046181,2777.754395,24.671246,6.696583,-11.795989,1
2.475000,-269.238617,-73.052391,2777.758301,24.630775,6.716326,-11.815522,1
2.487000,-269.236237,-73.051132,2777.758545,24.659765,6.691775,-11.803131,1
2.500000,-269.234314,-73.046478,2777.763184,24.625481,6.744450,-11.810090,1
2.512000,-269.235291,-73.046867,2777.763428,24.688883,6.750884,-11.790311,1
2.525000,-269.235474,-73.049530,2777.753906,24.672203,6.740886,-11.789486,1
2.537000,-269.237366,-73.045868,2777.764160,24.662540,6.666732,-11.806482,1
2.550000,-269.234497,-73.048409,2777.732666,24.708233,6.767447,-11.774874,1
2.562000,-269.235016,-73.046837,2777.749268,24.680405,6.755996,-11.787226,1
2.575000,-269.234039,-73.047676,2777.742676,24.660677,6.727192,-11.802639,1
2.587000,-269.235382,-73.050255,2777.755371,24.727558,6.703290,-11.791263,1
2.600000,-269.236938,-73.052666,2777.754639,24.629902,6.734812,-11.807367,1
2.612000,-269.240814,-73.046974,2777.768066,24.728031,6.722353,-11.781245,1
2.625000,-269.234222,-73.046898,2777.757568,24.670710,6.798018,-11.795622,1
2.637000,-269.236145,-73.046494,2777.738037,24.648481,6.655736,-11.805607,1
2.650000,-269.238159,-73.050095,2777.743896,24.629913,6.652462,-11.816829,1
2.662000,-269.237579,-73.049110,2777.764893,24.670370,6.826959,-11.789104,1
2.675000,-269.234436,-73.049072,2777.748047,24.689795,6.736223,-11.789377,1
2.687000,-269.233948,-73.048065,2777.757080,24.684776,6.741170,-11.799478,1
2.700000,-269.239563,-73.049522,2777.751953,24.712952,6.720669,-11.786343,1
2.712000,-269.235840,-73.049690,2777.749512,24.640980,6.672316,-11.806946,1
2.725000,-269.233490,-73.050232,2777.744141,24.633749,6.669190,-11.814258,1
2.737000,-269.232452,-73.047668,2777.730225,24.693682,6.756523,-11.785623,1
2.750000,-269.237762,-73.043610,2777.761963,24.720318,6.644137,-11.796374,1
2.762000,-269.233398,-73.047241,2777.733887,24.606524,6.676559,-11.816949,1
2.775000,-269.234863,-73.044624,2777.745605,24.688534,6.779879,-11.796204,1
2.787000,-269.229736,-73.047081,2777.737305,24.611399,6.671627,-11.821125,1
2.800000,-269.239807,-73.047737,2777.757324,24.669090,6.763137,-11.791666,1
2.812000,-269.233276,-73.051285,2777.744141,24.734163,6.851222,-11.764828,1
2.825000,-269.237701,-73.047943,2777.776367,24.703289,6.745130,-11.787163,1
2.837000,-269.233063,-73.044724,2777.746338,24.700741,6.691755,-11.787693,1
2.850000,-269.235077,-73.046631,2777.758789,24.632324,6.673495,-11.809295,1
2.862000,-269.239075,-73.045456,2777.769531,24.661291,6.706747,-11.797528,1
2.875000,-269.240662,-73.048714,2777.740723,24.609316,6.725687,-11.813906,1
2.887000,-269.236694,-73.047157,2777.759766,24.647493,6.762673,-11.804833,1
2.900000,-269.236816,-73.048973,2777.749268,24.651854,6.689664,-11.810636,1
2.912000,-269.235046,-73.052170,2777.739258,24.658714,6.727359,-11.798473,1
2.925000,-269.237122,-73.048706,2777.744629,24.612432,6.727807,-11.803906,1
2.937000,-269.237732,-73.044022,2777.761475,24.723446,6.652963,-11.791784,1
2.950000,-269.237793,-73.048355,2777.745605,24.662703,6.601992,-11.800000,1
2.962000,-269.237457,-73.050430,2777.749756,24.722546,6.666949,-11.781352,1
2.975000,-269.239166,-73.049797,2777.759521,24.675789,6.659679,-11.804272,1
2.987000,-269.236481,-73.046135,2777.759033,24.722488,6.741426,-11.787901,1
3.000000,-269.237793,-73.049950,2777.768066,24.620941,6.741324,-11.802970,1
3.012000,-269.234497,-73.049553,2777.729004,24.683611,6.729572,-11.788394,1
3.025000,-269.236389,-73.046478,2777.743652,24.686064,6.758051,-11.787624,1
3.037000,-269.241089,-73.050301,2777.770752,24.653799,6.688184,-11.807970,1
3.050000,-269.237122,-73.049911,2777.751953,24.623877,6.708572,-11.808328,1
3.062000,-269.237732,-73.046440,2777.737305,24.628357,6.809682,-11.798332,1
3.075000,-269.237183,-73.050285,2777.732666,24.668653,6.688615,-11.793920,1
3.087000,-269.236725,-73.047829,2777.739258,24.660818,6.760162,-11.794185,1
3.100000,-269.238251,-73.047920,2777.761475,24.757084,6.694423,-11.779780,1
3.112000,-269.236938,-73.047493,2777.741699,24.593630,6.740260,-11.819515,1
3.125000,-269.237732,-73.048889,2777.748779,24.691990,6.733876,-11.796970,1
3.137000,-269.239319,-73.052818,2777.758545,24.684057,6.696301,-11.797610,1
3.150000,-269.238190,-73.050507,2777.754395,24.640282,6.777719,-11.805188,1
3.162000,-269.237213,-73.044296,2777.736084,24.724785,6.699346,-11.788161,1
3.175000,-269.239227,-73.050117,2777.755371,24.738123,6.677396,-11.782448,1
3.187000,-269.231903,-73.050018,2777.756104,24.697641,6.777188,-11.784348,1
3.200000,-269.240082,-73.046341,2777.757568,24.665495,6.718900,-11.796642,1
3.212000,-269.238647,-73.049835,2777.772705,24.722616,6.688836,-11.789071,1
3.225000,-269.236572,-73.049217,2777.759033,24.718426,6.659094,-11.792488,1
3.237000,-269.238281,-73.048576,2777.766357,24.565584,6.680980,-11.823303,1
3.250000,-269.240784,-73.048584,2777.755615,24.684626,6.666318,-11.799968,1
3.262000,-269.240784,-73.049377,2777.746338,24.646761,6.707581,-11.812233,1
3.275000,-269.242401,-73.049774,2777.760986,24.694517,6.797165,-11.792689,1
3.287000,-269.243805,-73.047607,2777.755859,24.647335,6.640862,-11.813000,1
3.300000,-269.241699,-73.046402,2777.731934,24.607309,6.662008,-11.820819,1
3.312000,-269.238678,-73.048531,2777.763428,24.674236,6.703399,-11.791055,1
