,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,0,0,0,0,0,0,0
0.012000,0,0,0,0,0,0,0
0.025000,0,0,0,0,0,0,0
0.037000,0,0,0,0,0,0,0
0.050000,-183.846481,-152.693863,2576.530273,18.495119,22.814287,-8.960511,1
0.062000,-183.852783,-152.695663,2576.556152,18.373653,22.800787,-8.997014,1
0.075000,-183.858459,-152.694046,2576.550781,18.481182,22.809391,-8.962420,1
0.087000,-183.862915,-152.697205,2576.562988,18.483215,22.813931,-8.958703,1
0.100000,-183.864212,-152.693634,2576.559570,18.394129,22.815495,-8.993083,1
0.112000,-183.863113,-152.694412,2576.560059,18.443600,22.787210,-8.978721,1
0.125000,-183.857315,-152.690796,2576.522461,18.436394,22.845589,-8.971841,1
0.137000,-183.858887,-152.690536,2576.521484,18.487206,22.819756,-8.955569,1
0.150000,-183.855087,-152.692474,2576.548340,18.471476,22.766630,-8.971192,1
0.162000,-183.850525,-152.692871,2576.532715,18.385445,22.807613,-8.985028,1
0.175000,-183.847214,-152.693130,2576.530273,18.405148,22.795755,-8.981688,1
0.187000,-183.846268,-152.694687,2576.543701,18.415335,22.782116,-8.978693,1
0.200000,-183.843597,-152.692703,2576.541504,18.402887,22.811644,-8.988140,1
0.212000,-183.842606,-152.689224,2576.547363,18.446135,22.852633,-8.966583,1
0.225000,-183.842133,-152.695145,2576.538574,18.416155,22.818581,-8.986977,1
0.237000,-183.843170,-152.693069,2576.540527,18.433353,22.870943,-8.976888,1
0.250000,-183.848602,-152.694214,2576.549805,18.408869,22.845766,-8.984114,1
0.262000,-183.851135,-152.700317,2576.548340,18.348345,22.834600,-8.996124,1
0.275000,-183.849091,-152.696991,2576.554932,18.474234,22.801937,-8.971455,1
0.287000,-183.853363,-152.695450,2576.548096,18.430368,22.834366,-8.983206,1
0.300000,-183.855667,-152.694839,2576.564209,18.465996,22.769794,-8.972517,1
0.312000,-183.856796,-152.692673,2576.541992,18.465618,22.833582,-8.961348,1
0.325000,-183.854782,-152.695587,2576.541504,18.465410,22.874950,-8.966132,1
0.337000,-183.855988,-152.691071,2576.534668,18.424068,22.831161,-8.967539,1
0.350000,-183.855850,-152.695389,2576.547119,18.383217,22.843586,-8.992168,1
0.362000,-183.855240,-152.693146,2576.528320,18.465862,22.775728,-8.961701,1
0.375000,-183.849579,-152.694046,2576.532471,18.425714,22.748968,-8.987438,1
0.387000,-183.846939,-152.691940,2576.527344,18.408117,22.752243,-8.989497,1
0.400000,-183.845947,-152.697678,2576.528564,18.438787,22.809196,-8.976512,1
0.412000,-183.843719,-152.692871,2576.524902,18.524809,22.841206,-8.946895,1
0.425000,-183.847748,-152.698776,2576.568848,18.458118,22.806328,-8.975525,1
0.437000,-183.841705,-152.698044,2576.531982,18.413774,22.840231,-8.984753,1
0.450000,-183.842819,-152.697098,2576.542236,18.464102,22.834225,-8.964233,1
0.462000,-183.847412,-152.700897,2576.556885,18.378582,22.798464,-9.002037,1
0.475000,-183.850693,-152.697922,2576.566162,18.417431,22.797897,-8.979379,1
0.487000,-183.852707,-152.696518,2576.548096,18.482082,22.840506,-8.955043,1
0.500000,-183.851379,-152.693741,2576.539062,18.427103,22.782225,-8.976850,1
0.512000,-183.853943,-152.698730,2576.558105,18.477386,22.815727,-8.956298,1
0.525000,-183.853973,-152.693481,2576.531494,18.401878,22.861389,-8.996181,1
0.537000,-183.854507,-152.695068,2576.530273,18.414230,22.808981,-8.978909,1
0.550000,-183.855301,-152.696732,2576.527344,18.450453,22.770603,-8.966263,1
0.562000,-183.856644,-152.696335,2576.522217,18.451815,22.812311,-8.976522,1
0.575000,-183.855713,-152.696594,2576.547119,18.379843,22.784698,-8.992495,1
0.587000,-183.849548,-152.697388,2576.526123,18.414265,22.804487,-8.977991,1
0.600000,-183.851517,-152.694916,2576.543945,18.413845,22.784460,-8.980634,1
0.612000,-183.850677,-152.694229,2576.537109,18.494738,22.828133,-8.957067,1
0.625000,-183.846680,-152.698334,2576.551758,18.412071,22.807003,-8.990623,1
0.637000,-183.844193,-152.697174,2576.548096,18.464058,22.798822,-8.964466,1
0.650000,-183.846573,-152.698517,2576.543457,18.439741,22.820553,-8.976295,1
0.662000,-183.848160,-152.697006,2576.542969,18.480606,22.824860,-8.959748,1
0.675000,-183.848633,-152.696152,2576.552002,18.474705,22.798565,-8.964465,1
0.687000,-183.849121,-152.700211,2576.553467,18.406431,22.808483,-8.982840,1
0.700000,-183.849243,-152.699188,2576.535889,18.430824,22.835772,-8.974450,1
0.712000,-183.854004,-152.695389,2576.547363,18.438683,22.815308,-8.977473,1
0.725000,-183.850952,-152.694611,2576.534668,18.341608,22.774031,-9.012512,1
0.737000,-183.853653,-152.695663,2576.522705,18.424097,22.797014,-8.983722,1
0.750000,-183.860260,-152.696335,2576.544434,18.457851,22.830770,-8.974931,1
0.762000,-183.855103,-152.698486,2576.550537,18.410164,22.752356,-8.983153,1
0.775000,-183.857162,-152.697983,2576.519531,18.449991,22.771536,-8.977761,1
0.787000,-183.851944,-152.696533,2576.538574,18.428560,22.848635,-8.973535,1
0.800000,-183.853149,-152.695618,2576.544189,18.407448,22.836950,-8.983692,1
0.812000,-183.851929,-152.698837,2576.552734,18.405312,22.750130,-8.991647,1
0.825000,-183.850601,-152.700699,2576.548584,18.460154,22.815657,-8.969911,1
0.837000,-183.848434,-152.697083,2576.551270,18.409639,22.803562,-8.982630,1
0.850000,-183.847412,-152.697952,2576.544678,18.402464,22.819086,-8.992790,1
0.862000,-183.845276,-152.698074,2576.537842,18.486969,22.804001,-8.946067,1
0.875000,-183.844406,-152.697174,2576.550537,18.435549,22.797615,-8.987868,1
0.887000,-183.843491,-152.698730,2576.541748,18.399984,22.783564,-8.990376,1
0.900000,-183.846634,-152.697739,2576.539062,18.395679,22.834829,-8.988584,1
0.912000,-183.850037,-152.697388,2576.558105,18.431147,22.826807,-8.978955,1
0.925000,-183.851852,-152.697830,2576.536865,18.419041,22.764317,-8.988297,1
0.937000,-183.852463,-152.696976,2576.519531,18.513763,22.850473,-8.938538,1
0.950000,-183.853256,-152.699982,2576.542969,18.464743,22.746986,-8.972042,1
0.962000,-183.855942,-152.694580,2576.533936,18.364683,22.846870,-8.999144,1
0.975000,-183.855621,-152.698196,2576.538086,18.394489,22.785360,-8.991381,1
0.987000,-183.855576,-152.700958,2576.542236,18.479628,22.806061,-8.956175,1
1.000000,-183.856537,-152.699081,2576.551270,18.355742,22.761528,-9.002477,1
1.012000,-183.853775,-152.703369,2576.558838,18.392830,22.846169,-8.999102,1
1.025000,-183.848709,-152.699799,2576.536377,18.396578,22.834093,-8.990850,1
1.037000,-183.848724,-152.702087,2576.550781,18.390230,22.811584,-8.993193,1
1.050000,-183.843597,-152.699005,2576.552246,18.433018,22.812677,-8.978389,1
1.062000,-183.842834,-152.698059,2576.543945,18.451675,22.845633,-8.970801,1
1.075000,-183.844696,-152.700027,2576.543213,18.442322,22.798830,-8.969239,1
1.087000,-183.843643,-152.701401,2576.541992,18.429729,22.781651,-8.979652,1
1.100000,-183.844681,-152.694443,2576.527100,18.429031,22.765110,-8.984713,1
1.112000,-183.844955,-152.700714,2576.531738,18.372400,22.805065,-9.011040,1
1.125000,-183.851913,-152.701813,2576.537598,18.395746,22.910727,-8.987964,1
1.137000,-183.854294,-152.702286,2576.555420,18.458231,22.814436,-8.964248,1
1.150000,-183.854660,-152.701187,2576.566895,18.454206,22.802496,-8.970987,1
1.162000,-183.855026,-152.696838,2576.534180,18.431606,22.836990,-8.976553,1
1.175000,-183.856659,-152.700546,2576.541504,18.471066,22.879082,-8.962423,1
1.187000,-183.856201,-152.700180,2576.537598,18.401413,22.827581,-8.983017,1
1.200000,-183.851959,-152.700104,2576.546875,18.453726,22.811659,-8.962816,1
