,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,-23.760427,-279.510376,2913.274414,15.554403,23.289053,-8.961401,1
0.012000,-23.767914,-279.512482,2913.305664,15.597201,23.279526,-8.945832,1
0.025000,-23.779072,-279.513123,2913.280273,15.611875,23.303854,-8.944442,1
0.037000,0,0,0,0,0,0,0
0.049000,-23.786732,-279.519135,2913.265137,15.655448,23.293879,-8.920728,1
0.062000,-23.788555,-279.520325,2913.296143,15.631426,23.424522,-8.930924,1
0.074000,-23.789766,-279.518372,2913.274414,15.624550,23.340290,-8.937428,1
0.087000,-23.777510,-279.521667,2913.297119,15.527742,23.215012,-8.967497,1
0.099000,-23.769735,-279.526733,2913.318848,15.532947,23.278942,-8.974318,1
0.112000,-23.765619,-279.529694,2913.314697,15.667957,23.221380,-8.919172,1
0.124000,-23.760429,-279.527893,2913.302979,15.583611,23.334099,-8.948180,1
0.137000,-23.755362,-279.531647,2913.323486,15.530030,23.269436,-8.970031,1
0.149000,-23.753439,-279.526886,2913.278076,15.648536,23.205343,-8.934804,1
0.162000,-23.757290,-279.530121,2913.288330,15.572126,23.272120,-8.963464,1
0.174000,-23.762758,-279.530457,2913.258301,15.470658,23.344395,-8.979534,1
0.187000,-23.769598,-279.531647,2913.285889,15.694571,23.332930,-8.910981,1
0.199000,-23.770321,-279.531006,2913.284424,15.673358,23.296326,-8.915623,1
0.212000,-23.778214,-279.534882,2913.291992,15.643715,23.260389,-8.936769,1
0.224000,-23.783169,-279.535187,2913.287354,15.525710,23.292212,-8.972139,1
0.237000,-23.779240,-279.533173,2913.269531,15.620371,23.314608,-8.934237,1
0.249000,-23.782328,-279.540436,2913.302734,15.592453,23.330996,-8.943902,1
0.262000,-23.774864,-279.536133,2913.270508,15.587452,23.309694,-8.948146,1
0.274000,-23.772514,-279.541473,2913.307129,15.531647,23.219988,-8.969500,1
0.287000,-23.775812,-279.539032,2913.280762,15.580374,23.344864,-8.949615,1
0.299000,-23.773352,-279.541840,2913.301514,15.489105,23.278070,-8.983549,1
0.325000,-23.769024,-279.542480,2913.317383,15.563952,23.328455,-8.955470,1
0.337000,-23.765965,-279.540741,2913.280273,15.532853,23.226612,-8.973621,1
0.350000,-23.767773,-279.542938,2913.285156,15.589490,23.313154,-8.936805,1
0.362000,-23.764126,-279.544098,2913.267090,15.618316,23.308645,-8.944596,1
0.375000,-23.765779,-279.546570,2913.293701,15.589934,23.220472,-8.949989,1
0.387000,-23.767675,-279.540741,2913.281982,15.609481,23.269930,-8.941146,1
