,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,113.853180,-98.084732,2399.732178,-21.142475,19.111898,-30.208582,1
0.012000,113.868523,-98.088989,2399.716309,-21.104778,19.142075,-30.200788,1
0.025000,113.879356,-98.088623,2399.711182,-21.157976,19.143669,-30.222303,1
0.037000,113.892807,-98.089096,2399.712646,-21.174677,19.091032,-30.215555,1
0.050000,113.906281,-98.083809,2399.699951,-21.095402,19.128803,-30.209206,1
0.062000,113.908211,-98.083382,2399.702637,-21.103010,19.138271,-30.209377,1
0.075000,113.902939,-98.082199,2399.712891,-21.179369,19.092802,-30.219103,1
0.087000,113.899628,-98.082535,2399.692871,-21.123940,19.104355,-30.202021,1
0.100000,113.888939,-98.083351,2399.698975,-21.146307,19.116123,-30.213970,1
0.112000,113.869957,-98.085503,2399.697754,-21.164396,19.100790,-30.211651,1
0.125000,113.853226,-98.085396,2399.695801,-21.165779,19.121662,-30.223970,1
0.137000,113.836800,-98.087204,2399.689697,-21.168711,19.111044,-30.217659,1
0.150000,113.828094,-98.090042,2399.707275,-21.147770,19.042538,-30.195074,1
0.162000,113.823509,-98.088120,2399.694580,-21.165243,19.121447,-30.211737,1
0.175000,113.820480,-98.092003,2399.686523,-21.151621,19.068415,-30.207233,1
0.187000,113.823914,-98.088150,2399.697021,-21.143002,19.118980,-30.218662,1
0.200000,113.837280,-98.089951,2399.700439,-21.185425,19.106216,-30.217440,1
0.212000,113.856880,-98.088783,2399.706299,-21.156759,19.111488,-30.206034,1
0.225000,113.870468,-98.090477,2399.687744,-21.139116,19.112648,-30.202492,1
0.237000,113.884514,-98.088943,2399.686768,-21.134365,19.098137,-30.197523,1
0.250000,113.899406,-98.089783,2399.688477,-21.157324,19.120741,-30.212385,1
0.262000,113.906654,-98.088921,2399.685791,-21.127483,19.107174,-30.205101,1
0.275000,113.908943,-98.091728,2399.675537,-21.155388,19.134817,-30.219568,1
0.287000,113.903931,-98.091446,2399.655273,-21.139498,19.086491,-30.211750,1
0.300000,113.894974,-98.094170,2399.708252,-21.168554,19.144352,-30.219097,1
0.312000,113.879982,-98.094322,2399.713867,-21.216829,19.133991,-30.241138,1
0.325000,113.862610,-98.096069,2399.699463,-21.151997,19.110262,-30.209728,1
0.337000,113.851471,-98.099594,2399.707764,-21.172979,19.151762,-30.222376,1
0.350000,113.836761,-98.096649,2399.693115,-21.173180,19.069586,-30.204391,1
0.362000,113.829346,-98.097855,2399.692139,-21.148699,19.107430,-30.212437,1
0.375000,113.828056,-98.100800,2399.698486,-21.157158,19.099642,-30.211939,1
0.387000,113.830833,-98.099449,2399.697510,-21.132776,19.099016,-30.196655,1
0.400000,113.838371,-98.099854,2399.709961,-21.146269,19.104294,-30.211521,1
0.412000,113.848366,-98.094704,2399.674805,-21.141214,19.126245,-30.213007,1
0.425000,113.864769,-98.099686,2399.689941,-21.168217,19.096952,-30.210600,1
0.437000,113.879456,-98.096542,2399.697754,-21.110796,19.157198,-30.212297,1
0.450000,113.888351,-98.095238,2399.698975,-21.136421,19.121290,-30.214148,1
0.462000,113.895706,-98.096565,2399.686279,-21.156113,19.119297,-30.208708,1
0.475000,113.903427,-98.099991,2399.701416,-21.122297,19.123619,-30.214975,1
0.487000,113.896111,-98.100479,2399.680664,-21.156322,19.126272,-30.225552,1
0.500000,113.894203,-98.096252,2399.683594,-21.120859,19.089544,-30.191650,1
0.512000,113.883339,-98.101357,2399.702637,-21.145815,19.079346,-30.201027,1
0.525000,113.872215,-98.102409,2399.704102,-21.165192,19.149780,-30.224524,1
0.537000,113.856598,-98.102669,2399.690186,-21.153303,19.139557,-30.220934,1
0.550000,113.850075,-98.103638,2399.699951,-21.158884,19.118658,-30.215105,1
0.562000,113.839119,-98.100517,2399.689941,-21.147844,19.137140,-30.210314,1
0.575000,113.838593,-98.101532,2399.696533,-21.148777,19.114435,-30.211227,1
0.587000,113.837692,-98.103073,2399.677002,-21.176685,19.140142,-30.230499,1
