,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,-236.626938,-10.983514,2423.566650,6.426672,22.493383,-10.029174,1
0.012000,-236.632919,-10.982170,2423.586182,6.345883,22.474445,-10.053596,1
0.025000,-236.635635,-10.981407,2423.567871,6.429351,22.515635,-10.018158,1
0.037000,-236.636398,-10.979705,2423.584961,6.321843,22.565130,-10.066407,1
0.050000,-236.643997,-10.980553,2423.596680,6.422459,22.545792,-10.033365,1
0.062000,-236.638901,-10.979182,2423.563721,6.456038,22.499477,-10.016122,1
0.075000,-236.642258,-10.981354,2423.586914,6.420232,22.536009,-10.035367,1
0.087000,-236.640564,-10.978668,2423.585205,6.460218,22.564295,-10.022434,1
0.100000,-236.636322,-10.980524,2423.576172,6.395556,22.565195,-10.038856,1
0.112000,-236.630783,-10.978692,2423.578369,6.424090,22.536882,-10.026187,1
0.124000,-236.628769,-10.976874,2423.584473,6.443947,22.562971,-10.022424,1
0.137000,-236.626709,-10.979416,2423.579346,6.426786,22.560720,-10.022635,1
0.149000,-236.622513,-10.980460,2423.559082,6.446930,22.548838,-10.020783,1
0.162000,-236.620224,-10.982280,2423.564209,6.445422,22.605415,-10.019710,1
0.174000,-236.624542,-10.979050,2423.578369,6.409420,22.572260,-10.029671,1
0.187000,-236.622238,-10.979343,2423.574219,6.346378,22.528111,-10.052575,1
0.199000,-236.625702,-10.978789,2423.575439,6.409146,22.593714,-10.038738,1
0.212000,-236.625519,-10.979125,2423.581787,6.410809,22.491570,-10.024668,1
0.224000,-236.632889,-10.978312,2423.579590,6.456336,22.518301,-10.016331,1
0.237000,-236.637589,-10.978159,2423.588623,6.417102,22.563078,-10.032233,1
0.250000,-236.639038,-10.980186,2423.593750,6.468194,22.582830,-10.007199,1
0.262000,-236.640793,-10.980684,2423.588867,6.445373,22.542334,-10.015520,1
0.275000,-236.639435,-10.977271,2423.575684,6.412101,22.478012,-10.027589,1
0.287000,-236.638062,-10.976252,2423.580322,6.410104,22.563032,-10.034799,1
0.300000,-236.633652,-10.977823,2423.577881,6.394968,22.515200,-10.032420,1
0.312000,-236.635345,-10.975882,2423.576416,6.399682,22.516945,-10.031997,1
0.325000,-236.630875,-10.982902,2423.588135,6.399241,22.534163,-10.039765,1
0.337000,-236.623260,-10.978528,2423.566162,6.480991,22.537510,-10.014176,1
0.350000,-236.625977,-10.978710,2423.569336,6.400702,22.500505,-10.044066,1
0.362000,-236.626205,-10.976019,2423.585693,6.443862,22.515650,-10.024285,1
0.375000,-236.622055,-10.974328,2423.587158,6.467351,22.544168,-10.002503,1
0.387000,-236.623856,-10.974189,2423.576660,6.427509,22.538195,-10.027126,1
0.400000,-236.624496,-10.977712,2423.591797,6.438984,22.528870,-10.016409,1
0.412000,-236.629715,-10.977417,2423.587891,6.459100,22.595261,-10.024177,1
0.425000,-236.629532,-10.977420,2423.579346,6.468598,22.526596,-10.005555,1
0.437000,-236.629242,-10.977529,2423.567627,6.405907,22.517090,-10.036410,1
0.450000,-236.630646,-10.977778,2423.563477,6.360774,22.535959,-10.054140,1
0.462000,-236.636780,-10.975801,2423.589111,6.457881,22.535389,-10.015745,1
0.475000,-236.640350,-10.975378,2423.589844,6.385120,22.526714,-10.044993,1
0.487000,-236.637527,-10.976076,2423.584473,6.490080,22.511351,-9.996397,1
0.500000,-236.635513,-10.975840,2423.596436,6.425065,22.556141,-10.029668,1
0.512000,-236.634033,-10.978079,2423.584717,6.396785,22.529654,-10.035482,1
0.525000,-236.632217,-10.978113,2423.595947,6.461622,22.492599,-10.017036,1
0.537000,-236.632248,-10.977212,2423.579102,6.455332,22.591967,-10.017793,1
0.550000,-236.628098,-10.976255,2423.591064,6.471136,22.581226,-10.015368,1
0.562000,-236.623383,-10.976295,2423.591064,6.392766,22.510714,-10.038464,1
0.575000,-236.626785,-10.978408,2423.572510,6.415762,22.563852,-10.027432,1
0.587000,-236.625885,-10.975864,2423.592285,6.376244,22.554413,-10.042180,1
0.600000,-236.627609,-10.978664,2423.600830,6.347175,22.533205,-10.052173,1
0.612000,-236.626785,-10.977262,2423.579102,6.456881,22.522284,-10.010139,1
0.625000,-236.627701,-10.975815,2423.589600,6.362881,22.582754,-10.057323,1
0.637000,-236.632202,-10.975858,2423.603516,6.461736,22.519424,-10.009122,1
0.650000,-236.630127,-10.974174,2423.562256,6.417920,22.572996,-10.035129,1
0.662000,-236.636978,-10.979375,2423.587158,6.424034,22.615385,-10.034102,1
0.675000,-236.635468,-10.978457,2423.590820,6.437004,22.545141,-10.013834,1
0.687000,-236.633255,-10.974683,2423.579346,6.416511,22.526674,-10.025095,1
0.700000,-236.636368,-10.975981,2423.583740,6.460803,22.565361,-10.016743,1
0.712000,-236.635941,-10.975157,2423.571045,6.431973,22.546406,-10.023774,1
0.725000,-236.634338,-10.975467,2423.576660,6.409555,22.574345,-10.030086,1
0.737000,-236.629379,-10.976540,2423.567139,6.456028,22.535994,-10.011539,1
0.750000,-236.629272,-10.975376,2423.578613,6.346503,22.540705,-10.056804,1
0.762000,-236.628784,-10.976752,2423.566162,6.480213,22.598946,-10.019600,1
0.775000,-236.628326,-10.977847,2423.586670,6.422186,22.527555,-10.027609,1
0.787000,-236.625931,-10.978296,2423.573486,6.403181,22.506937,-10.033321,1
0.800000,-236.626495,-10.979254,2423.591064,6.473581,22.558094,-10.011168,1
0.812000,-236.625610,-10.980360,2423.597412,6.413327,22.522339,-10.031304,1
0.825000,-236.628799,-10.980391,2423.583496,6.461751,22.540720,-10.005801,1
0.837000,-236.627075,-10.976892,2423.585449,6.459962,22.540546,-10.010932,1
0.850000,-236.628769,-10.974993,2423.595215,6.442979,22.563406,-10.028800,1
0.862000,-236.628738,-10.975551,2423.574951,6.448997,22.536541,-10.015596,1
0.875000,-236.638306,-10.977351,2423.603516,6.449263,22.560402,-10.022714,1
0.887000,-236.634689,-10.976796,2423.578369,6.430485,22.555723,-10.025786,1
0.900000,-236.633286,-10.977849,2423.572998,6.405438,22.530876,-10.037553,1
0.912000,-236.637482,-10.978719,2423.577148,6.385412,22.546280,-10.043319,1
0.925000,-236.634460,-10.979100,2423.578857,6.441066,22.602703,-10.023617,1
0.937000,-236.635193,-10.979601,2423.563965,6.439582,22.543150,-10.024276,1
0.950000,-236.632065,-10.974733,2423.581055,6.433005,22.541883,-10.026127,1
0.962000,-236.629837,-10.976493,2423.584473,6.450585,22.547274,-10.013608,1
0.975000,-236.629547,-10.976818,2423.574219,6.430557,22.507940,-10.025230,1
0.987000,-236.626038,-10.977310,2423.580322,6.491749,22.500446,-9.995742,1
1.000000,-236.625534,-10.979257,2423.574219,6.418217,22.527042,-10.025823,1
1.012000,-236.627747,-10.977998,2423.583740,6.395283,22.541590,-10.036428,1
1.025000,-236.626785,-10.977794,2423.569092,6.392071,22.543957,-10.037396,1
1.037000,-236.626266,-10.978835,2423.585693,6.420183,22.542435,-10.029927,1
1.050000,-236.633331,-10.976396,2423.590576,6.442746,22.572975,-10.027639,1
1.062000,-236.631226,-10.979153,2423.582520,6.434427,22.548347,-10.026995,1
1.075000,-236.631805,-10.974891,2423.586670,6.456100,22.557444,-10.014846,1
1.087000,-236.634476,-10.973599,2423.582764,6.412349,22.539146,-10.032947,1
1.100000,-236.637848,-10.976032,2423.585938,6.460825,22.583885,-10.014962,1
1.112000,-236.633331,-10.978019,2423.582520,6.456884,22.517105,-10.014289,1
1.125000,-236.637207,-10.977606,2423.583008,6.434031,22.520962,-10.014240,1
1.137000,-236.638046,-10.977267,2423.582275,6.491107,22.500084,-9.996237,1
1.150000,-236.635162,-10.973265,2423.585449,6.407955,22.556885,-10.027469,1
1.162000,-236.633575,-10.978645,2423.581299,6.401505,22.543568,-10.037871,1
1.175000,-236.631592,-10.977260,2423.572998,6.461681,22.461695,-10.005615,1
1.187000,-236.628311,-10.974294,2423.560303,6.468419,22.571283,-10.014383,1
1.200000,-236.629471,-10.973924,2423.576172,6.441078,22.590395,-10.022654,1
1.212000,-236.628769,-10.980454,2423.590332,6.422351,22.524038,-10.025525,1
1.225000,-236.624268,-10.975645,2423.593018,6.446002,22.479206,-10.010416,1
1.237000,-236.626221,-10.976336,2423.571533,6.465218,22.559460,-10.010676,1
1.250000,-236.628769,-10.978386,2423.578857,6.450152,22.517925,-10.016243,1
1.262000,-236.632935,-10.976491,2423.586426,6.420790,22.592083,-10.033947,1
1.275000,-236.632553,-10.979034,2423.581055,6.446212,22.535629,-10.021102,1
1.287000,-236.635529,-10.976823,2423.589600,6.450904,22.499392,-10.019496,1
1.300000,-236.634308,-10.977833,2423.585938,6.462523,22.530426,-10.012869,1
1.312000,-236.636292,-10.978039,2423.594238,6.436784,22.511541,-10.019622,1
1.325000,-236.633026,-10.976985,2423.569092,6.406031,22.582191,-10.035726,1
1.337000,-236.635681,-10.978203,2423.583984,6.410392,22.586653,-10.032650,1
1.350000,-236.630920,-10.975207,2423.571777,6.437880,22.525934,-10.019815,1
1.362000,-236.634552,-10.975334,2423.585693,6.432556,22.525400,-10.021001,1
1.375000,-236.631683,-10.978280,2423.593262,6.402534,22.592899,-10.034894,1
1.387000,-236.631302,-10.976371,2423.585693,6.368281,22.542810,-10.050858,1
1.400000,-236.630325,-10.979869,2423.574463,6.466493,22.493799,-10.009782,1
1.412000,-236.629044,-10.975979,2423.571289,6.445597,22.548592,-10.020927,1
1.425000,-236.626892,-10.974353,2423.581299,6.407794,22.493380,-10.035258,1
1.437000,-236.631516,-10.977264,2423.580811,6.420763,22.518635,-10.025292,1
1.450000,-236.627808,-10.976375,2423.587891,6.474648,22.580866,-10.010399,1
1.462000,-236.629639,-10.982722,2423.573730,6.456892,22.518785,-10.014347,1
1.475000,-236.633377,-10.981563,2423.594482,6.476069,22.546001,-10.010468,1
1.487000,-236.631454,-10.978634,2423.594971,6.412467,22.497644,-10.031412,1
1.500000,-236.635559,-10.979136,2423.576904,6.476675,22.555510,-10.008292,1
1.512000,-236.637329,-10.981521,2423.583252,6.417572,22.550367,-10.026619,1
1.525000,-236.634964,-10.979484,2423.598633,6.416661,22.497679,-10.025578,1
1.537000,-236.633820,-10.980510,2423.575195,6.426929,22.539799,-10.022208,1
1.550000,-236.634003,-10.978849,2423.583740,6.412598,22.470608,-10.028453,1
1.562000,-236.630005,-10.977872,2423.562744,6.374201,22.575645,-10.049883,1
1.575000,-236.629562,-10.975514,2423.576904,6.423082,22.507517,-10.019403,1
1.587000,-236.632629,-10.982158,2423.592285,6.375619,22.517500,-10.051847,1
1.600000,-236.630051,-10.977011,2423.578857,6.405249,22.529871,-10.035300,1
1.612000,-236.633133,-10.977775,2423.596680,6.434765,22.543051,-10.029473,1
1.625000,-236.626846,-10.979589,2423.568604,6.463121,22.559895,-10.010040,1
1.637000,-236.628708,-10.979217,2423.584717,6.419739,22.558712,-10.033574,1
1.650000,-236.627808,-10.979056,2423.577637,6.436683,22.545414,-10.025529,1
1.662000,-236.632980,-10.977607,2423.574707,6.420604,22.552532,-10.031930,1
1.675000,-236.632614,-10.978751,2423.580811,6.450178,22.542683,-10.018218,1
1.687000,-236.631973,-10.979244,2423.596436,6.455955,22.530958,-10.015920,1
1.700000,-236.630325,-10.975918,2423.582031,6.418988,22.489437,-10.022545,1
1.712000,-236.631012,-10.977790,2423.566162,6.463688,22.512192,-10.010704,1
1.725000,-236.633484,-10.978175,2423.585205,6.472651,22.542421,-10.010159,1
1.737000,-236.634445,-10.978007,2423.591797,6.386584,22.551834,-10.053389,1
1.750000,-236.635681,-10.978677,2423.582275,6.431845,22.524353,-10.023774,1
1.762000,-236.634048,-10.980587,2423.583008,6.411638,22.514467,-10.032301,1
1.775000,-236.634201,-10.979038,2423.584229,6.436831,22.576412,-10.016229,1
1.787000,-236.633469,-10.981398,2423.588379,6.432471,22.552994,-10.020269,1
1.800000,-236.632431,-10.981064,2423.583984,6.418280,22.571365,-10.034387,1
1.812000,-236.628189,-10.980913,2423.570068,6.454987,22.490067,-10.009211,1
1.825000,-236.627258,-10.978229,2423.576660,6.447397,22.590353,-10.031371,1
1.837000,-236.627716,-10.979425,2423.566162,6.393851,22.526930,-10.038006,1
1.850000,-236.631088,-10.979410,2423.593262,6.415666,22.559183,-10.033916,1
1.862000,-236.631119,-10.977699,2423.582275,6.408673,22.564072,-10.039442,1
1.875000,-236.629593,-10.979320,2423.581787,6.397625,22.545580,-10.037160,1
1.887000,-236.631195,-10.975898,2423.573975,6.443854,22.585348,-10.023569,1
1.900000,-236.631180,-10.978033,2423.577881,6.463184,22.532410,-10.014084,1
1.912000,-236.630386,-10.977165,2423.582031,6.424026,22.557653,-10.026767,1
1.925000,-236.631058,-10.980536,2423.579590,6.432447,22.492001,-10.020454,1
1.937000,-236.634308,-10.979972,2423.579834,6.432880,22.595684,-10.028463,1
1.950000,-236.629974,-10.977941,2423.573975,6.405097,22.565752,-10.041484,1
1.962000,-236.632523,-10.977387,2423.553711,6.435541,22.594217,-10.025108,1
1.975000,-236.636215,-10.977969,2423.589355,6.394059,22.565639,-10.044991,1
1.987000,-236.635742,-10.978559,2423.581055,6.436650,22.565090,-10.023913,1
2.000000,-236.630066,-10.978492,2423.568115,6.391572,22.561663,-10.048454,1
2.012000,-236.630249,-10.978047,2423.577393,6.435377,22.557253,-10.021287,1
2.025000,-236.631210,-10.975930,2423.581543,6.446452,22.535292,-10.022944,1
2.037000,-236.631256,-10.978424,2423.573486,6.416358,22.499250,-10.036294,1
2.050000,-236.625504,-10.977473,2423.578369,6.438390,22.564823,-10.018845,1
2.062000,-236.629807,-10.979094,2423.600098,6.389133,22.529863,-10.041488,1
2.075000,-236.631363,-10.979702,2423.588135,6.413263,22.568192,-10.037485,1
2.087000,-236.631317,-10.976750,2423.591309,6.402256,22.553688,-10.039831,1
2.100000,-236.629578,-10.976420,2423.575928,6.425187,22.535727,-10.028466,1
2.112000,-236.631042,-10.977363,2423.573730,6.449288,22.542917,-10.009140,1
2.125000,-236.634949,-10.979129,2423.580811,6.474755,22.566103,-10.003514,1
2.137000,-236.634705,-10.980300,2423.605957,6.458127,22.550684,-10.019737,1
2.150000,-236.633377,-10.979022,2423.579834,6.440470,22.539976,-10.029010,1
2.162000,-236.635712,-10.978278,2423.567383,6.400176,22.532024,-10.033938,1
2.175000,-236.635773,-10.978698,2423.581787,6.365580,22.497972,-10.046997,1
2.187000,-236.633820,-10.981886,2423.587646,6.408169,22.531340,-10.039405,1
2.200000,-236.631744,-10.980292,2423.586670,6.419954,22.556736,-10.033062,1
