,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,0,0,0,0,0,0,0
0.012000,0,0,0,0,0,0,0
0.025000,0,0,0,0,0,0,0
0.037000,0,0,0,0,0,0,0
0.049000,133.542953,-237.038803,2889.176758,22.875576,-10.524819,-8.652452,1
0.062000,133.541672,-237.039932,2889.163818,22.843758,-10.493023,-8.646899,1
0.074000,133.542435,-237.039566,2889.160645,22.909842,-10.424863,-8.639164,1
0.087000,133.539780,-237.040527,2889.166016,22.840033,-10.485256,-8.644620,1
0.100000,133.542236,-237.041916,2889.160400,22.861248,-10.474344,-8.647819,1
0.112000,133.543869,-237.044693,2889.181641,22.888786,-10.457984,-8.640205,1
0.125000,133.539383,-237.041977,2889.167480,22.879023,-10.526879,-8.652013,1
0.137000,133.541687,-237.044266,2889.162109,22.854076,-10.561564,-8.659327,1
0.150000,133.541962,-237.038986,2889.152832,22.899338,-10.514277,-8.651514,1
0.162000,133.537796,-237.038971,2889.142822,22.893988,-10.519676,-8.655866,1
0.175000,133.545013,-237.037994,2889.152832,22.933157,-10.468588,-8.648601,1
0.187000,133.541748,-237.043640,2889.168945,22.837793,-10.516850,-8.651666,1
0.200000,133.541199,-237.041092,2889.152344,22.886431,-10.481432,-8.645184,1
0.212000,133.541443,-237.042831,2889.175781,22.785131,-10.541368,-8.652525,1
0.225000,133.542130,-237.042282,2889.168457,22.912592,-10.525892,-8.635517,1
0.237000,133.542252,-237.042892,2889.163818,22.852194,-10.473230,-8.659903,1
0.250000,133.539871,-237.040146,2889.137207,22.909731,-10.550881,-8.652403,1
0.262000,133.540558,-237.040039,2889.162109,22.956167,-10.482735,-8.648154,1
0.275000,133.540344,-237.041397,2889.149414,22.831743,-10.549977,-8.656088,1
0.287000,133.543716,-237.038467,2889.164795,22.908773,-10.580187,-8.662024,1
0.300000,133.544327,-237.039291,2889.168213,22.889889,-10.496544,-8.649137,1
0.312000,133.540649,-237.036819,2889.171387,22.874752,-10.524099,-8.654995,1
0.325000,133.537109,-237.040359,2889.183594,22.901817,-10.453363,-8.651497,1
0.337000,133.542633,-237.047150,2889.180664,22.846590,-10.509324,-8.667804,1
0.350000,133.543625,-237.042526,2889.168945,22.859350,-10.516458,-8.643343,1
0.362000,133.541580,-237.041321,2889.170898,22.911039,-10.488179,-8.658561,1
0.375000,133.537186,-237.040207,2889.152832,22.930267,-10.504771,-8.647213,1
0.387000,133.538452,-237.038864,2889.164307,22.889553,-10.446105,-8.643524,1
0.400000,133.541000,-237.043701,2889.185791,22.900518,-10.444449,-8.638017,1
0.412000,133.541367,-237.040604,2889.175049,22.903711,-10.569588,-8.651281,1
0.425000,133.540894,-237.038055,2889.133789,22.937403,-10.443867,-8.641926,1
0.437000,133.545227,-237.042923,2889.157959,22.899483,-10.507988,-8.641603,1
0.450000,133.541077,-237.038437,2889.162354,22.904327,-10.499372,-8.650209,1
0.462000,133.536285,-237.038589,2889.145752,22.914310,-10.456719,-8.642821,1
0.475000,133.540359,-237.040314,2889.168213,22.900736,-10.434491,-8.645307,1
0.487000,133.538589,-237.045456,2889.162598,22.893503,-10.514642,-8.653364,1
0.500000,133.542435,-237.040009,2889.166016,22.886271,-10.491139,-8.648758,1
0.512000,133.545151,-237.042465,2889.150879,22.840895,-10.558922,-8.654130,1
0.525000,133.538559,-237.043396,2889.168213,22.874741,-10.511281,-8.643129,1
0.537000,133.541031,-237.041962,2889.165039,22.833332,-10.607949,-8.663326,1
0.550000,133.538239,-237.039825,2889.152588,22.843729,-10.476899,-8.646972,1
0.562000,133.543381,-237.039230,2889.163086,22.868998,-10.545570,-8.645632,1
0.575000,133.542526,-237.041992,2889.168457,22.870516,-10.532445,-8.661563,1
0.587000,133.541458,-237.042038,2889.158691,22.862818,-10.445804,-8.641190,1
0.600000,133.541733,-237.045303,2889.178711,22.893549,-10.498788,-8.653727,1
0.612000,133.545181,-237.038864,2889.170410,22.863308,-10.485147,-8.649857,1
0.625000,133.540955,-237.046600,2889.186279,22.887201,-10.563254,-8.660077,1
0.637000,133.539764,-237.045288,2889.190430,22.886847,-10.459598,-8.639716,1
0.650000,133.544098,-237.041443,2889.172119,22.867695,-10.440431,-8.658439,1
0.662000,133.544128,-237.042267,2889.166992,22.925882,-10.478975,-8.644771,1
0.675000,133.540314,-237.044189,2889.165527,22.878412,-10.498340,-8.646342,1
0.687000,133.544235,-237.042694,2889.197510,22.888523,-10.507790,-8.653908,1
0.700000,133.545166,-237.044388,2889.185059,22.873028,-10.509772,-8.652049,1
0.712000,133.545074,-237.042450,2889.170898,22.828312,-10.504621,-8.656270,1
0.725000,133.541382,-237.041763,2889.154297,22.840998,-10.415524,-8.642494,1
0.737000,133.544327,-237.039703,2889.162842,22.957647,-10.552165,-8.647767,1
0.750000,133.538818,-237.043610,2889.176514,22.916691,-10.502393,-8.645591,1
0.762000,133.542282,-237.040497,2889.166260,22.829483,-10.462491,-8.638816,1
0.775000,133.543091,-237.043137,2889.167725,22.871729,-10.481336,-8.649512,1
0.787000,133.541916,-237.039993,2889.166504,22.864645,-10.513481,-8.649564,1
0.800000,133.543365,-237.044540,2889.184326,22.864256,-10.509152,-8.653762,1
0.812000,133.546127,-237.042130,2889.174072,22.924339,-10.502705,-8.662123,1
0.825000,133.538925,-237.042374,2889.180908,22.917488,-10.473257,-8.647551,1
0.837000,133.540375,-237.042984,2889.156982,22.851700,-10.564952,-8.656051,1
0.850000,133.541214,-237.036270,2889.142090,22.909945,-10.536681,-8.649710,1
0.862000,133.543991,-237.046753,2889.168701,22.839886,-10.513536,-8.646650,1
0.875000,133.541504,-237.046646,2889.168213,22.766558,-10.453861,-8.641282,1
0.887000,133.543747,-237.042221,2889.163818,22.808163,-10.508444,-8.658192,1
0.900000,133.539429,-237.039963,2889.167969,22.875391,-10.438957,-8.650590,1
0.912000,133.543839,-237.042786,2889.178711,22.941433,-10.518314,-8.655069,1
0.925000,133.542679,-237.041870,2889.176025,22.891972,-10.572577,-8.656040,1
0.937000,133.539062,-237.040588,2889.161377,22.936920,-10.502913,-8.651249,1
0.950000,133.540985,-237.045776,2889.163086,22.790148,-10.472961,-8.653192,1
0.962000,133.540756,-237.040039,2889.157227,22.818384,-10.439337,-8.646739,1
0.975000,133.538361,-237.044098,2889.170654,22.833483,-10.423964,-8.634724,1
0.987000,133.543427,-237.041138,2889.158691,22.851128,-10.515979,-8.655557,1
1.000000,133.537720,-237.039948,2889.142090,22.853462,-10.435907,-8.650387,1
1.012000,133.539062,-237.042404,2889.151611,22.950485,-10.537557,-8.648577,1
1.025000,133.542572,-237.042114,2889.173096,22.900970,-10.568091,-8.654391,1
1.037000,133.540253,-237.040619,2889.153809,22.863707,-10.554004,-8.652209,1
1.050000,133.540527,-237.037994,2889.149414,22.887566,-10.497542,-8.656537,1
1.062000,133.540436,-237.039093,2889.173340,22.854832,-10.499689,-8.643829,1
1.075000,133.540466,-237.043427,2889.155273,22.869097,-10.497517,-8.644581,1
1.087000,133.540192,-237.040649,2889.178223,22.919607,-10.504813,-8.640617,1
1.100000,133.539017,-237.043701,2889.199707,22.885788,-10.548449,-8.652942,1
1.112000,133.539108,-237.041595,2889.177490,22.841660,-10.493534,-8.655432,1
1.125000,133.543106,-237.041962,2889.162598,22.910168,-10.565680,-8.650942,1
1.137000,133.542892,-237.040344,2889.163330,22.894346,-10.499405,-8.644370,1
1.150000,133.543823,-237.044189,2889.163086,22.833460,-10.503556,-8.644768,1
1.162000,133.540543,-237.038284,2889.155518,22.904306,-10.512808,-8.661444,1
1.175000,133.541870,-237.037750,2889.161133,22.884369,-10.524195,-8.652344,1
1.187000,133.540161,-237.041367,2889.158691,22.920530,-10.457237,-8.642824,1
1.200000,133.541428,-237.035812,2889.145020,22.902843,-10.456844,-8.643212,1
