,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,-263.431366,-80.060974,2726.736328,8.503783,-11.373959,5.170530,1
0.012000,-263.429047,-80.062614,2726.730225,8.512537,-11.377980,5.165534,1
0.025000,0,0,0,0,0,0,0
0.037000,-263.428864,-80.063812,2726.748535,8.494676,-11.357730,5.170437,1
0.049000,-263.432068,-80.059227,2726.754883,8.501586,-11.392343,5.172362,1
0.062000,-263.428436,-80.057198,2726.768799,8.465993,-11.370253,5.161862,1
0.074000,-263.427185,-80.062523,2726.729980,8.522161,-11.245990,5.161697,1
0.087000,-263.428864,-80.057686,2726.742432,8.444144,-11.320328,5.158388,1
0.099000,-263.428467,-80.060577,2726.746826,8.529897,-11.378392,5.169911,1
0.112000,-263.425781,-80.056328,2726.729980,8.478146,-11.316846,5.164079,1
0.124000,-263.430176,-80.059235,2726.734131,8.525497,-11.353955,5.177643,1
0.137000,-263.431366,-80.059799,2726.740723,8.498013,-11.292295,5.162349,1
0.149000,-263.431396,-80.057411,2726.739258,8.458183,-11.353829,5.160469,1
0.162000,-263.429016,-80.057892,2726.731689,8.508094,-11.362636,5.171036,1
0.174000,-263.432678,-80.059891,2726.744629,8.481753,-11.336393,5.163347,1
0.187000,-263.431335,-80.057487,2726.730713,8.423002,-11.368417,5.162869,1
0.199000,-263.431213,-80.058830,2726.734863,8.432397,-11.331970,5.160426,1
0.212000,-263.431793,-80.062790,2726.725830,8.481581,-11.347218,5.168349,1
0.224000,-263.433960,-80.059448,2726.747803,8.455428,-11.369859,5.162847,1
0.237000,-263.430420,-80.054024,2726.736084,8.501511,-11.380107,5.171137,1
0.249000,-263.436310,-80.057938,2726.760986,8.492105,-11.309380,5.161662,1
0.262000,-263.432434,-80.054626,2726.747314,8.507226,-11.373611,5.166298,1
0.274000,-263.427826,-80.059486,2726.743896,8.463741,-11.351297,5.162307,1
0.287000,-263.431549,-80.061806,2726.742676,8.430181,-11.363679,5.165888,1
0.299000,-263.429443,-80.051598,2726.729248,8.437412,-11.269153,5.149362,1
0.312000,-263.430115,-80.058189,2726.728027,8.491128,-11.294944,5.160532,1
0.324000,-263.431946,-80.055092,2726.723633,8.467527,-11.349112,5.166101,1
0.337000,-263.435333,-80.055855,2726.755127,8.545691,-11.301983,5.173493,1
0.349000,-263.431458,-80.058678,2726.739990,8.523823,-11.336804,5.171135,1
0.362000,-263.431976,-80.057503,2726.741211,8.559149,-11.287766,5.167099,1
0.374000,-263.433319,-80.056778,2726.747070,8.531815,-11.337279,5.171360,1
0.387000,-263.427338,-80.056602,2726.720215,8.495760,-11.305693,5.167669,1
0.399000,-263.434937,-80.057976,2726.754883,8.480353,-11.393986,5.167182,1
0.412000,-263.430847,-80.057961,2726.750000,8.418052,-11.251499,5.153402,1
0.424000,-263.431702,-80.055901,2726.739258,8.507139,-11.290950,5.157543,1
0.437000,-263.432007,-80.058296,2726.732666,8.601263,-11.294552,5.168901,1
0.449000,-263.435699,-80.055679,2726.751709,8.437372,-11.396592,5.163259,1
0.462000,-263.430511,-80.053894,2726.732666,8.442381,-11.335187,5.160933,1
0.474000,-263.435638,-80.058281,2726.759033,8.542756,-11.349297,5.167253,1
0.487000,-263.430786,-80.056297,2726.733643,8.469859,-11.367130,5.159953,1
0.499000,-263.428284,-80.052765,2726.748291,8.486546,-11.349765,5.162350,1
0.512000,-263.431213,-80.058479,2726.748291,8.473914,-11.381798,5.163699,1
0.524000,-263.430603,-80.060287,2726.744629,8.532539,-11.325252,5.163517,1
0.537000,-263.428070,-80.055931,2726.727539,8.557302,-11.378103,5.177755,1
0.549000,-263.429810,-80.057823,2726.733887,8.530815,-11.299511,5.168900,1
0.562000,-263.432037,-80.057495,2726.730713,8.473678,-11.356652,5.166116,1
0.574000,-263.433197,-80.055923,2726.743408,8.466928,-11.317460,5.166851,1
0.587000,-263.433929,-80.060028,2726.749512,8.532676,-11.361673,5.174311,1
0.599000,-263.431427,-80.054054,2726.727539,8.495207,-11.366448,5.164490,1
0.612000,-263.433929,-80.054031,2726.754395,8.431645,-11.431639,5.166792,1
0.624000,-263.435883,-80.056427,2726.747314,8.517426,-11.376211,5.173945,1
0.637000,-263.434174,-80.055252,2726.739746,8.462234,-11.318421,5.159831,1
0.649000,-263.437164,-80.059532,2726.738525,8.524399,-11.259430,5.162881,1
0.662000,-263.428802,-80.054527,2726.733887,8.545907,-11.288872,5.160624,1
0.675000,-263.432892,-80.054550,2726.751221,8.489573,-11.360269,5.164073,1
0.687000,-263.430176,-80.055901,2726.733887,8.544193,-11.371392,5.176444,1
0.700000,-263.427826,-80.054359,2726.731934,8.498748,-11.353232,5.177889,1
0.712000,-263.432861,-80.053574,2726.734619,8.509935,-11.357078,5.167054,1
0.725000,-263.432037,-80.057671,2726.755127,8.500994,-11.324316,5.163149,1
0.737000,-263.430695,-80.057724,2726.738037,8.483509,-11.397569,5.162531,1
0.750000,-263.429016,-80.054214,2726.737305,8.517663,-11.416730,5.165141,1
0.762000,-263.429443,-80.058029,2726.727051,8.523465,-11.357119,5.168537,1
0.775000,-263.432770,-80.055138,2726.739746,8.538438,-11.353662,5.170821,1
0.787000,-263.433197,-80.054749,2726.738037,8.505873,-11.407326,5.177181,1
0.800000,-263.431335,-80.053932,2726.732910,8.494356,-11.296753,5.153488,1
0.812000,-263.434021,-80.054543,2726.742432,8.507516,-11.388060,5.161898,1
0.825000,-263.434967,-80.062111,2726.760986,8.470682,-11.361149,5.166663,1
0.837000,-263.434021,-80.055374,2726.755859,8.512162,-11.296535,5.171166,1
0.850000,-263.432373,-80.054390,2726.731934,8.484367,-11.395720,5.167232,1
0.862000,-263.433624,-80.058708,2726.744629,8.520639,-11.330168,5.166153,1
