,Model 1,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,162.668182,63.177341,2289.324707,-22.893156,19.154791,-33.339424,1
0.012000,162.671188,63.174026,2289.323486,-22.934917,19.155260,-33.350540,1
0.025000,162.675079,63.173435,2289.317627,-22.922958,19.173172,-33.354717,1
0.037000,162.683029,63.174480,2289.329346,-22.917894,19.221392,-33.356762,1
0.049000,162.694412,63.173645,2289.342285,-22.924236,19.199640,-33.350559,1
0.062000,162.706802,63.175045,2289.352295,-22.881821,19.150286,-33.340195,1
0.074000,162.716263,63.173107,2289.329102,-22.884319,19.190678,-33.347179,1
0.087000,162.723526,63.172081,2289.343994,-22.879427,19.235693,-33.362152,1
0.099000,162.724564,63.172493,2289.330078,-22.902191,19.172777,-33.352791,1
0.112000,162.725693,63.174885,2289.333496,-22.921562,19.220287,-33.368370,1
0.124000,162.724091,63.172462,2289.328369,-22.941635,19.188505,-33.360271,1
0.137000,162.711563,63.176487,2289.329834,-22.881855,19.194038,-33.350792,1
0.149000,162.708374,63.177624,2289.322021,-22.898630,19.144842,-33.339035,1
0.162000,162.693405,63.175289,2289.309326,-22.917982,19.208000,-33.360050,1
0.174000,162.685059,63.176636,2289.334229,-22.913826,19.181982,-33.349915,1
0.187000,162.676712,63.174526,2289.333740,-22.899809,19.205688,-33.347542,1
0.199000,162.675659,63.173965,2289.325439,-22.934847,19.189993,-33.358055,1
0.212000,162.672119,63.176025,2289.315918,-22.897116,19.237614,-33.359676,1
0.224000,162.673111,63.176113,2289.330078,-22.886316,19.208191,-33.353317,1
0.237000,162.678955,63.174423,2289.338379,-22.925762,19.173037,-33.356121,1
0.249000,162.686783,63.174747,2289.345459,-22.929535,19.189562,-33.362617,1
0.262000,162.691803,63.173458,2289.333984,-22.911812,19.192703,-33.353104,1
0.274000,162.701920,63.173172,2289.324951,-22.914400,19.149786,-33.337803,1
0.287000,162.710556,63.175827,2289.341309,-22.933346,19.223246,-33.375950,1
0.299000,162.720169,63.171951,2289.343994,-22.924200,19.212955,-33.365097,1
0.312000,162.723267,63.176132,2289.336182,-22.853642,19.191345,-33.333294,1
0.324000,162.723618,63.176563,2289.327881,-22.971792,19.168936,-33.364182,1
0.337000,162.721039,63.179577,2289.328125,-22.911428,19.145170,-33.340206,1
0.350000,162.715179,63.178329,2289.343506,-22.906527,19.137449,-33.338966,1
0.362000,162.707443,63.176937,2289.328613,-22.919077,19.204927,-33.368015,1
0.375000,162.698853,63.175251,2289.328369,-22.932999,19.073048,-33.315098,1
0.387000,162.689835,63.176594,2289.325928,-22.869528,19.190815,-33.343399,1
0.400000,162.685715,63.177017,2289.329590,-22.927902,19.190819,-33.351963,1
0.412000,162.681702,63.176105,2289.328613,-22.903425,19.172642,-33.338516,1
0.425000,162.680466,63.173424,2289.336182,-22.894596,19.209557,-33.356541,1
0.437000,162.677246,63.175484,2289.340332,-22.921244,19.239565,-33.377563,1
0.450000,162.680923,63.175129,2289.320557,-22.880783,19.198599,-33.345901,1
0.462000,162.684464,63.175446,2289.322266,-22.910255,19.174515,-33.352161,1
0.475000,162.695953,63.172890,2289.326660,-22.944159,19.181255,-33.366219,1
0.487000,162.702194,63.177586,2289.341309,-22.944517,19.204502,-33.369511,1
0.500000,162.708176,63.177483,2289.342041,-22.939041,19.166615,-33.355804,1
0.512000,162.711975,63.176552,2289.348877,-22.916748,19.182007,-33.348839,1
0.525000,162.717300,63.176064,2289.334717,-22.942928,19.192097,-33.369770,1
0.537000,162.718323,63.175919,2289.327393,-22.915979,19.199055,-33.359692,1
0.550000,162.715485,63.177467,2289.321289,-22.913832,19.253838,-33.374554,1
0.562000,162.711533,63.174908,2289.330078,-22.903360,19.261244,-33.370899,1
0.575000,162.706375,63.173141,2289.342285,-22.880810,19.192284,-33.341064,1
0.587000,162.700607,63.173759,2289.325684,-22.903988,19.169987,-33.350761,1
0.600000,162.695190,63.175907,2289.344238,-22.912802,19.184309,-33.346298,1
0.612000,162.687485,63.174038,2289.327881,-22.896282,19.235271,-33.364258,1
0.625000,162.684616,63.176903,2289.335693,-22.907848,19.150488,-33.339153,1
0.637000,162.682236,63.177029,2289.336914,-22.942675,19.208246,-33.368980,1
0.650000,162.683441,63.174759,2289.322021,-22.961395,19.192520,-33.375031,1
0.662000,162.685059,63.173935,2289.334229,-22.929979,19.185211,-33.356327,1
0.675000,162.690628,63.174385,2289.348145,-22.960215,19.167841,-33.364323,1
0.687000,162.696365,63.176910,2289.325928,-22.914358,19.152851,-33.338665,1
0.700000,162.701157,63.176128,2289.336182,-22.907101,19.192051,-33.349426,1
0.712000,162.710724,63.176064,2289.344727,-22.946442,19.154999,-33.344055,1
0.725000,162.715729,63.174015,2289.329590,-22.914711,19.161755,-33.349800,1
0.737000,162.715912,63.174862,2289.333496,-22.932007,19.227434,-33.374287,1
0.750000,162.715820,63.174782,2289.339600,-22.917774,19.173346,-33.354210,1
0.762000,162.709091,63.174053,2289.324951,-22.897829,19.183950,-33.335648,1
0.775000,162.711411,63.174744,2289.326416,-22.934052,19.208456,-33.372253,1
0.787000,162.703354,63.176281,2289.332520,-22.952972,19.183615,-33.369987,1
0.800000,162.700394,63.177135,2289.342529,-22.871067,19.173262,-33.338749,1
0.812000,162.696808,63.173729,2289.328125,-22.956139,19.183245,-33.367661,1
0.825000,162.690628,63.175030,2289.338135,-22.896318,19.164251,-33.338551,1
0.837000,162.685944,63.178909,2289.330322,-22.961109,19.203560,-33.376892,1
0.850000,162.682922,63.177155,2289.326416,-22.952782,19.185211,-33.362267,1
0.862000,162.684570,63.175869,2289.324707,-22.912308,19.215775,-33.367878,1
0.875000,162.689575,63.176525,2289.332275,-22.926287,19.210131,-33.361195,1
0.887000,162.693054,63.177746,2289.334717,-22.918991,19.187021,-33.351143,1
0.900000,162.696136,63.175701,2289.323730,-22.882893,19.208223,-33.350315,1
0.912000,162.704041,63.173569,2289.325684,-22.906244,19.202063,-33.361259,1
0.925000,162.707458,63.172417,2289.331543,-22.920403,19.187523,-33.354752,1
0.937000,162.711075,63.176395,2289.332031,-22.895323,19.151356,-33.337807,1
0.950000,162.714340,63.175247,2289.333008,-22.874323,19.185371,-33.342602,1
0.962000,162.714172,63.174625,2289.340088,-22.873732,19.185280,-33.336819,1
0.975000,162.711105,63.176079,2289.328857,-22.836527,19.191315,-33.327900,1
0.987000,162.708237,63.173985,2289.334229,-22.903099,19.185345,-33.345871,1
1.000000,162.706818,63.172531,2289.331055,-22.875948,19.164225,-33.335888,1
1.012000,162.699951,63.174747,2289.335449,-22.893656,19.187679,-33.349686,1
1.025000,162.699417,63.176773,2289.337891,-22.952326,19.190624,-33.364372,1
1.037000,162.692001,63.175007,2289.334961,-22.881166,19.247702,-33.366215,1
1.050000,162.688568,63.179935,2289.320312,-22.902012,19.210857,-33.353745,1
1.062000,162.690430,63.175880,2289.334717,-22.914448,19.224079,-33.366684,1
1.075000,162.691559,63.178638,2289.340820,-22.938641,19.204872,-33.366261,1
1.087000,162.691727,63.174007,2289.323730,-22.930157,19.190716,-33.359909,1
1.100000,162.693466,63.175373,2289.335449,-22.928392,19.156477,-33.348076,1
1.112000,162.700058,63.173096,2289.333496,-22.938591,19.209566,-33.372417,1
1.125000,162.703934,63.175194,2289.336182,-22.907446,19.188173,-33.356304,1
1.137000,162.705978,63.175327,2289.334229,-22.936335,19.170710,-33.349953,1
1.150000,162.707611,63.177181,2289.336914,-22.887207,19.186977,-33.343018,1
1.162000,162.711792,63.174938,2289.339111,-22.943541,19.196383,-33.364414,1
1.175000,162.710312,63.173260,2289.327148,-22.909630,19.203718,-33.360405,1
1.187000,162.714569,63.174732,2289.325195,-22.876839,19.228783,-33.353638,1
1.200000,162.708878,63.176544,2289.339355,-22.931622,19.198912,-33.360107,1
1.212000,162.707565,63.175690,2289.327881,-22.908691,19.192558,-33.361462,1
1.225000,162.702179,63.173958,2289.330322,-22.893274,19.157648,-33.344032,1
1.237000,162.697006,63.174187,2289.327637,-22.882523,19.189146,-33.342533,1
1.250000,162.695862,63.175049,2289.337646,-22.906969,19.185394,-33.346455,1
1.262000,162.692001,63.174721,2289.331055,-22.919699,19.219986,-33.367863,1
1.275000,162.691116,63.177242,2289.310059,-22.910955,19.193190,-33.355610,1
1.287000,162.691055,63.174309,2289.336426,-22.914795,19.221771,-33.360275,1
1.300000,162.691055,63.174679,2289.329102,-22.873667,19.213514,-33.344677,1
1.312000,162.694580,63.175106,2289.332520,-22.926214,19.250074,-33.371075,1
1.325000,162.696854,63.175003,2289.337646,-22.876629,19.174568,-33.342918,1
1.337000,162.701218,63.174976,2289.344238,-22.903601,19.151409,-33.339653,1
1.350000,162.703781,63.173412,2289.329590,-22.957140,19.208736,-33.378868,1
1.362000,162.708374,63.178703,2289.332764,-22.909725,19.207392,-33.361797,1
1.375000,162.707779,63.176167,2289.341309,-22.931658,19.201061,-33.367157,1
1.387000,162.708542,63.176373,2289.334961,-22.881256,19.185329,-33.345642,1
1.400000,162.709503,63.174492,2289.335205,-22.933609,19.168505,-33.348549,1
1.412000,162.705933,63.175098,2289.345947,-22.909534,19.225584,-33.362820,1
1.425000,162.703491,63.179157,2289.337158,-22.921888,19.154949,-33.350060,1
1.437000,162.702133,63.177395,2289.316162,-22.936237,19.213657,-33.361576,1
1.450000,162.698700,63.178040,2289.326660,-22.899137,19.192749,-33.349064,1
1.462000,162.695770,63.175411,2289.336182,-22.876720,19.232458,-33.357498,1
1.475000,162.695007,63.177662,2289.340332,-22.917084,19.198656,-33.360012,1
1.487000,162.689438,63.179543,2289.344482,-22.905874,19.177652,-33.351566,1
1.500000,162.692825,63.175648,2289.345459,-22.916092,19.221064,-33.370247,1
1.512000,162.689102,63.176147,2289.322510,-22.899374,19.191526,-33.347507,1
1.525000,162.694000,63.180325,2289.338867,-22.877531,19.186375,-33.335491,1
1.537000,162.694839,63.178459,2289.334961,-22.903067,19.279018,-33.375446,1
1.550000,162.701233,63.175682,2289.339844,-22.911797,19.225290,-33.363239,1
1.562000,162.700958,63.177189,2289.325684,-22.914164,19.167181,-33.346790,1
1.575000,162.703705,63.177544,2289.320801,-22.932312,19.163923,-33.341858,1
1.587000,162.706970,63.176399,2289.337158,-22.931755,19.189663,-33.353535,1
1.600000,162.706055,63.175377,2289.339844,-22.938030,19.186878,-33.361469,1
1.612000,162.706467,63.177315,2289.342773,-22.947496,19.176716,-33.355598,1
1.625000,162.706116,63.176697,2289.326904,-22.920246,19.195023,-33.358135,1
1.637000,162.704407,63.178623,2289.323486,-22.886108,19.204275,-33.350983,1
1.650000,162.702591,63.177017,2289.335205,-22.897840,19.164593,-33.334549,1
1.662000,162.698318,63.177727,2289.340332,-22.927507,19.198648,-33.362892,1
1.675000,162.695633,63.175865,2289.325439,-22.926458,19.188789,-33.355347,1
1.687000,162.697586,63.176422,2289.335938,-22.913452,19.201624,-33.359016,1
1.700000,162.693069,63.179298,2289.328857,-22.939283,19.207367,-33.366207,1
1.712000,162.693954,63.175728,2289.332520,-22.959528,19.202290,-33.374996,1
1.725000,162.691208,63.177547,2289.316406,-22.924044,19.193531,-33.357216,1
1.737000,162.694351,63.177246,2289.326660,-22.871798,19.175037,-33.334003,1
1.750000,162.693542,63.177307,2289.325684,-22.927988,19.212076,-33.365314,1
1.762000,162.699203,63.176170,2289.339111,-22.957495,19.222137,-33.379875,1
1.775000,162.703873,63.177158,2289.333740,-22.943850,19.202108,-33.360859,1
1.787000,162.705475,63.176510,2289.342773,-22.914141,19.192524,-33.357475,1
1.800000,162.707901,63.175976,2289.331787,-22.913528,19.214184,-33.363152,1
1.812000,162.706207,63.177769,2289.330566,-22.899813,19.165854,-33.348896,1
1.825000,162.712784,63.175545,2289.337891,-22.907990,19.153757,-33.339767,1
1.837000,162.707367,63.175587,2289.319092,-22.950665,19.174191,-33.368031,1
1.850000,162.704391,63.174900,2289.333252,-22.895338,19.140924,-33.332535,1
1.862000,162.700790,63.177094,2289.336182,-22.917395,19.196280,-33.360443,1
1.875000,162.701462,63.179119,2289.326904,-22.953730,19.232977,-33.385738,1
1.887000,162.695389,63.176975,2289.338379,-22.916645,19.193525,-33.350971,1
1.900000,162.693222,63.178436,2289.341309,-22.887602,19.220383,-33.361805,1
1.912000,162.690598,63.178188,2289.335938,-22.903818,19.170813,-33.336670,1
1.925000,162.689606,63.176636,2289.323242,-22.892525,19.212027,-33.362434,1
1.937000,162.693008,63.178341,2289.333496,-22.923498,19.166668,-33.347862,1
1.950000,162.696213,63.177753,2289.329834,-22.896441,19.208088,-33.355705,1
1.962000,162.693710,63.178352,2289.332520,-22.924036,19.207388,-33.371922,1
