,square_model_xsens,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,119.014793,-159.357086,2861.889893,41.456577,-1.445081,50.827141,1
0.012000,119.012245,-159.352783,2861.878906,41.409386,-1.444260,50.822456,1
0.025000,119.015541,-159.355591,2861.873047,41.483536,-1.432917,50.824150,1
0.037000,119.013565,-159.358887,2861.906006,41.422760,-1.450580,50.826286,1
0.050000,119.014664,-159.355011,2861.895264,41.447826,-1.399289,50.825306,1
0.062000,119.014198,-159.355728,2861.889648,41.471836,-1.304448,50.820984,1
0.075000,119.016312,-159.348679,2861.856445,41.419857,-1.434339,50.828564,1
0.087000,119.020485,-159.351593,2861.892090,41.444748,-1.454235,50.827263,1
0.100000,119.015686,-159.352081,2861.879150,41.363495,-1.588446,50.834068,1
0.112000,119.016418,-159.350281,2861.886963,41.471779,-1.397896,50.824684,1
0.124000,119.020859,-159.348587,2861.863525,41.442150,-1.512164,50.830307,1
0.137000,119.017693,-159.343918,2861.885254,41.421101,-1.334878,50.823685,1
0.149000,119.018509,-159.346451,2861.883545,41.430481,-1.446430,50.829334,1
0.162000,119.012817,-159.346130,2861.877441,41.414486,-1.423568,50.822674,1
0.174000,119.015457,-159.353088,2861.896729,41.442234,-1.519099,50.828392,1
0.187000,119.011108,-159.352219,2861.903564,41.407429,-1.479217,50.830151,1
0.199000,119.014038,-159.345581,2861.892090,41.377846,-1.503233,50.831398,1
0.212000,119.009346,-159.349045,2861.846680,41.450237,-1.508538,50.831375,1
0.224000,119.007957,-159.342392,2861.860596,41.341312,-1.394631,50.827061,1
0.237000,119.012520,-159.350189,2861.879883,41.497143,-1.534058,50.825081,1
0.249000,119.012405,-159.347916,2861.878906,41.371021,-1.604670,50.828815,1
0.262000,119.010300,-159.345169,2861.870605,41.433098,-1.461898,50.823631,1
0.274000,119.017250,-159.353806,2861.910645,41.385826,-1.518166,50.837673,1
0.287000,119.011574,-159.351044,2861.871826,41.406170,-1.485390,50.832291,1
0.299000,119.014832,-159.352356,2861.880615,41.389477,-1.401139,50.830452,1
0.312000,119.014870,-159.349869,2861.875488,41.424831,-1.443311,50.828968,1
0.324000,119.014580,-159.350754,2861.880127,41.451763,-1.383646,50.829449,1
0.337000,119.017570,-159.356308,2861.898193,41.383556,-1.425452,50.836620,1
0.349000,119.013000,-159.350586,2861.884766,41.387341,-1.461249,50.824593,1
0.362000,119.011703,-159.348465,2861.866943,41.391777,-1.484214,50.822575,1
0.374000,119.012711,-159.344772,2861.892090,41.489376,-1.395470,50.824738,1
0.387000,119.011002,-159.348038,2861.883545,41.389442,-1.517721,50.833309,1
0.399000,119.009705,-159.353943,2861.871826,41.364178,-1.406315,50.828758,1
0.412000,119.009422,-159.347183,2861.855957,41.395306,-1.455900,50.827934,1
0.424000,119.009979,-159.349075,2861.876465,41.407551,-1.511258,50.826889,1
0.437000,119.012352,-159.349106,2861.886230,41.366116,-1.417423,50.822678,1
0.449000,119.009674,-159.349396,2861.851074,41.460320,-1.353305,50.822479,1
0.462000,119.005882,-159.350464,2861.856445,41.408791,-1.404281,50.830509,1
0.474000,119.008667,-159.345963,2861.855957,41.433407,-1.485580,50.829758,1
0.487000,119.009811,-159.346329,2861.873291,41.409607,-1.431913,50.820900,1
0.499000,119.011650,-159.351654,2861.874756,41.385921,-1.359758,50.827869,1
0.512000,119.017044,-159.351379,2861.892334,41.371155,-1.587155,50.833141,1
0.524000,119.014709,-159.344299,2861.859619,41.326359,-1.412924,50.826534,1
0.537000,119.014381,-159.350235,2861.888672,41.453156,-1.417333,50.826176,1
0.549000,119.011612,-159.350525,2861.860840,41.400322,-1.433121,50.827328,1
0.562000,119.017929,-159.349442,2861.859619,41.419033,-1.438101,50.832367,1
0.574000,119.015205,-159.353607,2861.873779,41.374294,-1.374633,50.826782,1
0.587000,119.009277,-159.353455,2861.874268,41.349754,-1.523695,50.831753,1
0.599000,119.016701,-159.347488,2861.895508,41.397789,-1.421725,50.816864,1
0.612000,119.014252,-159.352264,2861.883789,41.403332,-1.429711,50.830170,1
0.624000,119.009193,-159.350769,2861.875000,41.436863,-1.408094,50.828979,1
0.637000,119.011429,-159.350250,2861.886230,41.314865,-1.481222,50.825119,1
0.649000,119.010239,-159.347885,2861.861816,41.408646,-1.493059,50.825275,1
0.662000,119.012306,-159.350723,2861.887207,41.408298,-1.383051,50.825016,1
0.674000,119.012840,-159.352234,2861.875244,41.439705,-1.393545,50.824162,1
0.687000,119.009026,-159.347427,2861.849609,41.406162,-1.500991,50.831844,1
0.699000,119.011566,-159.345749,2861.882080,41.477482,-1.453041,50.825863,1
0.712000,119.011940,-159.343369,2861.846680,41.367008,-1.552263,50.836109,1
0.724000,119.018219,-159.352280,2861.893555,41.478157,-1.428470,50.826195,1
0.737000,119.019157,-159.342117,2861.908936,41.463013,-1.499690,50.821571,1
0.749000,119.021523,-159.348373,2861.864014,41.315220,-1.376416,50.826378,1
0.762000,119.021507,-159.352829,2861.933838,41.513557,-1.362992,50.822552,1
0.774000,119.020813,-159.347900,2861.871094,41.430168,-1.424565,50.828552,1
0.787000,119.023720,-159.348892,2861.889160,41.462646,-1.434533,50.833035,1
0.799000,119.015770,-159.343536,2861.899414,41.465805,-1.414450,50.823956,1
0.812000,119.017517,-159.349396,2861.894043,41.460503,-1.468669,50.826370,1
0.824000,119.019753,-159.343170,2861.896973,41.424225,-1.359438,50.832996,1
0.837000,119.017303,-159.348755,2861.918213,41.492264,-1.383771,50.815796,1
