,square_model_xsens,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,0,0,0,0,0,0,0
0.012000,0,0,0,0,0,0,0
0.024000,0,0,0,0,0,0,0
0.037000,0,0,0,0,0,0,0
0.049000,0,0,0,0,0,0,0
0.062000,0,0,0,0,0,0,0
0.075000,0,0,0,0,0,0,0
0.087000,0,0,0,0,0,0,0
0.100000,0,0,0,0,0,0,0
0.112000,0,0,0,0,0,0,0
0.125000,0,0,0,0,0,0,0
0.137000,-245.754440,139.788437,2532.230713,25.306187,-13.197495,53.419968,1
0.150000,-245.748505,139.779694,2532.200928,25.309937,-13.212278,53.422798,1
0.162000,0,0,0,0,0,0,0
0.175000,0,0,0,0,0,0,0
0.187000,0,0,0,0,0,0,0
0.200000,0,0,0,0,0,0,0
0.212000,0,0,0,0,0,0,0
0.225000,-245.755447,139.786972,2532.209229,25.300005,-13.224421,53.419052,1
0.237000,-245.753586,139.783325,2532.212402,25.307978,-13.227023,53.425083,1
0.250000,0,0,0,0,0,0,0
0.262000,0,0,0,0,0,0,0
0.275000,0,0,0,0,0,0,0
0.287000,0,0,0,0,0,0,0
0.300000,-245.755005,139.785767,2532.225830,25.314749,-13.256942,53.426311,1
0.312000,0,0,0,0,0,0,0
0.325000,0,0,0,0,0,0,0
0.337000,0,0,0,0,0,0,0
0.350000,0,0,0,0,0,0,0
0.362000,0,0,0,0,0,0,0
0.375000,0,0,0,0,0,0,0
0.387000,0,0,0,0,0,0,0
0.400000,0,0,0,0,0,0,0
0.412000,0,0,0,0,0,0,0
0.425000,0,0,0,0,0,0,0
0.437000,0,0,0,0,0,0,0
0.450000,0,0,0,0,0,0,0
0.462000,0,0,0,0,0,0,0
0.475000,0,0,0,0,0,0,0
0.487000,0,0,0,0,0,0,0
0.500000,0,0,0,0,0,0,0
0.512000,0,0,0,0,0,0,0
0.525000,0,0,0,0,0,0,0
0.537000,0,0,0,0,0,0,0
0.550000,0,0,0,0,0,0,0
0.562000,0,0,0,0,0,0,0
0.575000,0,0,0,0,0,0,0
0.600000,0,0,0,0,0,0,0
0.612000,0,0,0,0,0,0,0
0.625000,0,0,0,0,0,0,0
0.637000,0,0,0,0,0,0,0
0.650000,0,0,0,0,0,0,0
0.662000,0,0,0,0,0,0,0
0.675000,0,0,0,0,0,0,0
0.687000,0,0,0,0,0,0,0
0.700000,0,0,0,0,0,0,0
0.712000,0,0,0,0,0,0,0
0.725000,0,0,0,0,0,0,0
0.737000,0,0,0,0,0,0,0
0.750000,0,0,0,0,0,0,0
0.762000,0,0,0,0,0,0,0
0.775000,0,0,0,0,0,0,0
0.787000,0,0,0,0,0,0,0
0.800000,0,0,0,0,0,0,0
0.812000,-245.738022,139.759125,2532.165527,25.619507,-13.191684,53.368759,1
0.825000,-245.739334,139.758041,2532.185303,25.654985,-13.135706,53.344994,1
0.837000,-245.737686,139.758957,2532.149658,25.634964,-13.247826,53.372070,1
0.850000,-245.736359,139.756027,2532.165039,25.621668,-13.166611,53.359180,1
0.862000,-245.736862,139.767303,2532.183350,25.477423,-13.154893,53.375137,1
0.875000,-245.739670,139.768921,2532.167725,25.497787,-13.146257,53.375072,1
0.887000,-245.737839,139.768143,2532.168945,25.537477,-13.160228,53.365166,1
0.900000,-245.736526,139.767120,2532.178467,25.579969,-13.146998,53.351715,1
0.912000,-245.740692,139.771408,2532.173828,25.467199,-13.087998,53.352726,1
0.925000,-245.736130,139.771576,2532.180908,25.484369,-13.207708,53.380058,1
0.937000,-245.737289,139.771606,2532.176270,25.455944,-13.175846,53.378700,1
0.950000,-245.738281,139.773178,2532.172363,25.455172,-13.174983,53.380939,1
0.962000,-245.741257,139.780441,2532.188965,25.390167,-13.155854,53.385960,1
0.975000,-245.738220,139.780273,2532.195801,25.394148,-13.183251,53.390575,1
0.987000,-245.738327,139.781189,2532.182617,25.392323,-13.151713,53.384140,1
1.000000,-245.746063,139.778503,2532.188232,25.352894,-13.222494,53.415310,1
1.012000,-245.741821,139.778076,2532.188477,25.356628,-13.136037,53.384747,1
1.025000,-245.742035,139.780014,2532.195801,25.404051,-13.131264,53.378143,1
1.037000,-245.743225,139.783798,2532.199219,25.331322,-13.232797,53.416641,1
1.050000,-245.747482,139.787018,2532.192139,25.303608,-13.228644,53.431351,1
1.062000,-245.746460,139.784286,2532.217529,25.335463,-13.175189,53.404202,1
1.075000,-245.749191,139.783737,2532.201660,25.352629,-13.192099,53.405956,1
1.087000,-245.749680,139.786453,2532.224121,25.353493,-13.190778,53.400898,1
1.100000,-245.749664,139.788101,2532.250732,25.388395,-13.178927,53.394711,1
1.112000,-245.752823,139.788300,2532.237549,25.349104,-13.185861,53.405216,1
1.125000,-245.753159,139.787415,2532.210938,25.317396,-13.191441,53.412460,1
1.137000,-245.754715,139.788254,2532.232666,25.340097,-13.275510,53.434925,1
1.150000,-245.753937,139.787857,2532.241455,25.283232,-13.234318,53.425243,1
1.162000,-245.755920,139.792526,2532.251953,25.272844,-13.258086,53.430725,1
1.175000,-245.756088,139.792068,2532.245117,25.304573,-13.255914,53.425049,1
1.187000,0,0,0,0,0,0,0
1.200000,0,0,0,0,0,0,0
1.212000,0,0,0,0,0,0,0
1.225000,0,0,0,0,0,0,0
1.237000,0,0,0,0,0,0,0
1.250000,0,0,0,0,0,0,0
1.262000,-245.755569,139.784821,2532.224365,25.243450,-13.253090,53.447609,1
1.275000,0,0,0,0,0,0,0
1.287000,0,0,0,0,0,0,0
1.300000,0,0,0,0,0,0,0
1.312000,0,0,0,0,0,0,0
1.325000,0,0,0,0,0,0,0
1.337000,0,0,0,0,0,0,0
1.350000,0,0,0,0,0,0,0
1.362000,0,0,0,0,0,0,0
1.375000,0,0,0,0,0,0,0
1.387000,0,0,0,0,0,0,0
1.400000,0,0,0,0,0,0,0
1.412000,0,0,0,0,0,0,0
1.425000,0,0,0,0,0,0,0
1.437000,0,0,0,0,0,0,0
1.450000,0,0,0,0,0,0,0
1.462000,0,0,0,0,0,0,0
1.475000,0,0,0,0,0,0,0
1.487000,0,0,0,0,0,0,0
1.500000,0,0,0,0,0,0,0
1.512000,0,0,0,0,0,0,0
1.525000,0,0,0,0,0,0,0
1.537000,0,0,0,0,0,0,0
1.550000,0,0,0,0,0,0,0
1.562000,0,0,0,0,0,0,0
1.575000,0,0,0,0,0,0,0
1.587000,0,0,0,0,0,0,0
1.600000,0,0,0,0,0,0,0
1.612000,0,0,0,0,0,0,0
1.625000,0,0,0,0,0,0,0
1.637000,0,0,0,0,0,0,0
1.650000,0,0,0,0,0,0,0
1.662000,0,0,0,0,0,0,0
1.675000,0,0,0,0,0,0,0
1.687000,0,0,0,0,0,0,0
1.700000,0,0,0,0,0,0,0
1.712000,0,0,0,0,0,0,0
1.725000,0,0,0,0,0,0,0
1.737000,-245.737564,139.762177,2532.167969,25.551552,-13.128567,53.355442,1
1.750000,-245.736938,139.766785,2532.175293,25.580849,-13.167162,53.360424,1
1.762000,-245.735596,139.758087,2532.163818,25.627447,-13.205009,53.367355,1
1.775000,-245.737076,139.759293,2532.162842,25.674026,-13.137786,53.339924,1
1.787000,-245.737350,139.761353,2532.164551,25.591854,-13.206750,53.374302,1
1.800000,-245.733292,139.763336,2532.186279,25.645411,-13.150154,53.348980,1
1.812000,-245.739960,139.769577,2532.176514,25.542904,-13.171937,53.364826,1
1.825000,-245.735626,139.762650,2532.165527,25.538624,-13.191657,53.375031,1
1.837000,-245.735809,139.766251,2532.173096,25.484024,-13.177237,53.381023,1
1.850000,-245.737076,139.763596,2532.163086,25.528378,-13.129185,53.359459,1
1.862000,-245.737839,139.774872,2532.174072,25.418507,-13.111205,53.371647,1
1.875000,-245.738693,139.771133,2532.166748,25.472820,-13.215344,53.389767,1
1.887000,-245.735489,139.768646,2532.155762,25.452036,-13.158160,53.373684,1
