,square_model_xsens,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,47.825539,-165.717941,2558.514893,25.459764,-13.156615,53.414871,1
0.012000,47.826694,-165.713318,2558.502686,25.443867,-13.132680,53.406525,1
0.024000,47.826542,-165.711853,2558.497070,25.459888,-13.162227,53.422462,1
0.037000,47.825283,-165.714661,2558.512207,25.451868,-13.143834,53.412975,1
0.049000,47.824089,-165.714203,2558.498291,25.450485,-13.179417,53.423698,1
0.062000,47.821320,-165.718155,2558.515869,25.436647,-13.159027,53.418045,1
0.074000,47.822769,-165.716873,2558.517334,25.448462,-13.130486,53.418480,1
0.087000,47.824532,-165.713867,2558.505859,25.476307,-13.150073,53.408268,1
0.099000,47.821732,-165.716507,2558.509521,25.448874,-13.146616,53.418190,1
0.112000,47.823338,-165.716980,2558.502686,25.431067,-13.116014,53.416336,1
0.124000,47.828735,-165.714752,2558.513916,25.455458,-13.154974,53.419392,1
0.137000,47.822544,-165.716034,2558.510498,25.476854,-13.083893,53.396614,1
0.149000,47.827190,-165.716736,2558.512451,25.457825,-13.147648,53.413250,1
0.162000,47.822002,-165.717438,2558.512939,25.485176,-13.249352,53.424515,1
0.174000,47.822380,-165.716644,2558.527832,25.430733,-13.123832,53.421494,1
0.187000,47.824989,-165.715256,2558.508301,25.479345,-13.166503,53.419090,1
0.199000,47.821774,-165.714035,2558.513916,25.466534,-13.121810,53.411140,1
0.212000,47.824299,-165.712906,2558.491699,25.448477,-13.150178,53.423237,1
0.224000,47.825211,-165.716858,2558.507080,25.450933,-13.178137,53.423687,1
0.237000,47.824520,-165.716995,2558.519287,25.473652,-13.167057,53.412647,1
0.249000,47.825893,-165.712692,2558.518311,25.421478,-13.134028,53.415592,1
0.262000,47.822392,-165.715897,2558.487549,25.442030,-13.132786,53.413750,1
0.274000,47.824345,-165.716293,2558.504883,25.407740,-13.179931,53.428764,1
0.287000,47.823261,-165.716141,2558.508057,25.418560,-13.119572,53.421047,1
0.299000,47.825558,-165.714355,2558.499268,25.439762,-13.118139,53.411625,1
0.312000,47.822647,-165.714096,2558.509277,25.437088,-13.094833,53.406349,1
0.324000,47.822689,-165.717178,2558.512939,25.459892,-13.178691,53.420216,1
0.337000,47.819603,-165.717621,2558.514648,25.451748,-13.152740,53.420090,1
0.349000,47.824238,-165.715195,2558.496582,25.461578,-13.156487,53.416626,1
0.362000,47.820766,-165.714828,2558.505127,25.469704,-13.124809,53.406628,1
