,square_model_xsens,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,-251.804474,-160.151947,2540.177246,25.337517,-13.253205,53.410896,1
0.012000,-251.801651,-160.154572,2540.162598,25.329720,-13.112635,53.369778,1
0.025000,-251.801147,-160.156662,2540.165039,25.306395,-13.231318,53.417789,1
0.037000,-251.802170,-160.150131,2540.169434,25.311352,-13.209292,53.402668,1
0.050000,-251.805008,-160.155930,2540.192139,25.305311,-13.169443,53.395809,1
0.062000,-251.800995,-160.153854,2540.175781,25.353209,-13.187474,53.390953,1
0.075000,-251.803818,-160.152969,2540.186035,25.321466,-13.180120,53.389027,1
0.087000,-251.807907,-160.153702,2540.202393,25.266935,-13.181841,53.407314,1
0.100000,-251.808868,-160.154388,2540.164062,25.326372,-13.204807,53.401619,1
0.112000,-251.808487,-160.152054,2540.178467,25.335402,-13.091947,53.372490,1
0.125000,-251.809555,-160.148880,2540.179688,25.319838,-13.155602,53.384159,1
0.137000,-251.810226,-160.152512,2540.195068,25.340256,-13.146585,53.384441,1
0.150000,-251.817657,-160.147675,2540.178467,25.340046,-13.165926,53.383934,1
0.162000,-251.812302,-160.151352,2540.184570,25.350368,-13.164035,53.388573,1
0.175000,-251.807846,-160.150314,2540.185059,25.372166,-13.216426,53.401009,1
0.187000,-251.808701,-160.150269,2540.172363,25.311499,-13.221350,53.408119,1
0.200000,-251.808151,-160.145660,2540.144531,25.342014,-13.173089,53.384598,1
0.212000,-251.808594,-160.153793,2540.200439,25.308521,-13.132981,53.384224,1
0.225000,-251.809769,-160.155273,2540.182861,25.357132,-13.168607,53.384193,1
0.237000,-251.804901,-160.148926,2540.188477,25.298241,-13.253674,53.413498,1
0.250000,-251.804962,-160.149246,2540.177246,25.280115,-13.216691,53.410210,1
0.262000,-251.796005,-160.147690,2540.162109,25.360670,-13.142981,53.377300,1
0.275000,-251.801453,-160.157410,2540.177002,25.332508,-13.122725,53.375046,1
0.287000,-251.805832,-160.153214,2540.174316,25.316843,-13.189205,53.400242,1
0.300000,-251.805603,-160.153610,2540.186768,25.319708,-13.142649,53.388000,1
0.312000,-251.805206,-160.149185,2540.168457,25.344004,-13.178617,53.390816,1
0.325000,-251.806732,-160.150543,2540.189453,25.302025,-13.097523,53.383121,1
0.337000,-251.808456,-160.149460,2540.167725,25.286207,-13.151937,53.385143,1
0.350000,-251.807434,-160.150345,2540.158936,25.339918,-13.151330,53.386234,1
0.362000,-251.811447,-160.152603,2540.177490,25.357365,-13.159611,53.384708,1
0.375000,-251.811142,-160.149323,2540.172119,25.345095,-13.124425,53.378819,1
0.387000,-251.808716,-160.149384,2540.189941,25.342236,-13.167909,53.382160,1
0.400000,-251.807831,-160.148407,2540.168701,25.382711,-13.127513,53.376366,1
0.412000,-251.808578,-160.145981,2540.179199,25.339260,-13.185824,53.396648,1
0.425000,-251.808411,-160.145798,2540.159668,25.334459,-13.169286,53.392788,1
0.437000,-251.803894,-160.149384,2540.177979,25.287529,-13.138045,53.387486,1
0.450000,-251.809601,-160.151230,2540.178711,25.391016,-13.118443,53.375980,1
0.462000,-251.801498,-160.150131,2540.168945,25.276323,-13.166366,53.393963,1
0.475000,-251.803284,-160.148468,2540.197266,25.308905,-13.116692,53.385689,1
0.487000,-251.801697,-160.147858,2540.177002,25.272116,-13.193577,53.400803,1
0.500000,-251.801559,-160.148071,2540.187012,25.254572,-13.211716,53.410175,1
0.512000,-251.805313,-160.149689,2540.197021,25.321501,-13.221820,53.399910,1
0.525000,-251.803223,-160.149811,2540.161377,25.331900,-13.169060,53.397404,1
