,square_model_xsens,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,19.258322,-157.393448,2855.696289,41.479820,-1.423567,50.837940,1
0.012000,19.263260,-157.397583,2855.704590,41.517521,-1.478552,50.844147,1
0.024000,19.258715,-157.397888,2855.729492,41.465988,-1.450700,50.836536,1
0.037000,19.260723,-157.396545,2855.730957,41.457527,-1.376627,50.833706,1
0.049000,19.259447,-157.400192,2855.726562,41.486530,-1.423774,50.839958,1
0.062000,19.253593,-157.401123,2855.745117,41.463413,-1.359789,50.842018,1
0.074000,19.262922,-157.400986,2855.710938,41.503246,-1.342559,50.837345,1
0.087000,19.255495,-157.397720,2855.711670,41.477943,-1.525124,50.847088,1
0.099000,19.258526,-157.402222,2855.723877,41.409237,-1.590565,50.845783,1
0.112000,19.258200,-157.402863,2855.733154,41.535164,-1.386403,50.834885,1
0.124000,19.257109,-157.401611,2855.753174,41.507278,-1.447125,50.846355,1
0.137000,19.256939,-157.400421,2855.723145,41.514145,-1.417928,50.846458,1
0.149000,19.255714,-157.399445,2855.725586,41.590820,-1.378449,50.837845,1
0.162000,19.258152,-157.399826,2855.738281,41.509834,-1.360529,50.833111,1
0.174000,19.260082,-157.401642,2855.738525,41.512611,-1.408509,50.844383,1
0.187000,19.255028,-157.402603,2855.729492,41.531807,-1.413008,50.830563,1
0.199000,19.260946,-157.397949,2855.730469,41.506821,-1.458646,50.842712,1
0.212000,19.258873,-157.404526,2855.695801,41.508160,-1.320463,50.838863,1
0.224000,19.262144,-157.399506,2855.718262,41.515247,-1.468160,50.841595,1
0.237000,19.262358,-157.404266,2855.744873,41.414692,-1.416437,50.838909,1
0.249000,19.259815,-157.399094,2855.716797,41.480186,-1.499436,50.841923,1
0.262000,19.259237,-157.402420,2855.715820,41.515793,-1.506957,50.843975,1
0.274000,19.255476,-157.405106,2855.742432,41.471867,-1.378087,50.839420,1
0.287000,19.257725,-157.406631,2855.729248,41.515022,-1.461482,50.841091,1
0.299000,19.260138,-157.402374,2855.741699,41.444130,-1.547767,50.847061,1
0.312000,19.259066,-157.399673,2855.713379,41.509598,-1.442765,50.839512,1
0.324000,19.258909,-157.402481,2855.704590,41.508774,-1.411734,50.835705,1
0.337000,19.260736,-157.404526,2855.739746,41.544758,-1.375666,50.836475,1
0.349000,19.258001,-157.399536,2855.724609,41.450718,-1.382413,50.830597,1
0.362000,19.259035,-157.407135,2855.762451,41.405281,-1.457609,50.839874,1
0.374000,19.259007,-157.396912,2855.720947,41.530285,-1.433013,50.834503,1
0.387000,19.257797,-157.398315,2855.710205,41.404884,-1.470211,50.846416,1
0.399000,19.258909,-157.405319,2855.705566,41.552746,-1.351163,50.835506,1
0.412000,19.258963,-157.402374,2855.728271,41.428574,-1.442609,50.836994,1
0.424000,19.258627,-157.404938,2855.744873,41.479824,-1.394794,50.836376,1
0.437000,19.257202,-157.403214,2855.743652,41.489170,-1.414979,50.837708,1
0.449000,19.259531,-157.405579,2855.744629,41.509068,-1.332575,50.839767,1
0.462000,19.260902,-157.399719,2855.711182,41.475342,-1.507522,50.838570,1
0.474000,19.260143,-157.402435,2855.715088,41.463631,-1.433804,50.835278,1
0.487000,19.257839,-157.402527,2855.724854,41.414696,-1.395245,50.841717,1
0.499000,19.259932,-157.401093,2855.703613,41.494694,-1.425259,50.840328,1
0.512000,19.255491,-157.403030,2855.726074,41.456184,-1.423882,50.842800,1
0.524000,19.262108,-157.403809,2855.734619,41.469402,-1.397887,50.839462,1
0.537000,19.255808,-157.403976,2855.699219,41.412098,-1.454752,50.840954,1
0.549000,19.260057,-157.404099,2855.727051,41.437794,-1.449983,50.841366,1
0.562000,19.259352,-157.405182,2855.708252,41.475124,-1.362455,50.835312,1
0.574000,19.258905,-157.402847,2855.741943,41.440857,-1.361911,50.833164,1
0.587000,19.257574,-157.402924,2855.718018,41.493519,-1.468453,50.840744,1
0.599000,19.262892,-157.406235,2855.733643,41.511272,-1.399867,50.844780,1
0.612000,19.260363,-157.400772,2855.745117,41.494797,-1.410491,50.841946,1
0.624000,19.255335,-157.402527,2855.715576,41.398689,-1.513972,50.852234,1
0.637000,19.259945,-157.403534,2855.731934,41.457790,-1.560761,50.843147,1
0.649000,19.259741,-157.400864,2855.705566,41.540977,-1.339913,50.841393,1
0.662000,19.258341,-157.403229,2855.737061,41.458691,-1.468901,50.839928,1
0.674000,19.258419,-157.398468,2855.701416,41.419437,-1.513188,50.843590,1
0.687000,19.255869,-157.405380,2855.731201,41.488316,-1.499695,50.848118,1
0.699000,19.258406,-157.403275,2855.719238,41.423229,-1.394237,50.831093,1
0.712000,19.257925,-157.405823,2855.694580,41.458443,-1.461733,50.838741,1
0.724000,19.260891,-157.403320,2855.731934,41.506569,-1.332414,50.836826,1
0.737000,19.257551,-157.404343,2855.729492,41.506981,-1.312857,50.836357,1
0.749000,19.257816,-157.403717,2855.750000,41.482075,-1.315346,50.834465,1
0.762000,19.257769,-157.406921,2855.739746,41.458588,-1.489323,50.846394,1
