,square_model_xsens,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,-129.432861,131.113983,2454.017578,37.450947,13.869984,53.718254,1
0.012000,-129.436523,131.111755,2454.003662,37.414482,13.868681,53.713905,1
0.025000,-129.443756,131.115662,2454.011719,37.469772,13.901839,53.714577,1
0.037000,-129.452148,131.111694,2454.008301,37.442303,13.873073,53.721016,1
0.049000,-129.453888,131.119583,2454.009766,37.395012,13.896530,53.716446,1
0.062000,-129.458191,131.120178,2454.003906,37.478802,13.950042,53.717087,1
0.074000,-129.453842,131.118408,2454.011230,37.454414,13.908966,53.713242,1
0.087000,-129.452072,131.115448,2454.008789,37.431355,13.891858,53.720943,1
0.099000,-129.444016,131.118011,2454.001709,37.394440,13.936465,53.702572,1
0.112000,-129.440811,131.114532,2454.020996,37.516861,13.930385,53.729382,1
0.124000,-129.434036,131.114685,2454.005371,37.434456,13.960003,53.711113,1
0.137000,-129.431168,131.115982,2454.020020,37.447598,13.911563,53.718937,1
0.149000,-129.430344,131.111450,2454.014893,37.420364,13.870318,53.712914,1
0.162000,-129.421463,131.108154,2454.017578,37.478928,13.916547,53.724136,1
0.174000,-129.427444,131.118912,2454.024414,37.455292,13.883080,53.717899,1
0.187000,-129.420929,131.112122,2453.992920,37.500080,13.850601,53.735729,1
0.199000,-129.425858,131.115570,2454.010742,37.418640,13.828713,53.720280,1
0.212000,-129.429138,131.114960,2454.026367,37.432537,13.969362,53.696999,1
0.224000,-129.438522,131.119141,2454.036377,37.447102,13.964641,53.707382,1
0.237000,-129.438248,131.114639,2453.986572,37.429497,13.868388,53.720028,1
0.249000,-129.445801,131.113068,2454.008057,37.447777,13.898027,53.715668,1
0.262000,-129.448242,131.112762,2453.993408,37.426933,13.833674,53.719555,1
0.274000,-129.448227,131.117966,2454.022949,37.467056,13.891099,53.714653,1
0.287000,-129.453522,131.114975,2454.004395,37.452934,13.850404,53.726540,1
0.299000,-129.450668,131.115051,2454.018799,37.490780,13.901535,53.724056,1
0.312000,-129.448181,131.115051,2454.020020,37.426533,13.911992,53.708504,1
0.324000,-129.445969,131.117004,2454.029785,37.416821,13.882421,53.709404,1
0.337000,-129.436386,131.111816,2454.002441,37.452618,13.881468,53.719639,1
0.349000,-129.434250,131.118393,2454.004150,37.477196,13.865620,53.721931,1
0.362000,-129.428741,131.115631,2454.022217,37.393116,13.902195,53.714199,1
0.374000,-129.422958,131.112579,2453.998535,37.415272,13.841677,53.720459,1
0.387000,-129.423706,131.115204,2454.015137,37.467068,13.863920,53.726967,1
0.399000,-129.422272,131.113815,2454.010742,37.439877,13.941545,53.708996,1
0.412000,-129.422806,131.119659,2454.002441,37.477562,13.850637,53.728523,1
0.424000,-129.428116,131.118820,2454.014893,37.428032,13.876994,53.717319,1
0.437000,-129.432037,131.111389,2453.993408,37.424664,13.902825,53.710636,1
0.449000,-129.439377,131.117859,2454.020996,37.453094,13.870665,53.725098,1
0.462000,-129.441299,131.115952,2454.005371,37.375370,13.902213,53.697395,1
0.474000,-129.449677,131.115356,2454.017090,37.462814,13.903863,53.718632,1
0.487000,-129.446396,131.109497,2453.985596,37.422688,13.898890,53.715897,1
0.499000,-129.450165,131.115921,2454.007324,37.439053,13.877809,53.719868,1
0.512000,-129.449539,131.115280,2454.004150,37.494598,13.938375,53.721813,1
0.524000,-129.450546,131.115662,2454.009277,37.434910,13.882596,53.710056,1
0.537000,-129.443069,131.114441,2454.005127,37.464600,13.867498,53.717697,1
0.549000,-129.439896,131.112549,2453.990723,37.424789,13.961534,53.704803,1
0.562000,-129.434799,131.114807,2454.000244,37.460720,13.870856,53.722904,1
0.574000,-129.429398,131.115540,2454.000977,37.444244,13.893056,53.709572,1
0.587000,-129.429443,131.118484,2454.031250,37.421833,13.853467,53.718510,1
0.599000,-129.423553,131.116333,2454.002930,37.424625,13.823161,53.717167,1
0.612000,-129.425507,131.111954,2454.016602,37.447136,13.917871,53.716602,1
0.624000,-129.431976,131.114563,2454.021240,37.412090,13.950151,53.699707,1
0.637000,-129.432480,131.115356,2454.010742,37.450428,13.943344,53.715435,1
0.649000,-129.435898,131.118057,2454.025391,37.448856,13.923902,53.714077,1
0.662000,-129.437363,131.114975,2454.005127,37.439999,13.889789,53.716652,1
0.674000,-129.440628,131.115891,2453.999268,37.447556,13.927756,53.709709,1
0.687000,-129.443161,131.111557,2454.017578,37.461643,13.947832,53.710526,1
0.699000,-129.444351,131.117462,2454.016113,37.422672,13.888726,53.718872,1
0.712000,-129.447556,131.119125,2454.003906,37.433475,13.866460,53.724762,1
0.724000,-129.441589,131.115143,2453.992188,37.458382,13.932957,53.712505,1
0.737000,-129.445419,131.115295,2454.010986,37.398930,13.903737,53.709602,1
0.749000,-129.444733,131.117447,2454.018066,37.437126,13.949487,53.707291,1
0.762000,-129.435333,131.117752,2454.009766,37.425995,13.838881,53.719105,1
0.774000,-129.432846,131.114777,2453.998535,37.430035,13.817991,53.727463,1
0.787000,-129.432068,131.111649,2453.994629,37.473179,13.964344,53.717957,1
0.799000,-129.430252,131.113327,2454.013916,37.414406,13.891536,53.714733,1
0.812000,-129.428436,131.116196,2454.009277,37.404243,13.901018,53.709183,1
0.824000,-129.430954,131.117065,2453.999756,37.440845,13.911628,53.713337,1
0.837000,-129.432358,131.112747,2454.005615,37.444672,13.889516,53.714256,1
0.849000,-129.429550,131.116531,2454.008789,37.444748,13.848894,53.722652,1
0.862000,-129.434433,131.116486,2454.016357,37.422215,13.894585,53.713734,1
0.874000,-129.434692,131.116180,2454.009521,37.403461,13.884988,53.711632,1
0.887000,-129.437469,131.118637,2454.016113,37.428734,13.856246,53.722824,1
0.899000,-129.436768,131.117630,2453.988037,37.446720,13.887732,53.717579,1
0.912000,-129.441025,131.118286,2454.018799,37.443512,13.901650,53.712688,1
