 X, Y, Z,Yaw,Pitch, Roll
12.552,41.259,-26.426,-92.6787,-1.4444,2.0149
12.59,41.303,-26.6,-92.6893,-1.5095,1.866
12.63,41.346,-26.775,-92.6979,-1.5873,1.7158
12.668,41.39,-26.949,-92.7042,-1.675,1.5619
12.707,41.433,-27.124,-92.7099,-1.7757,1.4002
12.747,41.477,-27.297,-92.7166,-1.8834,1.2292
12.787,41.521,-27.47,-92.7248,-2.0078,1.0413
12.824,41.565,-27.645,-92.7316,-2.1481,0.8321
12.863,41.608,-27.819,-92.7394,-2.304,0.6019
12.9,41.651,-27.994,-92.7435,-2.473,0.3529
12.936,41.695,-28.168,-92.7428,-2.6486,0.0888
12.974,41.737,-28.343,-92.7383,-2.8334,-0.1863
13.013,41.778,-28.517,-92.729,-3.0223,-0.4718
13.052,41.82,-28.692,-92.7186,-3.2172,-0.7678
13.09,41.861,-28.868,-92.7061,-3.4182,-1.0809
13.13,41.903,-29.043,-92.6925,-3.6234,-1.4135
13.167,41.944,-29.219,-92.6781,-3.8357,-1.763
13.206,41.985,-29.396,-92.6659,-4.0496,-2.1253
13.245,42.026,-29.574,-92.654,-4.2663,-2.5006
13.287,42.065,-29.751,-92.644,-4.4798,-2.8831
13.325,42.104,-29.931,-92.6346,-4.6895,-3.2686
13.364,42.143,-30.11,-92.6263,-4.8924,-3.6512
13.401,42.182,-30.292,-92.6193,-5.0917,-4.0282
13.442,42.218,-30.473,-92.6088,-5.2813,-4.3962
13.482,42.255,-30.655,-92.5983,-5.459,-4.7526
13.516,42.292,-30.84,-92.578,-5.6311,-5.0919
13.559,42.326,-31.023,-92.5622,-5.7867,-5.4135
13.595,42.361,-31.21,-92.545,-5.9313,-5.7175
13.635,42.394,-31.396,-92.5293,-6.0633,-6.0033
13.676,42.425,-31.583,-92.5189,-6.1827,-6.2709
13.71,42.458,-31.773,-92.5096,-6.2866,-6.517
13.75,42.489,-31.96,-92.4998,-6.3773,-6.7457
13.781,42.522,-32.151,-92.4907,-6.4546,-6.9561
13.812,42.556,-32.342,-92.4816,-6.52,-7.1507
13.841,42.589,-32.531,-92.4732,-6.5732,-7.3274
13.905,42.587,-32.75,-92.5028,-6.7164,-7.4825
13.959,42.585,-32.979,-92.5311,-6.8941,-7.6415
14.014,42.583,-33.208,-92.5563,-7.0771,-7.7998
14.062,42.582,-33.44,-92.5753,-7.2726,-7.9667
14.117,42.579,-33.667,-92.5903,-7.4803,-8.1513
14.171,42.578,-33.894,-92.5971,-7.7006,-8.3417
14.223,42.576,-34.12,-92.5889,-7.9464,-8.5176
14.276,42.576,-34.344,-92.5675,-8.2089,-8.6827
14.328,42.577,-34.566,-92.5312,-8.49,-8.8417
14.382,42.577,-34.785,-92.4812,-8.7837,-8.9897
14.433,42.578,-35.005,-92.4109,-9.097,-9.1137
14.482,42.582,-35.223,-92.3217,-9.4331,-9.2191
14.535,42.582,-35.439,-92.2233,-9.8008,-9.3187
14.583,42.586,-35.655,-92.1197,-10.1863,-9.4053
14.634,42.589,-35.868,-92.0043,-10.5853,-9.4637
14.688,42.588,-36.08,-91.8645,-11.0077,-9.4849
14.739,42.589,-36.292,-91.7081,-11.4401,-9.4667
14.789,42.589,-36.504,-91.5348,-11.8784,-9.3855
14.841,42.586,-36.716,-91.3455,-12.3205,-9.2376
14.891,42.586,-36.928,-91.1445,-12.7595,-9.0297
14.941,42.585,-37.14,-90.936,-13.1976,-8.7661
14.99,42.584,-37.351,-90.7196,-13.636,-8.4523
15.041,42.583,-37.563,-90.4988,-14.0747,-8.0941
15.096,42.581,-37.771,-90.2714,-14.5087,-7.6953
15.144,42.581,-37.985,-90.04,-14.9481,-7.2652
15.199,42.579,-38.195,-89.8073,-15.3841,-6.8061
15.252,42.577,-38.408,-89.573,-15.8195,-6.3294
15.301,42.578,-38.621,-89.3401,-16.243,-5.8448
15.354,42.576,-38.833,-89.1183,-16.661,-5.3716
15.409,42.572,-39.046,-88.9083,-17.0774,-4.9228
14.351,42.706,-39.536,-88.7064,-17.4796,-4.4994
15.393,42.581,-39.507,-88.5229,-17.8796,-4.1075
15.399,42.583,-39.738,-88.3508,-18.265,-3.7399
15.404,42.581,-39.969,-88.192,-18.6439,-3.3961
15.402,42.582,-40.204,-88.0479,-19.0147,-3.0715
15.397,42.582,-40.442,-87.9201,-19.3823,-2.7673
15.391,42.582,-40.681,-87.8111,-19.7428,-2.4804
15.381,42.582,-40.92,-87.7153,-20.1004,-2.211
15.371,42.578,-41.161,-87.6398,-20.4649,-1.9596
15.359,42.574,-41.401,-87.5788,-20.8315,-1.7188
15.345,42.571,-41.644,-87.5335,-21.1993,-1.4835
15.331,42.565,-41.886,-87.5022,-21.5662,-1.2415
15.315,42.561,-42.128,-87.4807,-21.9267,-0.9825
15.299,42.555,-42.37,-87.4698,-22.2889,-0.7103
15.283,42.55,-42.612,-87.4682,-22.6485,-0.4284
15.268,42.546,-42.855,-87.4759,-23.0142,-0.1465
15.253,42.541,-43.094,-87.4944,-23.3862,0.1311
15.238,42.534,-43.332,-87.5269,-23.7732,0.3952
15.226,42.533,-43.571,-87.5693,-24.1663,0.6437
15.212,42.53,-43.806,-87.6245,-24.5678,0.8744
15.201,42.528,-44.041,-87.6914,-24.9765,1.0876
15.189,42.525,-44.276,-87.7651,-25.3901,1.2857
15.177,42.522,-44.51,-87.8374,-25.7988,1.4817
15.168,42.521,-44.743,-87.9079,-26.1918,1.678
15.154,42.519,-44.972,-87.9776,-26.5641,1.8711
15.149,42.519,-45.205,-88.049,-26.9247,2.057
15.138,42.515,-45.437,-88.1214,-27.2617,2.229
15.125,42.512,-45.669,-88.1924,-27.5712,2.3845
15.116,42.508,-45.903,-88.2645,-27.8606,2.524
15.106,42.506,-46.137,-88.3371,-28.1247,2.6494
15.092,42.5,-46.371,-88.4149,-28.3667,2.7632
15.09,42.496,-46.609,-88.501,-28.5923,2.8687
15.072,42.49,-46.843,-88.5867,-28.7919,2.9689
15.055,42.484,-47.077,-88.6763,-28.972,3.0729
15.039,42.478,-47.312,-88.7695,-29.1361,3.1839
15.026,42.472,-47.547,-88.8631,-29.2891,3.3071
15.014,42.468,-47.782,-88.9552,-29.4314,3.4365
14.994,42.461,-48.016,-89.0449,-29.5676,3.5627
14.975,42.459,-48.245,-89.1324,-29.686,3.6794
14.963,42.456,-48.478,-89.2153,-29.8133,3.7802
14.944,42.452,-48.71,-89.2923,-29.9392,3.8618
14.925,42.451,-48.94,-89.3622,-30.0565,3.9241
14.91,42.452,-49.17,-89.4288,-30.172,3.9691
14.892,42.451,-49.399,-89.4903,-30.2863,3.9982
14.876,42.452,-49.628,-89.5471,-30.398,4.015
14.857,42.455,-49.855,-89.599,-30.5004,4.0221
14.836,42.458,-50.081,-89.6463,-30.6044,4.0173
14.824,42.463,-50.308,-89.6939,-30.7107,4.006
14.802,42.464,-50.534,-89.7396,-30.8199,3.9827
14.785,42.467,-50.761,-89.7826,-30.9332,3.9542
14.775,42.474,-50.985,-89.8272,-31.0447,3.9263
14.755,42.481,-51.206,-89.8747,-31.1562,3.9033
14.733,42.489,-51.426,-89.9212,-31.2705,3.8866
14.71,42.499,-51.645,-89.9644,-31.3861,3.8755
14.69,42.51,-51.863,-90.0105,-31.5126,3.8731
14.681,42.529,-52.076,-90.0546,-31.6351,3.8765
14.652,42.541,-52.289,-90.1017,-31.775,3.8881
14.618,42.554,-52.5,-90.1496,-31.9268,3.9066
14.601,42.571,-52.711,-90.2031,-32.0903,3.9363
14.565,42.586,-52.92,-90.2624,-32.2621,3.9742
14.542,42.604,-53.127,-90.3268,-32.444,4.0151
14.508,42.622,-53.332,-90.3951,-32.6315,4.058
14.476,42.643,-53.535,-90.4649,-32.8242,4.1006
14.448,42.665,-53.737,-90.541,-33.021,4.144
14.411,42.689,-53.935,-90.619,-33.2198,4.1831
14.369,42.713,-54.131,-90.6981,-33.4214,4.218
14.336,42.741,-54.326,-90.7802,-33.6246,4.254
14.292,42.767,-54.519,-90.8651,-33.834,4.2879
14.248,42.795,-54.711,-90.9495,-34.0459,4.3228
14.207,42.826,-54.9,-91.0349,-34.2619,4.3573
14.16,42.859,-55.086,-91.1195,-34.4814,4.3909
14.122,42.894,-55.27,-91.2074,-34.7127,4.4233
14.068,42.931,-55.451,-91.2934,-34.9508,4.4517
14.033,42.97,-55.631,-91.3871,-35.2057,4.4796
13.98,43.008,-55.808,-91.4895,-35.4655,4.5069
13.937,43.051,-55.981,-91.5936,-35.7402,4.5455
13.896,43.095,-56.153,-91.7037,-36.0365,4.5923
13.846,43.14,-56.321,-91.8188,-36.3495,4.6461
13.794,43.186,-56.487,-91.9337,-36.683,4.7115
13.752,43.236,-56.652,-92.049,-37.0322,4.7825
13.692,43.282,-56.814,-92.1589,-37.3988,4.8604
13.639,43.334,-56.973,-92.2644,-37.771,4.9366
13.583,43.386,-57.13,-92.3676,-38.1505,5.0084
13.531,43.441,-57.284,-92.4715,-38.5258,5.0706
13.474,43.499,-57.436,-92.5713,-38.892,5.1205
13.419,43.556,-57.586,-92.6709,-39.2551,5.1613
13.354,43.612,-57.737,-92.77,-39.6194,5.1857
13.3,43.671,-57.887,-92.8658,-39.9772,5.1986
13.24,43.731,-58.034,-92.9635,-40.3293,5.2077
13.183,43.79,-58.182,-93.0637,-40.6863,5.2127
13.122,43.851,-58.327,-93.1629,-41.0383,5.2143
13.067,43.909,-58.474,-93.2639,-41.4006,5.2164
12.999,43.971,-58.616,-93.3694,-41.755,5.2236
12.931,44.033,-58.758,-93.4807,-42.1097,5.2295
12.857,44.093,-58.9,-93.5908,-42.4745,5.227
12.816,44.161,-59.039,-93.7018,-42.8337,5.2215
12.744,44.227,-59.176,-93.8091,-43.1923,5.2108
12.693,44.294,-59.313,-93.9197,-43.5605,5.1966
12.616,44.359,-59.447,-94.0212,-43.9261,5.1778
12.55,44.426,-59.581,-94.1186,-44.2933,5.1396
12.496,44.494,-59.714,-94.2164,-44.6573,5.0926
12.437,44.563,-59.846,-94.3142,-45.0183,5.0411
12.37,44.63,-59.977,-94.4062,-45.379,4.978
12.314,44.698,-60.108,-94.4979,-45.7326,4.914
12.237,44.766,-60.236,-94.5869,-46.0771,4.8463
12.188,44.835,-60.365,-94.6721,-46.4271,4.7704
12.129,44.902,-60.494,-94.7508,-46.7749,4.6855
12.058,44.966,-60.622,-94.8241,-47.1215,4.5921
12.002,45.029,-60.753,-94.8894,-47.4736,4.4902
11.941,45.091,-60.882,-94.9495,-47.8196,4.3801
11.885,45.159,-61.008,-95.0017,-48.1516,4.2632
11.83,45.224,-61.135,-95.0517,-48.4823,4.1394
11.76,45.285,-61.261,-95.0947,-48.8093,4.0059
11.713,45.353,-61.384,-95.132,-49.1207,3.8692
11.666,45.417,-61.51,-95.1671,-49.4382,3.7275
11.592,45.48,-61.633,-95.2001,-49.7414,3.5836
11.542,45.539,-61.758,-95.234,-50.0537,3.4371
11.485,45.599,-61.883,-95.2665,-50.3567,3.2912
11.418,45.662,-62.004,-95.2993,-50.6399,3.1459
11.374,45.721,-62.128,-95.3401,-50.9328,3.0083
11.312,45.776,-62.252,-95.3823,-51.2224,2.878
11.273,45.832,-62.377,-95.4325,-51.5115,2.7642
11.204,45.889,-62.495,-95.4946,-51.7779,2.6766
11.14,45.942,-62.617,-95.5535,-52.0493,2.5761
11.091,45.996,-62.739,-95.6134,-52.319,2.4779
11.019,46.049,-62.859,-95.6724,-52.5817,2.3844
10.952,46.1,-62.979,-95.7357,-52.8477,2.2938
10.898,46.148,-63.101,-95.8036,-53.1157,2.2096
10.842,46.195,-63.224,-95.8699,-53.3834,2.121
10.777,46.243,-63.346,-95.9307,-53.6396,2.028
10.714,46.291,-63.467,-95.9915,-53.8907,1.9325
10.64,46.336,-63.588,-96.0589,-54.1402,1.8429
10.575,46.384,-63.707,-96.1282,-54.3734,1.7551
10.519,46.432,-63.828,-96.1938,-54.6117,1.6581
10.452,46.476,-63.95,-96.2618,-54.8512,1.5645
10.393,46.519,-64.072,-96.3232,-55.0884,1.4655
10.323,46.561,-64.194,-96.3799,-55.3222,1.3642
10.265,46.601,-64.317,-96.4274,-55.5616,1.2632
10.185,46.64,-64.44,-96.4729,-55.795,1.1647
10.129,46.674,-64.566,-96.5182,-56.044,1.0748
10.066,46.715,-64.689,-96.5435,-56.2759,0.9709
9.992,46.752,-64.812,-96.5657,-56.5057,0.8699
9.923,46.782,-64.941,-96.5865,-56.7514,0.7686
9.87,46.819,-65.066,-96.607,-56.9753,0.6728
9.804,46.851,-65.192,-96.6223,-57.201,0.5811
9.751,46.887,-65.318,-96.6407,-57.4238,0.5006
9.668,46.912,-65.445,-96.6634,-57.6556,0.4278
9.599,46.947,-65.569,-96.6824,-57.8608,0.3545
9.555,46.98,-65.694,-96.6973,-58.0708,0.2751
9.491,47.012,-65.82,-96.7064,-58.2776,0.1923
9.427,47.041,-65.947,-96.7119,-58.4858,0.1056
9.345,47.071,-66.073,-96.711,-58.6893,0.0114
9.289,47.105,-66.198,-96.7089,-58.8814,-0.082
9.234,47.135,-66.326,-96.7,-59.0781,-0.1831
9.16,47.162,-66.453,-96.6794,-59.2739,-0.2954
9.087,47.187,-66.582,-96.6549,-59.4683,-0.4097
9.021,47.205,-66.716,-96.6172,-59.6751,-0.535
8.994,47.236,-66.846,-96.579,-59.8628,-0.661
8.901,47.255,-66.977,-96.5383,-60.0506,-0.7915
8.856,47.28,-67.109,-96.4913,-60.2346,-0.9292
8.778,47.299,-67.241,-96.4353,-60.4171,-1.0744
8.726,47.325,-67.372,-96.3724,-60.5898,-1.2246
8.656,47.346,-67.504,-96.3049,-60.7593,-1.3786
8.592,47.373,-67.635,-96.2361,-60.9164,-1.5337
8.534,47.39,-67.771,-96.1662,-61.0873,-1.6859
8.473,47.408,-67.905,-96.0851,-61.25,-1.847
8.402,47.43,-68.038,-95.9976,-61.3979,-2.0153
8.356,47.448,-68.175,-95.9083,-61.5571,-2.1862
8.285,47.465,-68.311,-95.8108,-61.7092,-2.3649
8.233,47.478,-68.45,-95.7291,-61.8676,-2.5311
8.194,47.498,-68.588,-95.6456,-62.0209,-2.6955
8.121,47.506,-68.728,-95.5677,-62.1791,-2.8575
8.051,47.517,-68.866,-95.501,-62.3297,-3.0162
7.991,47.528,-69.007,-95.4308,-62.481,-3.1798
7.917,47.538,-69.146,-95.3836,-62.6273,-3.323
7.811,47.533,-69.289,-95.3451,-62.7848,-3.4662
7.772,47.538,-69.433,-95.3222,-62.9418,-3.5927
7.739,47.554,-69.572,-95.3004,-63.081,-3.7181
7.67,47.563,-69.711,-95.2871,-63.2227,-3.8352
7.605,47.576,-69.848,-95.2907,-63.3608,-3.9371
7.528,47.591,-69.984,-95.3012,-63.4922,-4.0352
7.471,47.604,-70.121,-95.3242,-63.636,-4.1211
7.417,47.617,-70.259,-95.3364,-63.7857,-4.2218
7.353,47.632,-70.397,-95.3456,-63.94,-4.3255
7.281,47.645,-70.534,-95.3391,-64.1002,-4.445
7.237,47.656,-70.674,-95.3319,-64.2757,-4.5647
7.154,47.669,-70.811,-95.322,-64.4452,-4.6889
7.09,47.678,-70.951,-95.2731,-64.626,-4.8576
7.049,47.698,-71.088,-95.2335,-64.8062,-5.0036
6.973,47.711,-71.226,-95.1841,-64.9888,-5.1631
6.888,47.714,-71.368,-95.1137,-65.1839,-5.3429
6.843,47.734,-71.506,-95.0368,-65.3648,-5.5237
6.759,47.76,-71.638,-94.9414,-65.5223,-5.7253
6.73,47.781,-71.777,-94.8572,-65.7019,-5.9136
6.72,47.806,-71.916,-94.7645,-65.8752,-6.1133
6.638,47.824,-72.054,-94.676,-66.0436,-6.3032
6.563,47.839,-72.195,-94.578,-66.2176,-6.5005
6.488,47.852,-72.336,-94.4762,-66.3882,-6.6956
6.44,47.869,-72.479,-94.373,-66.5582,-6.891
6.418,47.874,-72.626,-94.2827,-66.7455,-7.0697
6.32,47.881,-72.768,-94.1967,-66.9083,-7.2404
6.275,47.902,-72.909,-94.1157,-67.0606,-7.4024
6.234,47.916,-73.053,-94.0308,-67.2174,-7.5719
6.175,47.925,-73.198,-93.9556,-67.3795,-7.7328
6.115,47.935,-73.342,-93.8831,-67.5292,-7.8924
6.069,47.947,-73.486,-93.8165,-67.6815,-8.0474
6.024,47.957,-73.631,-93.7498,-67.8336,-8.2044
5.99,47.966,-73.777,-93.6868,-67.9874,-8.3592
5.958,47.974,-73.923,-93.6246,-68.1414,-8.5148
5.927,47.981,-74.07,-93.5648,-68.2966,-8.6694
5.828,47.989,-74.212,-93.4615,-68.4591,-8.9009
5.758,48.018,-74.349,-93.295,-68.5697,-9.1769
5.731,48.039,-74.49,-93.1767,-68.6966,-9.398
5.674,48.055,-74.632,-93.0233,-68.822,-9.6578
5.618,48.078,-74.77,-92.8676,-68.9334,-9.9273
5.576,48.092,-74.913,-92.6916,-69.056,-10.2164
5.521,48.097,-75.061,-92.4638,-69.2009,-10.5596
5.474,48.112,-75.204,-92.2439,-69.3189,-10.8953
5.443,48.126,-75.347,-92.0107,-69.4359,-11.2532
5.388,48.128,-75.495,-91.7721,-69.5677,-11.622
5.343,48.136,-75.641,-91.5433,-69.6856,-11.9883
5.278,48.141,-75.786,-91.3045,-69.7999,-12.3729
5.244,48.152,-75.93,-91.0597,-69.908,-12.7681
5.212,48.176,-76.067,-90.7974,-69.9862,-13.1874
5.148,48.178,-76.211,-90.527,-70.0906,-13.6157
5.128,48.178,-76.36,-90.2829,-70.2052,-14.0152
5.08,48.181,-76.506,-90.0031,-70.3035,-14.4538
5.032,48.184,-76.652,-89.7072,-70.3915,-14.9051
4.982,48.184,-76.799,-89.4015,-70.4771,-15.3634
4.956,48.191,-76.944,-89.1157,-70.5497,-15.7975
4.916,48.192,-77.091,-88.8292,-70.6176,-16.2271
4.87,48.192,-77.237,-88.5395,-70.6801,-16.6576
4.817,48.19,-77.384,-88.2566,-70.7393,-17.0775
4.797,48.185,-77.535,-87.9501,-70.8134,-17.5131
4.729,48.177,-77.684,-87.6566,-70.8658,-17.9328
4.694,48.179,-77.83,-87.3664,-70.9063,-18.3412
4.663,48.18,-77.977,-87.0649,-70.9445,-18.7583
4.603,48.175,-78.125,-86.7581,-70.9846,-19.1723
4.562,48.171,-78.273,-86.4432,-71.0279,-19.5879
4.522,48.168,-78.419,-86.1275,-71.0608,-20.0014
4.475,48.17,-78.563,-85.8384,-71.079,-20.3824
4.452,48.173,-78.707,-85.5422,-71.1059,-20.7658
4.422,48.175,-78.849,-85.2449,-71.1195,-21.1394
4.385,48.184,-78.989,-84.9632,-71.1215,-21.4958
4.363,48.186,-79.135,-84.6386,-71.1461,-21.8888
4.294,48.185,-79.28,-84.322,-71.1644,-22.2684
4.274,48.188,-79.424,-84.0054,-71.185,-22.6404
4.255,48.182,-79.572,-83.6564,-71.2215,-23.0446
4.171,48.18,-79.716,-83.3406,-71.2318,-23.4045
4.164,48.189,-79.856,-83.0644,-71.2349,-23.7158
4.11,48.188,-79.993,-82.7881,-71.2464,-24.032
4.075,48.194,-80.123,-82.5185,-71.2527,-24.3342
4.044,48.203,-80.246,-82.2772,-71.2462,-24.6051
3.975,48.205,-80.365,-82.0591,-71.2453,-24.8482
3.973,48.218,-80.478,-81.8511,-71.2395,-25.0776
3.926,48.223,-80.589,-81.6558,-71.2391,-25.2918
3.895,48.229,-80.695,-81.4824,-71.237,-25.4866
3.872,48.24,-80.797,-81.3389,-71.2227,-25.6461
3.829,48.244,-80.899,-81.1968,-71.2218,-25.8051
3.807,48.25,-81,-81.049,-71.2205,-25.9689
3.767,48.252,-81.103,-80.9077,-71.2201,-26.124
3.713,48.251,-81.204,-80.8246,-71.2255,-26.2111
3.709,48.26,-81.299,-80.7173,-71.2209,-26.3289
3.677,48.264,-81.395,-80.5969,-71.2176,-26.458
3.651,48.265,-81.488,-80.501,-71.2187,-26.558
3.638,48.276,-81.575,-80.3976,-71.2074,-26.6664
3.603,48.272,-81.666,-80.3011,-71.2164,-26.7672
3.587,48.271,-81.755,-80.1899,-71.2258,-26.8862
3.533,48.273,-81.843,-80.0903,-71.2218,-26.9945
3.472,48.275,-81.934,-79.9877,-71.2182,-27.1106
3.454,48.284,-82.028,-79.8968,-71.215,-27.216
3.428,48.289,-82.128,-79.8162,-71.2102,-27.3129
3.394,48.294,-82.232,-79.7322,-71.2073,-27.4178
3.367,48.3,-82.341,-79.6056,-71.2068,-27.5697
3.304,48.3,-82.456,-79.5033,-71.2065,-27.6956
3.274,48.306,-82.573,-79.4028,-71.205,-27.8255
3.275,48.31,-82.697,-79.2865,-71.2165,-27.9737
3.181,48.305,-82.824,-79.1921,-71.2178,-28.1071
3.15,48.314,-82.952,-79.0898,-71.2129,-28.2532
3.106,48.32,-83.084,-78.9848,-71.2106,-28.4084
3.048,48.324,-83.219,-78.89,-71.208,-28.5597
3.023,48.325,-83.359,-78.7784,-71.2149,-28.7321
2.967,48.327,-83.501,-78.6809,-71.2159,-28.8972
2.922,48.335,-83.642,-78.5786,-71.2082,-29.0695
2.909,48.343,-83.787,-78.4617,-71.2092,-29.2607
2.779,48.346,-83.932,-78.3569,-71.2043,-29.4457
2.79,48.365,-84.076,-78.2491,-71.1997,-29.6389
2.744,48.367,-84.227,-78.1303,-71.2094,-29.8462
2.684,48.379,-84.375,-78.0368,-71.206,-30.0282
2.656,48.388,-84.525,-77.9159,-71.2108,-30.2411
2.588,48.405,-84.671,-77.8157,-71.1967,-30.438
2.57,48.426,-84.818,-77.6887,-71.1844,-30.6588
2.55,48.432,-84.972,-77.541,-71.1973,-30.896
2.494,48.434,-85.126,-77.3908,-71.2084,-31.1362
2.465,48.439,-85.281,-77.1997,-71.2202,-31.414
2.354,48.43,-85.44,-77.004,-71.233,-31.6963
2.35,48.427,-85.599,-76.7754,-71.2526,-32.015
2.332,48.427,-85.756,-76.5587,-71.2613,-32.3181
2.273,48.427,-85.913,-76.333,-71.266,-32.6282
2.235,48.426,-86.07,-76.0956,-71.2718,-32.9498
2.246,48.448,-86.22,-75.8804,-71.2561,-33.2488
2.153,48.442,-86.379,-75.6142,-71.2585,-33.5974
2.111,48.444,-86.535,-75.3582,-71.2563,-33.937
2.079,48.443,-86.694,-75.0739,-71.2583,-34.306
2.018,48.436,-86.852,-74.796,-71.2578,-34.6689
1.981,48.439,-87.008,-74.5542,-71.2476,-34.9994
1.94,48.436,-87.164,-74.2682,-71.2437,-35.3732
1.931,48.442,-87.319,-73.9851,-71.235,-35.7443
1.883,48.436,-87.478,-73.6764,-71.2345,-36.1465
1.836,48.429,-87.635,-73.3654,-71.2345,-36.5476
1.826,48.422,-87.794,-73.0282,-71.2373,-36.9726
1.744,48.412,-87.952,-72.7157,-71.2327,-37.3713
1.687,48.392,-88.113,-72.4169,-71.2431,-37.7455
1.67,48.393,-88.268,-72.0737,-71.224,-38.1703
1.523,48.359,-88.431,-71.7148,-71.2238,-38.6012
1.542,48.335,-88.592,-71.3661,-71.2369,-39.022
1.551,48.333,-88.746,-71.0515,-71.2213,-39.4085
1.476,48.324,-88.901,-70.7574,-71.2047,-39.7689
1.462,48.326,-89.053,-70.4699,-71.1864,-40.1275
1.349,48.314,-89.208,-70.2026,-71.1693,-40.4584
1.391,48.329,-89.356,-69.916,-71.1481,-40.8118
1.345,48.329,-89.508,-69.6232,-71.1302,-41.1656
1.296,48.328,-89.661,-69.3308,-71.1162,-41.5186
1.26,48.334,-89.811,-69.0527,-71.0975,-41.8542
1.243,48.319,-89.969,-68.7414,-71.1065,-42.2235
1.18,48.316,-90.119,-68.4744,-71.0928,-42.5488
1.135,48.312,-90.267,-68.1879,-71.0698,-42.8954
1.072,48.308,-90.415,-67.9358,-71.0535,-43.2048
1.014,48.314,-90.561,-67.6892,-71.0271,-43.4995
0.985,48.307,-90.71,-67.4426,-71.0147,-43.795
0.91,48.306,-90.855,-67.2388,-70.9908,-44.0521
0.887,48.312,-91,-67.0499,-70.9676,-44.2917
0.829,48.315,-91.146,-66.8454,-70.9358,-44.5554
0.838,48.321,-91.29,-66.652,-70.9064,-44.8091
0.784,48.332,-91.432,-66.5239,-70.864,-44.9952
0.695,48.334,-91.578,-66.3712,-70.8334,-45.209
0.665,48.343,-91.719,-66.2262,-70.7899,-45.4257
0.621,48.349,-91.863,-66.0636,-70.7504,-45.6631
0.451,48.354,-92.004,-65.984,-70.6884,-45.8276
0.424,48.379,-92.138,-65.9124,-70.617,-45.9885
0.444,48.39,-92.276,-65.7951,-70.5747,-46.1977
0.393,48.387,-92.419,-65.6778,-70.535,-46.4148
0.348,48.388,-92.563,-65.5442,-70.4929,-46.6457
0.231,48.384,-92.707,-65.443,-70.4386,-46.8478
0.213,48.381,-92.847,-65.3098,-70.39,-47.0884
0.191,48.38,-92.988,-65.1936,-70.3373,-47.3192
0.142,48.369,-93.131,-65.07,-70.2854,-47.563
0.109,48.364,-93.272,-64.9826,-70.2294,-47.7704
0.062,48.377,-93.407,-64.9406,-70.1391,-47.9278
0.004,48.368,-93.548,-64.8477,-70.0744,-48.132
-0.056,48.381,-93.681,-64.7326,-69.9761,-48.3704
-0.099,48.375,-93.818,-64.663,-69.901,-48.5431
-0.13,48.365,-93.955,-64.602,-69.8282,-48.7186
-0.172,48.361,-94.091,-64.5465,-69.7441,-48.8909
-0.225,48.352,-94.227,-64.5059,-69.6545,-49.0448
-0.304,48.329,-94.369,-64.3783,-69.5852,-49.2903
-0.349,48.327,-94.498,-64.3473,-69.4757,-49.4325
-0.356,48.323,-94.628,-64.3079,-69.3716,-49.5853
-0.41,48.299,-94.765,-64.2514,-69.2856,-49.7527
-0.504,48.281,-94.897,-64.2726,-69.1842,-49.8387
-0.527,48.275,-95.023,-64.3097,-69.0683,-49.9082
-0.599,48.263,-95.152,-64.3334,-68.9466,-49.9919
-0.719,48.241,-95.284,-64.3451,-68.8456,-50.0877
-0.77,48.22,-95.414,-64.3505,-68.7428,-50.185
-0.769,48.212,-95.536,-64.4627,-68.6146,-50.176
-0.817,48.201,-95.659,-64.5923,-68.4802,-50.1475
-0.832,48.196,-95.778,-64.7494,-68.3394,-50.0935
-0.94,48.184,-95.898,-64.8771,-68.1843,-50.0725
-0.952,48.184,-96.011,-65.0736,-68.0263,-49.9803
-0.974,48.176,-96.125,-65.2926,-67.8649,-49.8595
-1.055,48.162,-96.242,-65.5257,-67.7026,-49.7258
-1.088,48.155,-96.354,-65.7775,-67.5306,-49.5719
-1.153,48.129,-96.472,-65.9944,-67.3858,-49.4551
-1.18,48.123,-96.58,-66.2909,-67.2065,-49.2548
-1.266,48.109,-96.691,-66.6213,-67.0369,-49.0143
-1.294,48.105,-96.795,-66.9398,-66.8493,-48.8024
-1.331,48.094,-96.901,-67.295,-66.6709,-48.5522
-1.374,48.087,-97.004,-67.6871,-66.4811,-48.2659
-1.451,48.073,-97.108,-68.069,-66.2931,-47.9898
-1.492,48.074,-97.205,-68.5212,-66.0886,-47.6362
-1.568,48.059,-97.306,-68.9163,-65.8931,-47.3506
-1.555,48.061,-97.395,-69.3697,-65.6807,-47.0097
-1.607,48.064,-97.484,-69.8646,-65.4567,-46.6323
-1.678,48.05,-97.58,-70.2869,-65.2597,-46.3329
-1.774,48.036,-97.673,-70.7077,-65.0611,-46.0347
-1.788,48.041,-97.758,-71.1482,-64.8499,-45.734
-1.81,48.023,-97.842,-71.527,-64.6548,-45.4992
-1.907,48.009,-97.931,-71.966,-64.4541,-45.2035
-1.997,48.002,-98.016,-72.4138,-64.2475,-44.905
-2.088,48.001,-98.098,-72.8414,-64.0366,-44.629
-2.098,48.003,-98.177,-73.2876,-63.8313,-44.3408
-2.18,48.009,-98.254,-73.7554,-63.6007,-44.031
-2.237,48.011,-98.332,-74.1664,-63.3948,-43.7835
-2.307,48.011,-98.409,-74.5687,-63.1927,-43.5445
