 X, Y, Z,Yaw,Pitch, Roll
10.519,77.925,-64.851,12.8445,29.1448,5.1511
10.582,78.254,-64.95,12.7717,29.5544,4.822
10.512,78.567,-65.049,12.6844,29.9677,4.4846
10.337,78.862,-65.146,12.5645,30.383,4.1416
10.224,79.158,-65.247,12.428,30.7904,3.7941
10.171,79.466,-65.349,12.2788,31.1997,3.4364
10.057,79.764,-65.407,12.1254,31.5544,3.1394
9.898,80.049,-65.503,11.9435,31.9506,2.7917
9.894,80.362,-65.6,11.7703,32.3281,2.4456
9.801,80.653,-65.705,11.5836,32.7065,2.0932
9.647,80.938,-65.81,11.3994,33.0783,1.7452
9.576,81.258,-65.893,11.2311,33.4185,1.4342
9.615,81.56,-66.016,11.0273,33.7703,1.0875
9.414,81.832,-66.127,10.8379,34.1102,0.757
9.337,82.125,-66.244,10.661,34.4422,0.442
9.192,82.402,-66.357,10.4812,34.7565,0.1433
9.143,82.693,-66.477,10.3193,35.056,-0.131
9.079,82.992,-66.589,10.1592,35.3427,-0.3778
8.909,83.281,-66.687,10.0225,35.6041,-0.5855
8.835,83.578,-66.799,9.8884,35.8674,-0.7918
8.56,83.842,-66.927,9.7572,36.1507,-1.0084
8.434,84.115,-67.054,9.6128,36.4178,-1.2004
8.435,84.407,-67.18,9.4864,36.6486,-1.3621
8.25,84.647,-67.353,9.334,36.9082,-1.5703
8.108,84.907,-67.493,9.2058,37.123,-1.718
8.044,85.159,-67.652,9.0494,37.3316,-1.8726
7.918,85.415,-67.809,8.9025,37.5348,-2.0058
7.888,85.694,-67.945,8.7579,37.7147,-2.1135
7.825,85.966,-68.081,8.6071,37.8865,-2.2021
7.648,86.218,-68.219,8.4238,38.0631,-2.2757
7.691,86.462,-68.404,8.1864,38.2573,-2.368
7.454,86.698,-68.543,7.9714,38.4181,-2.3689
7.37,86.964,-68.675,7.7514,38.5694,-2.3303
7.277,87.211,-68.828,7.4929,38.7212,-2.3296
7.15,87.458,-68.977,7.2338,38.864,-2.3289
7.041,87.677,-69.159,6.9082,39.0213,-2.3911
7.144,87.945,-69.318,6.6037,39.1395,-2.4288
6.719,88.137,-69.484,6.3161,39.2614,-2.5201
6.764,88.384,-69.651,5.9815,39.3811,-2.6168
6.706,88.616,-69.815,5.6305,39.4833,-2.7418
6.703,88.838,-70.013,5.2372,39.5871,-2.9284
6.622,89.059,-70.179,4.8269,39.6773,-3.132
6.532,89.261,-70.355,4.379,39.764,-3.3985
6.484,89.47,-70.528,3.9023,39.8531,-3.7028
6.311,89.668,-70.701,3.3963,39.9425,-4.0612
6.31,89.874,-70.878,2.8478,40.035,-4.4795
6.232,90.063,-71.058,2.2493,40.1248,-4.9441
6.099,90.235,-71.224,1.6192,40.2017,-5.4589
6.116,90.423,-71.411,0.9443,40.2976,-6.0364
6.238,90.607,-71.624,0.2486,40.3862,-6.6673
6.125,90.776,-71.808,-0.4481,40.4654,-7.2951
6.022,90.936,-72.011,-1.2192,40.5558,-7.9668
5.966,91.087,-72.221,-2.0103,40.6341,-8.6742
5.813,91.235,-72.427,-2.797,40.7097,-9.3901
6.029,91.4,-72.689,-3.6178,40.7837,-10.1658
5.781,91.525,-72.898,-4.3875,40.8274,-10.8689
5.737,91.672,-73.119,-5.1458,40.8675,-11.5794
5.575,91.805,-73.339,-5.8646,40.9019,-12.2756
5.499,91.948,-73.569,-6.5371,40.9344,-12.9409
5.543,92.097,-73.809,-7.1502,40.9628,-13.5809
5.382,92.209,-74.057,-7.7275,40.986,-14.1683
5.517,92.368,-74.312,-8.192,40.9948,-14.641
5.277,92.483,-74.586,-8.6485,41.0627,-15.0706
5.192,92.612,-74.864,-9.0507,41.1427,-15.4246
5.072,92.746,-75.142,-9.3739,41.2219,-15.6673
5.075,92.898,-75.425,-9.6329,41.3319,-15.8035
4.986,93.039,-75.709,-9.8209,41.4532,-15.8214
4.966,93.191,-76.005,-9.9548,41.5904,-15.746
4.657,93.314,-76.28,-10.0068,41.7382,-15.5548
4.791,93.484,-76.566,-10.0102,41.8748,-15.2489
4.711,93.625,-76.876,-10.004,42.0273,-14.8932
4.83,93.773,-77.209,-9.9564,42.1733,-14.4854
4.566,93.879,-77.559,-9.8716,42.3356,-14.0648
4.263,94.047,-77.827,-9.6439,42.4433,-13.5031
4.317,94.218,-78.149,-9.5002,42.5878,-13.0393
4.31,94.36,-78.489,-9.3976,42.7214,-12.6592
4.309,94.495,-78.842,-9.2981,42.8533,-12.3388
4.277,94.612,-79.211,-9.2398,42.9919,-12.0888
3.584,94.714,-79.5,-9.0967,43.0969,-11.7837
3.956,94.867,-79.869,-9.0376,43.2399,-11.6058
4.091,94.994,-80.256,-8.9871,43.3815,-11.4512
3.961,95.091,-80.651,-8.9383,43.527,-11.3304
4.059,95.191,-81.074,-8.9197,43.6857,-11.2346
4.21,95.323,-81.462,-8.8514,43.8139,-11.0384
3.923,95.352,-81.919,-8.8574,43.9877,-10.9633
3.905,95.44,-82.36,-8.8279,44.1703,-10.8353
3.833,95.499,-82.836,-8.8188,44.3625,-10.7227
3.836,95.565,-83.308,-8.8137,44.5623,-10.5808
3.84,95.65,-83.774,-8.7741,44.7377,-10.356
3.816,95.699,-84.261,-8.7573,44.9361,-10.1883
3.399,95.692,-84.774,-8.775,45.1647,-10.1296
3.742,95.784,-85.28,-8.759,45.3946,-10.0072
3.872,95.84,-85.78,-8.7408,45.6074,-9.8894
3.751,95.884,-86.254,-8.7004,45.8255,-9.7957
3.55,95.899,-86.768,-8.7124,46.047,-9.7572
3.77,95.922,-87.315,-8.7581,46.2768,-9.7872
3.454,95.918,-87.849,-8.7982,46.4978,-9.8263
3.972,95.996,-88.465,-8.7641,46.7473,-9.932
3.56,95.961,-89.055,-8.8443,46.9921,-10.0781
3.586,95.965,-89.61,-8.9696,47.2162,-10.258
3.438,95.948,-90.163,-9.108,47.4363,-10.4976
3.547,95.951,-90.714,-9.2777,47.666,-10.7799
2.965,95.916,-91.271,-9.4898,47.8949,-11.1525
3.25,95.93,-91.827,-9.7236,48.135,-11.5638
3.51,95.908,-92.403,-9.9919,48.3692,-12.029
3.359,95.853,-92.984,-10.2617,48.6054,-12.509
3.573,95.81,-93.571,-10.5662,48.8505,-13.0463
3.566,95.741,-94.163,-10.8922,49.1207,-13.6987
3.615,95.692,-94.726,-11.2652,49.3696,-14.3215
3.496,95.622,-95.303,-11.6016,49.614,-14.9114
3.406,95.531,-95.899,-11.9728,49.8674,-15.5542
3.259,95.41,-96.516,-12.4244,50.1389,-16.3114
3.419,95.321,-97.147,-12.884,50.4212,-17.1016
3.569,95.214,-97.757,-13.3878,50.6703,-17.8925
3.427,95.032,-98.446,-13.9992,50.9858,-18.8496
3.548,94.91,-99.059,-14.5615,51.2116,-19.7335
3.669,94.75,-99.696,-15.1738,51.455,-20.6739
3.622,94.597,-100.307,-15.8061,51.6988,-21.6068
3.6,94.445,-100.917,-16.4374,51.9102,-22.5674
3.558,94.263,-101.513,-17.1166,52.1067,-23.5422
3.732,94.108,-102.126,-17.844,52.3154,-24.6078
3.325,93.813,-102.815,-18.6749,52.5763,-25.816
3.566,93.625,-103.435,-19.4658,52.7663,-26.9552
3.653,93.431,-104.05,-20.2984,52.9358,-28.1259
3.577,93.228,-104.665,-21.1543,53.1267,-29.3444
3.71,93.053,-105.267,-22.0446,53.3078,-30.5975
3.822,92.883,-105.863,-22.9619,53.497,-31.8929
3.934,92.722,-106.453,-23.91,53.6794,-33.2233
3.816,92.489,-107.054,-25.0652,53.8515,-34.8145
3.86,92.257,-107.639,-26.0557,53.9424,-36.2066
3.893,92.001,-108.24,-27.1044,54.0396,-37.6466
3.767,91.76,-108.793,-28.1545,54.1021,-39.0612
3.713,91.512,-109.352,-29.1981,54.1519,-40.5407
3.844,91.256,-109.931,-30.2938,54.1724,-42.092
3.874,90.97,-110.531,-31.4418,54.1874,-43.729
3.868,90.668,-111.112,-32.596,54.1617,-45.3653
4.149,90.398,-111.68,-33.7548,54.1156,-47.032
4.029,90.067,-112.268,-34.9961,54.0524,-48.7923
4.569,89.764,-112.815,-36.2015,53.9254,-50.5304
4.373,89.416,-113.398,-37.5148,53.8278,-52.3806
4.189,89.034,-113.98,-38.8122,53.6752,-54.2142
4.308,88.655,-114.568,-40.1204,53.4762,-56.1126
4.246,88.298,-115.13,-41.4365,53.3034,-57.9469
4.262,87.912,-115.693,-42.7666,53.0679,-59.8052
4.5,87.583,-116.227,-44.0957,52.8253,-61.6819
4.791,87.124,-116.811,-45.4358,52.4722,-63.6391
4.243,86.689,-117.384,-46.8075,52.1212,-65.564
4.33,86.307,-117.92,-48.2032,51.7319,-67.556
4.151,85.893,-118.452,-49.6073,51.2795,-69.542
4.426,85.523,-118.941,-51.011,50.8139,-71.5868
4.361,85.107,-119.431,-52.392,50.23,-73.5995
4.006,84.683,-119.92,-53.7735,49.5948,-75.6083
4.481,84.305,-120.375,-55.156,48.9302,-77.7078
4.4,83.866,-120.86,-56.542,48.1983,-79.8462
4.485,83.457,-121.301,-57.8674,47.4413,-81.9458
4.614,82.979,-121.762,-59.1624,46.5788,-84.0891
4.307,82.505,-122.225,-60.422,45.7296,-86.1253
4.479,82.084,-122.657,-61.5896,44.8538,-88.0555
4.383,81.658,-123.085,-62.7069,43.973,-89.9142
4.529,81.216,-123.498,-63.7717,43.0495,-91.7294
4.603,80.746,-123.924,-64.7862,42.0717,-93.4501
4.633,80.327,-124.305,-65.7468,41.1213,-95.1295
4.606,79.901,-124.687,-66.6542,40.1468,-96.7616
4.743,79.509,-125.025,-67.5012,39.1581,-98.3148
4.523,79.042,-125.399,-68.3227,38.1216,-99.848
4.465,78.651,-125.732,-69.0924,37.0999,-101.2376
4.649,78.228,-126.057,-69.8215,36.008,-102.6884
4.328,77.797,-126.381,-70.5128,34.9164,-104.056
4.492,77.403,-126.676,-71.1495,33.817,-105.4378
4.074,76.93,-127.005,-71.747,32.6647,-106.711
4.412,76.528,-127.253,-72.2918,31.4959,-107.9453
4.585,76.103,-127.51,-72.776,30.2969,-109.1452
4.464,75.677,-127.774,-73.2104,29.1001,-110.336
4.619,75.258,-128.01,-73.5864,27.8632,-111.5096
4.401,74.811,-128.283,-73.9096,26.6062,-112.4978
4.767,74.411,-128.479,-74.1992,25.3382,-113.5778
4.914,74.005,-128.662,-74.4292,24.0831,-114.6685
4.673,73.527,-128.891,-74.6293,22.7621,-115.7164
4.694,73.071,-129.096,-74.7715,21.4495,-116.7358
4.58,72.652,-129.268,-74.8977,20.1723,-117.6318
4.497,72.187,-129.439,-74.9792,18.8645,-118.5064
4.826,71.76,-129.583,-75.0238,17.5359,-119.373
4.906,71.326,-129.717,-75.0417,16.2218,-120.1968
4.967,70.902,-129.835,-75.0432,14.9304,-120.9492
5.056,70.493,-129.931,-75.0025,13.6677,-121.7
4.89,70.064,-130.046,-74.9348,12.4003,-122.3941
5.007,69.723,-130.097,-74.798,11.2224,-123.1487
4.832,69.293,-130.19,-74.6832,9.974,-123.7415
4.709,68.86,-130.276,-74.5503,8.7068,-124.3126
5.086,68.444,-130.322,-74.3592,7.4313,-124.9248
5.027,68.004,-130.384,-74.1728,6.1708,-125.4354
4.845,67.589,-130.429,-73.9762,4.9262,-125.8819
5.037,67.166,-130.441,-73.7251,3.6786,-126.3642
5.093,66.808,-130.418,-73.4449,2.4761,-126.8259
5.159,66.395,-130.4,-73.1568,1.1986,-127.2413
5.28,65.999,-130.37,-72.8448,-0.065,-127.6463
5.322,65.587,-130.359,-72.5014,-1.3449,-128.0351
5.545,65.213,-130.304,-72.1296,-2.5971,-128.4195
5.956,64.925,-130.18,-71.6762,-3.7566,-128.8109
5.742,64.509,-130.146,-71.291,-5.035,-129.128
5.607,64.036,-130.095,-70.9778,-6.4027,-129.3126
6.102,63.719,-129.952,-70.5755,-7.6478,-129.5513
6.216,63.385,-129.822,-70.161,-8.8773,-129.768
6.324,63.048,-129.697,-69.7238,-10.1023,-129.9767
6.5,62.731,-129.542,-69.2697,-11.3128,-130.1565
6.679,62.414,-129.375,-68.8292,-12.5172,-130.2926
6.861,62.108,-129.194,-68.3851,-13.7246,-130.407
7.178,61.783,-129.003,-67.9193,-14.9445,-130.5399
7.273,61.43,-128.809,-67.5102,-16.2047,-130.5741
7.501,61.14,-128.578,-67.0484,-17.3987,-130.6342
7.658,60.814,-128.353,-66.5856,-18.6205,-130.6826
8.044,60.538,-128.098,-66.1183,-19.8238,-130.7209
7.869,60.095,-127.928,-65.7715,-21.2165,-130.6234
8.435,59.806,-127.649,-65.3509,-22.4781,-130.5678
8.841,59.56,-127.344,-64.8571,-23.6677,-130.5515
9.185,59.258,-127.047,-64.3677,-24.9205,-130.4986
9.453,59.01,-126.731,-63.8451,-26.0985,-130.4534
9.86,58.741,-126.393,-63.3253,-27.3408,-130.3792
10.139,58.479,-126.041,-62.7791,-28.538,-130.3245
10.115,58.248,-125.7,-62.2718,-29.6979,-130.2062
10.18,58.02,-125.35,-61.7789,-30.8511,-130.0672
10.543,57.811,-124.965,-61.2961,-31.9886,-129.89
10.767,57.569,-124.584,-60.9023,-33.1655,-129.62
11.105,57.372,-124.184,-60.4558,-34.2407,-129.3746
11.37,57.208,-123.762,-59.9859,-35.2219,-129.1236
11.506,57.013,-123.351,-59.5553,-36.2348,-128.8195
11.666,56.823,-122.939,-59.1522,-37.2276,-128.4901
11.868,56.61,-122.542,-58.7388,-38.2224,-128.1569
12.203,56.434,-122.11,-58.3746,-39.1886,-127.8047
12.462,56.239,-121.678,-58.0191,-40.1582,-127.4665
12.653,56.071,-121.239,-57.6735,-41.0932,-127.1428
12.947,55.906,-120.78,-57.3649,-42.0324,-126.82
13.415,55.75,-120.299,-56.9941,-42.9622,-126.5676
13.436,55.598,-119.843,-56.7125,-43.8945,-126.274
13.682,55.455,-119.362,-56.4658,-44.8357,-125.982
13.924,55.32,-118.881,-56.2419,-45.7802,-125.7092
14.024,55.201,-118.388,-56.0731,-46.7082,-125.4354
14.366,55.08,-117.899,-55.8937,-47.6738,-125.2034
14.824,54.982,-117.383,-55.7553,-48.6535,-124.9651
15.209,54.891,-116.846,-55.7284,-49.6416,-124.672
15.517,54.79,-116.319,-55.6862,-50.6343,-124.4088
15.756,54.739,-115.759,-55.774,-51.6118,-124.0522
16.232,54.687,-115.179,-55.9039,-52.5901,-123.6728
16.387,54.58,-114.645,-56.0072,-53.577,-123.321
16.729,54.493,-114.097,-56.1788,-54.5671,-122.9152
17.088,54.406,-113.547,-56.3591,-55.5399,-122.5022
17.401,54.305,-112.998,-56.5186,-56.504,-122.1156
17.583,54.196,-112.469,-56.7453,-57.4677,-121.6621
17.849,54.093,-111.925,-57.0432,-58.4037,-121.1538
18.151,54.01,-111.368,-57.4009,-59.3133,-120.5824
18.375,53.929,-110.811,-57.803,-60.1937,-119.9712
18.529,53.856,-110.26,-58.2568,-61.0388,-119.3199
18.992,53.8,-109.692,-58.6732,-61.8799,-118.6891
19.078,53.728,-109.135,-59.1575,-62.6998,-118.0024
19.481,53.682,-108.558,-59.6276,-63.5023,-117.3309
19.648,53.616,-108,-60.1243,-64.2924,-116.6493
19.936,53.585,-107.409,-60.762,-65.0646,-115.8529
20.266,53.536,-106.837,-61.3406,-65.8419,-115.114
20.518,53.477,-106.27,-61.9376,-66.6214,-114.379
20.757,53.436,-105.702,-62.5571,-67.3775,-113.6212
20.962,53.415,-105.117,-63.3949,-68.0847,-112.6794
21.199,53.393,-104.546,-64.2149,-68.8034,-111.7354
21.6,53.384,-103.963,-65.0707,-69.5204,-110.7608
21.876,53.377,-103.382,-65.9849,-70.2182,-109.7289
22.123,53.357,-102.813,-66.9674,-70.9117,-108.6181
22.358,53.377,-102.224,-68.0745,-71.5617,-107.3713
22.642,53.382,-101.647,-69.2066,-72.2042,-106.0872
22.861,53.382,-101.072,-70.5225,-72.8243,-104.6218
23.191,53.394,-100.49,-71.9469,-73.4183,-103.0333
23.36,53.387,-99.921,-73.4721,-73.9879,-101.3423
23.628,53.42,-99.317,-75.2135,-74.513,-99.4477
23.89,53.43,-98.74,-77.0004,-75.0258,-97.4681
24.163,53.45,-98.16,-78.8421,-75.5085,-95.4267
24.452,53.482,-97.574,-80.7736,-75.9609,-93.2832
24.594,53.505,-96.998,-82.8227,-76.3879,-91.0255
24.768,53.53,-96.431,-84.9676,-76.7962,-88.6735
25.13,53.576,-95.847,-87.2321,-77.1795,-86.2065
25.321,53.598,-95.276,-89.6624,-77.5661,-83.5693
25.577,53.65,-94.694,-92.148,-77.8926,-80.8893
25.804,53.704,-94.106,-94.8062,-78.1891,-78.0426
26.1,53.76,-93.518,-97.4856,-78.4772,-75.1623
26.258,53.821,-92.934,-100.3162,-78.7132,-72.149
26.493,53.882,-92.352,-103.242,-78.9264,-69.0426
26.695,53.959,-91.761,-106.2134,-79.084,-65.8884
27.009,54.004,-91.195,-109.2796,-79.2585,-62.6235
27.111,54.062,-90.626,-112.333,-79.3689,-59.3857
27.436,54.159,-90.03,-115.383,-79.4239,-56.1618
27.607,54.234,-89.44,-118.5305,-79.4553,-52.8374
27.774,54.328,-88.842,-121.5228,-79.4399,-49.6692
28.002,54.435,-88.232,-124.6156,-79.373,-46.402
28.152,54.536,-87.626,-127.6658,-79.2769,-43.2006
28.493,54.654,-87.023,-130.5062,-79.175,-40.1971
28.699,54.773,-86.425,-133.2556,-79.0444,-37.2951
28.934,54.896,-85.827,-135.9079,-78.8943,-34.5029
29.202,55.013,-85.232,-138.55,-78.7342,-31.7151
29.308,55.131,-84.637,-141.0633,-78.5284,-29.0733
29.483,55.263,-84.037,-143.4385,-78.2799,-26.5733
29.702,55.404,-83.44,-145.6801,-78.0097,-24.2133
29.889,55.543,-82.841,-147.7829,-77.714,-21.9947
30.026,55.681,-82.247,-149.836,-77.3823,-19.8314
30.2,55.829,-81.646,-151.6697,-77.0261,-17.8804
30.371,55.975,-81.046,-153.4562,-76.6375,-15.9763
30.648,56.138,-80.447,-155.0392,-76.2498,-14.2567
30.778,56.292,-79.849,-156.4954,-75.8305,-12.6423
30.876,56.451,-79.244,-157.8578,-75.3757,-11.0869
31.053,56.62,-78.647,-159.0996,-74.9365,-9.5841
31.158,56.776,-78.056,-160.2819,-74.4932,-8.1013
31.297,56.945,-77.46,-161.3474,-74.0393,-6.6865
31.422,57.115,-76.864,-162.3194,-73.5484,-5.3376
31.512,57.287,-76.274,-163.1805,-73.0827,-4.0464
31.618,57.462,-75.686,-163.9712,-72.6352,-2.7945
31.582,57.625,-75.11,-164.716,-72.217,-1.5783
31.783,57.816,-74.518,-165.3759,-71.7961,-0.4723
31.742,57.981,-73.938,-166.0406,-71.365,0.6095
31.864,58.168,-73.35,-166.6149,-70.9575,1.5557
31.949,58.36,-72.764,-167.1369,-70.5619,2.4208
31.947,58.541,-72.185,-167.6846,-70.1589,3.2713
32.01,58.738,-71.602,-168.1637,-69.7621,4.0271
32.174,58.946,-71.006,-168.6112,-69.3307,4.7163
32.149,59.147,-70.423,-169.0277,-68.933,5.3732
32.124,59.343,-69.846,-169.439,-68.542,6.0068
32.147,59.55,-69.272,-169.8116,-68.1774,6.5952
32.12,59.756,-68.697,-170.1488,-67.8254,7.1284
32.088,59.969,-68.121,-170.4663,-67.4742,7.6141
32.121,60.189,-67.546,-170.7693,-67.1435,8.0618
32.118,60.413,-66.974,-171.0522,-66.849,8.4669
32.118,60.642,-66.397,-171.3481,-66.5318,8.8549
32.056,60.864,-65.823,-171.6726,-66.2118,9.2345
32.052,61.097,-65.254,-172.0163,-65.9023,9.6131
32.026,61.334,-64.682,-172.3666,-65.5755,9.9573
31.948,61.563,-64.118,-172.7585,-65.2325,10.3165
31.937,61.809,-63.549,-173.1241,-64.8746,10.6349
31.773,62.046,-62.994,-173.4806,-64.5151,10.9519
31.716,62.293,-62.442,-173.8019,-64.137,11.2321
31.709,62.545,-61.883,-174.0819,-63.7207,11.4539
31.616,62.787,-61.328,-174.3284,-63.2875,11.6337
31.579,63.033,-60.772,-174.5257,-62.8384,11.7634
31.355,63.27,-60.217,-174.6585,-62.3747,11.8252
31.337,63.517,-59.663,-174.7365,-61.9095,11.8323
31.248,63.754,-59.119,-174.7623,-61.4499,11.7931
31.117,63.98,-58.585,-174.7384,-60.9973,11.7089
30.983,64.202,-58.049,-174.6533,-60.5468,11.5645
30.853,64.423,-57.514,-174.4987,-60.1085,11.3749
30.656,64.633,-56.982,-174.2835,-59.6804,11.1264
30.524,64.847,-56.452,-174.0125,-59.2531,10.8333
30.398,65.056,-55.926,-173.6868,-58.8391,10.4961
30.2,65.251,-55.405,-173.3182,-58.4281,10.127
30.038,65.443,-54.894,-172.9087,-58.0345,9.7322
29.839,65.627,-54.384,-172.4434,-57.6393,9.2835
29.654,65.813,-53.867,-171.9238,-57.2391,8.7818
29.467,65.991,-53.362,-171.3792,-56.8504,8.2581
29.255,66.16,-52.862,-170.8013,-56.4658,7.6993
29.084,66.328,-52.364,-170.1922,-56.0837,7.0954
28.848,66.485,-51.872,-169.5533,-55.6985,6.4546
28.618,66.636,-51.379,-168.8821,-55.3034,5.7575
28.478,66.797,-50.894,-168.1847,-54.9083,5.0288
28.167,66.932,-50.418,-167.456,-54.5012,4.2504
27.918,67.065,-49.947,-166.7132,-54.0563,3.4385
27.7,67.193,-49.486,-165.9462,-53.5802,2.6119
27.444,67.311,-49.031,-165.1535,-53.0642,1.7604
27.169,67.42,-48.585,-164.3394,-52.5033,0.8929
26.913,67.521,-48.161,-163.5136,-51.9191,0.0486
26.606,67.611,-47.733,-162.6635,-51.2749,-0.8213
26.31,67.696,-47.308,-161.7926,-50.5922,-1.702
26.023,67.775,-46.891,-160.903,-49.8897,-2.5795
25.626,67.836,-46.478,-160.0018,-49.1556,-3.4564
25.219,67.889,-46.071,-159.0913,-48.3988,-4.3252
24.805,67.936,-45.669,-158.1765,-47.6146,-5.1858
24.737,68.014,-45.279,-156.997,-46.662,-6.1985
24.412,68.075,-44.865,-155.9684,-45.8932,-7.0907
24.068,68.131,-44.455,-154.9488,-45.1256,-7.9304
23.735,68.182,-44.05,-153.9427,-44.3536,-8.736
23.402,68.229,-43.651,-152.9453,-43.5793,-9.5057
23.018,68.266,-43.256,-151.946,-42.8028,-10.2496
22.676,68.302,-42.873,-150.9618,-42.0356,-10.96
22.325,68.332,-42.493,-149.9898,-41.2593,-11.6504
21.962,68.356,-42.122,-149.0296,-40.4902,-12.3025
21.611,68.378,-41.762,-148.0797,-39.7314,-12.9199
21.269,68.394,-41.409,-147.1458,-38.9645,-13.5008
20.899,68.401,-41.067,-146.2086,-38.214,-14.0523
20.572,68.414,-40.729,-145.2755,-37.4539,-14.5761
20.228,68.418,-40.398,-144.3486,-36.6982,-15.0759
19.881,68.418,-40.077,-143.4209,-35.9546,-15.5558
19.529,68.414,-39.762,-142.4942,-35.212,-16.013
19.19,68.406,-39.456,-141.5713,-34.4768,-16.4385
18.842,68.393,-39.153,-140.6459,-33.7327,-16.8338
18.508,68.377,-38.864,-139.7081,-33.0075,-17.1884
18.19,68.358,-38.58,-138.7633,-32.2757,-17.5001
17.869,68.333,-38.304,-137.8166,-31.5397,-17.7571
17.543,68.302,-38.034,-136.8688,-30.7999,-17.9504
17.235,68.267,-37.772,-135.924,-30.0464,-18.0763
16.923,68.231,-37.513,-134.9731,-29.2833,-18.1498
16.601,68.187,-37.264,-134.0336,-28.5127,-18.1604
16.291,68.139,-37.026,-133.102,-27.7399,-18.1177
15.977,68.086,-36.795,-132.1819,-26.9592,-18.0215
15.685,68.034,-36.568,-131.2735,-26.1672,-17.8692
15.368,67.975,-36.346,-130.3792,-25.3747,-17.651
15.068,67.912,-36.139,-129.4979,-24.5971,-17.3507
14.774,67.847,-35.936,-128.6299,-23.8213,-16.9615
14.49,67.781,-35.736,-127.7753,-23.0455,-16.4836
14.191,67.712,-35.541,-126.9254,-22.2773,-15.9361
13.904,67.641,-35.353,-126.0846,-21.5305,-15.3347
13.608,67.568,-35.166,-125.2535,-20.7913,-14.6975
13.321,67.492,-34.985,-124.4296,-20.071,-14.0171
13.037,67.415,-34.809,-123.6131,-19.3657,-13.3144
12.755,67.335,-34.641,-122.8024,-18.6856,-12.6012
12.478,67.252,-34.481,-121.9971,-18.0288,-11.8936
12.193,67.165,-34.324,-121.2043,-17.3886,-11.2006
11.904,67.076,-34.171,-120.4244,-16.7629,-10.5407
11.623,66.986,-34.025,-119.6611,-16.1557,-9.9141
11.346,66.893,-33.886,-118.9126,-15.5592,-9.3198
11.059,66.798,-33.751,-118.1837,-14.9723,-8.7611
10.769,66.698,-33.626,-117.4747,-14.399,-8.232
10.481,66.597,-33.505,-116.7826,-13.8313,-7.7346
10.187,66.493,-33.391,-116.1037,-13.2686,-7.2626
9.899,66.391,-33.278,-115.4391,-12.7084,-6.8206
9.607,66.282,-33.178,-114.7848,-12.1742,-6.4006
9.31,66.169,-33.082,-114.1422,-11.6475,-6.015
9.019,66.055,-32.992,-113.5075,-11.13,-5.6507
8.731,65.938,-32.911,-112.8764,-10.6287,-5.3031
8.44,65.819,-32.832,-112.2497,-10.1331,-4.9742
8.148,65.699,-32.755,-111.6223,-9.6447,-4.6685
7.865,65.576,-32.687,-110.9937,-9.1792,-4.3866
7.581,65.45,-32.625,-110.3643,-8.7344,-4.13
7.301,65.322,-32.566,-109.7331,-8.307,-3.901
7.023,65.194,-32.509,-109.1031,-7.8918,-3.6988
6.748,65.064,-32.456,-108.464,-7.5006,-3.516
6.478,64.933,-32.406,-107.8191,-7.1312,-3.3466
6.212,64.802,-32.356,-107.1599,-6.785,-3.178
5.952,64.67,-32.31,-106.4889,-6.4699,-3.006
5.708,64.54,-32.267,-105.8046,-6.1835,-2.8245
5.457,64.407,-32.224,-105.111,-5.9283,-2.6292
5.231,64.277,-32.186,-104.4098,-5.7094,-2.429
4.989,64.143,-32.149,-103.7021,-5.5236,-2.2368
4.755,64.01,-32.113,-102.9954,-5.3593,-2.0712
4.533,63.879,-32.08,-102.292,-5.2193,-1.9407
4.31,63.747,-32.049,-101.593,-5.0912,-1.8413
4.093,63.615,-32.021,-100.9013,-4.9682,-1.7708
3.883,63.482,-32.001,-100.214,-4.8496,-1.7142
3.672,63.349,-31.982,-99.5337,-4.7098,-1.6642
3.468,63.219,-31.963,-98.8463,-4.543,-1.6067
3.272,63.088,-31.95,-98.1659,-4.3678,-1.5487
3.083,62.958,-31.942,-97.4845,-4.1777,-1.4854
2.899,62.828,-31.936,-96.7972,-3.9714,-1.4131
2.728,62.7,-31.934,-96.1023,-3.7581,-1.3245
2.56,62.573,-31.933,-95.3888,-3.5363,-1.2082
2.402,62.447,-31.936,-94.6581,-3.3134,-1.0503
2.253,62.323,-31.94,-93.9014,-3.0852,-0.8413
2.116,62.202,-31.946,-93.1184,-2.8588,-0.5816
1.975,62.079,-31.953,-92.3128,-2.6459,-0.2722
1.854,61.96,-31.963,-91.4825,-2.4475,0.0805
1.742,61.844,-31.972,-90.6334,-2.2596,0.4672
1.625,61.731,-31.976,-89.7538,-2.076,0.8869
1.531,61.621,-31.984,-88.8633,-1.9126,1.3322
1.45,61.515,-31.996,-87.9574,-1.7672,1.8015
1.372,61.411,-32.005,-87.0349,-1.6292,2.2922
1.307,61.312,-32.014,-86.1028,-1.5021,2.7914
1.242,61.218,-32.018,-85.1544,-1.3743,3.2968
1.192,61.126,-32.027,-84.2049,-1.2707,3.7949
1.146,61.038,-32.034,-83.2452,-1.1748,4.2853
1.098,60.952,-32.039,-82.2835,-1.0856,4.7716
1.073,60.873,-32.045,-81.3243,-1.0028,5.2541
1.05,60.798,-32.047,-80.3613,-0.918,5.732
1.036,60.729,-32.05,-79.4073,-0.841,6.2009
1.015,60.659,-32.054,-78.4573,-0.7787,6.6541
1,60.596,-32.052,-77.5122,-0.7125,7.0967
