,polo,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,356.886017,109.480247,2,190.943115,2.189256,-1.398555,-0.167098,1
0.033000,356.961670,110.153564,2,188.180908,3.318105,-1.642426,-0.285265,1
0.066000,356.864960,111.099083,2,184.743164,4.846196,-1.642379,-0.338696,1
0.099000,356.741241,112.345917,2,180.407715,6.681794,-2.043798,-0.552875,1
0.133000,356.787811,113.845909,2,175.756592,8.615503,-2.003292,-0.652070,1
0.166000,356.775879,115.475258,2,170.792969,10.492510,-2.095814,-0.750561,1
0.199000,356.875549,117.231422,2,166.947754,12.417254,-2.005167,-0.836304,1
0.233000,356.780029,119.070145,2,162.918945,14.291240,-1.965122,-0.922538,1
0.266000,356.698700,120.893974,2,159.626709,15.964071,-1.917640,-1.013042,1
0.299000,356.524261,122.374886,2,156.166016,17.362230,-1.991606,-1.092327,1
0.333000,356.475220,123.719872,2,153.818359,18.426203,-1.895684,-1.116757,1
0.366000,356.618042,124.591125,2,152.040771,19.161293,-1.896092,-1.149107,1
0.399000,356.547119,125.128487,2,151.388672,19.701097,-1.087166,-0.800370,1
0.433000,356.659851,125.347298,2,151.251465,19.870020,-1.017593,-0.788934,1
0.466000,356.539429,125.101395,2,151.441895,19.705185,-1.143315,-0.825110,1
0.499000,356.564514,124.648926,2,152.275391,19.209026,-1.851479,-1.143190,1
0.533000,356.523682,123.730255,2,153.763672,18.472513,-1.902749,-1.115227,1
0.566000,356.570831,122.431892,2,156.064453,17.440432,-1.985928,-1.092563,1
0.599000,356.686127,120.911079,2,158.895508,16.059381,-1.973742,-1.016333,1
0.633000,356.668091,119.135086,2,162.666992,14.420887,-1.944818,-0.927834,1
0.666000,356.740631,117.216354,2,166.448730,12.520642,-2.037032,-0.839601,1
0.699000,356.702881,115.507866,2,171.060791,10.619297,-2.047905,-0.750887,1
0.733000,356.753479,113.883438,2,175.582764,8.712502,-2.003570,-0.649425,1
0.766000,356.655609,112.336403,2,179.912354,6.783014,-2.067181,-0.544782,1
0.799000,356.791290,111.068184,2,184.339600,4.933966,-1.971334,-0.452122,1
0.833000,356.817017,110.092445,2,187.666016,3.328792,-2.026976,-0.372142,1
0.866000,356.952637,109.373009,2,191.265137,2.022386,-1.977206,-0.302541,1
0.899000,356.999725,108.882156,2,193.234375,1.026144,-2.021547,-0.253615,1
0.932000,357.006592,108.581787,2,195.363281,0.359321,-1.979966,-0.225353,1
0.966000,357.009583,108.432518,2,195.852783,-0.050974,-2.004675,-0.207634,1
0.999000,356.993286,108.454674,2,196.050049,-0.107576,-1.975853,-0.204289,1
1.032000,356.141144,108.411095,2,195.654053,-0.144411,-2.002747,-0.203876,1
1.066000,353.819916,108.198196,2,195.405029,-0.122039,-2.067781,-0.183533,1
1.099000,350.274780,108.196587,2,195.317871,-0.124381,-2.016643,-0.177347,1
1.132000,345.198395,108.284828,2,195.420654,-0.140114,-1.943388,-0.171802,1
1.166000,338.808136,108.482124,2,195.924805,-0.139881,-1.932257,-0.187181,1
1.199000,330.957123,108.520805,2,196.261963,-0.154810,-1.888477,-0.175750,1
1.232000,322.537323,108.547073,2,196.565674,-0.147645,-1.867329,-0.165745,1
1.266000,314.315094,108.803307,2,196.518555,-0.156622,-1.865805,-0.184395,1
1.299000,306.072235,108.816444,2,196.447510,-0.154272,-1.819554,-0.171607,1
1.332000,297.731995,108.801468,2,196.461182,-0.149962,-1.811754,-0.161745,1
1.366000,289.535706,109.062904,2,196.499268,-0.103397,-1.268786,-0.080450,1
1.399000,281.106964,109.089180,2,196.763672,-0.092629,-1.245278,-0.071631,1
1.432000,272.673553,109.104103,2,197.028809,-0.107864,-1.213502,-0.061955,1
1.466000,264.276276,109.372574,2,197.245361,-0.108637,-1.220789,-0.082698,1
1.499000,255.988770,109.310966,2,197.384277,-0.118420,-1.199722,-0.063311,1
