,polo,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,357.001892,108.239349,2,195.576172,-0.075085,-1.375158,-0.064383,1
0.033000,356.999573,108.237396,2,195.583740,-0.085613,-1.419665,-0.066019,1
0.066000,357.086517,108.226509,2,195.531982,-0.117254,-1.639233,-0.115997,1
0.099000,357.094360,108.223145,2,195.556396,-0.116002,-1.688164,-0.121400,1
0.133000,357.033020,108.211601,2,195.627930,-0.143489,-1.952528,-0.177349,1
0.166000,357.031830,108.213135,2,195.632324,-0.138037,-1.968392,-0.178827,1
0.199000,357.030243,108.213051,2,195.623291,-0.139029,-1.970849,-0.177718,1
0.233000,357.034119,108.215363,2,195.632324,-0.135045,-1.950655,-0.176795,1
0.266000,357.029236,108.214409,2,195.625977,-0.137561,-1.944727,-0.175936,1
0.299000,357.031769,108.213219,2,195.629639,-0.136918,-1.959819,-0.177196,1
0.333000,357.031494,108.219292,2,195.630127,-0.132720,-1.964511,-0.178320,1
0.366000,357.033081,108.215553,2,195.623535,-0.136591,-1.957633,-0.178246,1
0.399000,357.028442,108.215744,2,195.614258,-0.133918,-1.951582,-0.177921,1
0.433000,357.029327,108.217049,2,195.633301,-0.140358,-1.996639,-0.179307,1
0.466000,357.026855,108.214943,2,195.624756,-0.137548,-1.960439,-0.176940,1
0.499000,357.028229,108.215569,2,195.635010,-0.128979,-1.977892,-0.180240,1
0.533000,357.025055,108.212585,2,195.619629,-0.130743,-1.962234,-0.177183,1
0.566000,357.027222,108.224022,2,195.625977,-0.138700,-1.946484,-0.177262,1
0.599000,357.037628,108.266853,2,195.671875,-0.129023,-1.979978,-0.185484,1
0.633000,357.029999,108.256042,2,195.687500,-0.125623,-1.981910,-0.183191,1
0.666000,356.988342,108.273087,2,195.641357,-0.071697,-1.981000,-0.180812,1
0.699000,356.959412,108.326096,2,195.468506,0.045699,-2.004118,-0.189999,1
0.733000,356.913116,108.434135,2,195.029785,0.266716,-1.996189,-0.197997,1
0.766000,356.878571,108.629410,2,194.207275,0.649731,-1.992020,-0.224188,1
0.799000,356.874573,108.897072,2,192.928711,1.220071,-2.008445,-0.258560,1
0.833000,356.903168,109.361061,2,191.225342,2.024080,-1.986924,-0.302770,1
0.866000,356.915100,110.020973,2,188.594727,3.153336,-1.975392,-0.364845,1
0.899000,356.825439,110.910934,2,185.222900,4.658841,-1.989545,-0.436742,1
0.933000,356.744446,112.196167,2,180.989502,6.504024,-1.993520,-0.535848,1
0.966000,356.801453,113.697289,2,176.213379,8.399962,-2.091280,-0.660542,1
0.999000,356.784912,115.304741,2,171.294678,10.306108,-2.059174,-0.737920,1
1.032000,356.892365,117.058479,2,167.330322,12.227119,-2.003530,-0.831992,1
1.066000,356.808044,118.866966,2,163.335205,14.108159,-1.934695,-0.906975,1
1.099000,356.729156,120.719627,2,160.008057,15.818928,-1.902424,-1.001916,1
1.132000,356.543365,122.235168,2,156.425293,17.226198,-2.027088,-1.099688,1
1.166000,356.470337,123.589066,2,154.106689,18.342260,-1.945081,-1.135281,1
1.199000,356.598358,124.522865,2,152.142090,19.099312,-1.914413,-1.151529,1
1.232000,356.540619,125.077507,2,151.493408,19.667715,-1.101998,-0.802918,1
1.266000,356.656128,125.332298,2,151.195312,19.843103,-1.127891,-0.833805,1
1.299000,356.550049,125.155174,2,151.439209,19.755167,-1.100230,-0.813429,1
1.332000,356.562531,124.702484,2,152.082520,19.246702,-1.799276,-1.117608,1
1.366000,356.505432,123.845314,2,153.549072,18.557076,-1.915030,-1.125256,1
1.399000,356.562927,122.564873,2,155.827393,17.566931,-2.019256,-1.113859,1
1.432000,356.665588,121.061081,2,158.564209,16.218515,-1.962512,-1.016340,1
1.466000,356.659576,119.300598,2,162.284668,14.608876,-1.882497,-0.914632,1
1.499000,356.745453,117.420197,2,166.005615,12.727627,-2.021673,-0.844755,1
1.532000,356.711243,115.701767,2,170.604980,10.828392,-1.990230,-0.751801,1
1.566000,356.758789,114.049034,2,175.050049,8.904758,-2.009810,-0.660028,1
1.599000,356.646149,112.485336,2,179.541504,7.000073,-2.025701,-0.546356,1
1.632000,356.782898,111.190163,2,183.858887,5.102649,-1.994815,-0.456844,1
1.666000,356.783081,110.161514,2,187.323486,3.474696,-2.029445,-0.375812,1
1.699000,356.957886,109.436623,2,190.938477,2.144352,-1.943373,-0.305515,1
1.732000,356.992432,108.938957,2,193.048828,1.119832,-2.023882,-0.259922,1
1.766000,357.022644,108.607864,2,195.264893,0.418052,-1.958326,-0.225936,1
1.799000,356.993347,108.449562,2,195.779541,-0.028528,-2.009425,-0.206084,1
1.832000,357.004120,108.443840,2,196.101562,-0.129568,-1.998852,-0.205288,1
1.866000,356.303894,108.434647,2,195.638428,-0.145753,-2.011212,-0.208832,1
1.899000,354.128998,108.219681,2,195.430420,-0.136053,-2.026998,-0.181885,1
1.932000,350.720123,108.199821,2,195.233887,-0.147416,-2.014980,-0.176244,1
1.966000,345.783997,108.289436,2,195.382812,-0.155355,-1.992436,-0.176705,1
1.999000,339.551788,108.473564,2,195.868408,-0.152673,-1.956517,-0.189242,1
2.032000,331.834564,108.515480,2,196.233887,-0.152685,-1.906657,-0.177729,1
2.066000,323.380402,108.536224,2,196.528564,-0.157359,-1.860193,-0.160728,1
2.099000,315.210754,108.817245,2,196.531494,-0.163748,-1.884502,-0.186982,1
2.132000,306.914154,108.792526,2,196.468506,-0.162815,-1.830976,-0.169937,1
2.166000,298.622162,108.822289,2,196.442139,-0.145156,-1.765306,-0.163702,1
2.199000,290.486450,109.051369,2,196.443848,-0.141307,-1.556785,-0.134528,1
2.232000,282.006775,109.084496,2,196.758301,-0.101582,-1.243763,-0.072608,1
2.265000,273.569244,109.138855,2,197.008301,-0.134152,-1.238177,-0.066374,1
2.299000,265.157196,109.352432,2,197.215820,-0.114089,-1.227449,-0.081421,1
