,polo,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,356.997467,108.242882,2,195.576172,-0.074297,-1.371363,-0.064790,1
0.033000,357.002380,108.243408,2,195.590088,-0.075768,-1.394003,-0.065691,1
0.066000,357.098053,108.239044,2,195.567871,-0.123438,-1.696138,-0.119936,1
0.099000,357.095276,108.232269,2,195.562744,-0.121930,-1.698978,-0.123524,1
0.133000,357.037720,108.219681,2,195.649170,-0.135197,-1.962409,-0.179452,1
0.166000,357.039368,108.218613,2,195.659180,-0.140775,-2.017677,-0.181027,1
0.199000,357.042084,108.222458,2,195.658691,-0.134130,-1.961164,-0.179512,1
0.233000,357.037842,108.221458,2,195.651123,-0.138227,-1.983399,-0.180466,1
0.266000,357.037445,108.220024,2,195.655762,-0.137658,-2.023733,-0.182132,1
0.299000,357.038422,108.220764,2,195.651367,-0.137446,-2.000629,-0.179740,1
0.333000,357.035004,108.222748,2,195.643799,-0.132812,-1.947912,-0.177163,1
0.366000,357.033508,108.218903,2,195.639648,-0.129938,-1.984411,-0.179409,1
0.399000,357.034454,108.221794,2,195.637451,-0.127917,-1.954409,-0.179225,1
0.433000,357.035278,108.225060,2,195.637451,-0.133678,-1.955738,-0.179074,1
0.466000,357.034180,108.220230,2,195.639893,-0.132677,-1.971604,-0.180800,1
0.499000,357.037445,108.221184,2,195.648926,-0.128694,-1.995827,-0.181943,1
0.533000,357.032959,108.220657,2,195.634033,-0.132940,-1.987406,-0.181049,1
0.566000,357.036072,108.223724,2,195.638184,-0.128616,-1.939843,-0.177721,1
0.599000,357.032227,108.220482,2,195.644043,-0.138970,-1.976946,-0.178317,1
0.633000,357.030670,108.222389,2,195.627197,-0.128206,-1.950614,-0.178058,1
0.666000,357.034332,108.222435,2,195.640137,-0.126923,-1.993431,-0.183132,1
0.699000,357.036652,108.220551,2,195.636719,-0.131953,-1.964072,-0.178985,1
0.733000,357.035553,108.223801,2,195.642334,-0.124751,-1.966260,-0.181971,1
0.766000,357.030579,108.218468,2,195.623779,-0.138218,-1.975599,-0.178920,1
0.799000,357.034882,108.223373,2,195.636475,-0.122867,-1.978639,-0.181758,1
0.833000,357.031921,108.223709,2,195.634766,-0.132887,-1.944089,-0.178152,1
0.866000,357.032593,108.224838,2,195.627686,-0.133245,-1.957208,-0.178137,1
0.899000,357.037323,108.220955,2,195.638184,-0.138308,-1.965748,-0.179135,1
0.933000,357.034363,108.221115,2,195.642334,-0.138346,-1.978562,-0.178888,1
0.966000,357.034302,108.223740,2,195.630859,-0.125956,-1.957368,-0.179312,1
0.999000,357.034790,108.221703,2,195.638672,-0.133580,-1.962145,-0.179159,1
1.033000,357.038300,108.221489,2,195.641602,-0.128473,-1.945127,-0.178258,1
1.066000,357.036224,108.220268,2,195.638672,-0.134197,-1.974680,-0.179723,1
1.099000,357.033264,108.220093,2,195.618408,-0.128613,-1.909994,-0.176281,1
1.132000,357.032837,108.222328,2,195.623779,-0.137026,-1.956855,-0.177064,1
1.166000,357.033539,108.219475,2,195.635742,-0.133813,-1.977136,-0.180256,1
1.199000,357.034424,108.219627,2,195.638184,-0.130028,-1.996334,-0.183030,1
1.232000,357.035522,108.222778,2,195.641846,-0.133992,-1.950766,-0.176967,1
1.266000,357.034790,108.220352,2,195.641113,-0.131044,-1.954891,-0.179681,1
1.299000,357.036591,108.222275,2,195.652100,-0.126102,-1.986740,-0.182055,1
1.332000,357.037964,108.222214,2,195.640869,-0.123685,-1.965124,-0.180458,1
1.366000,357.038086,108.218773,2,195.637207,-0.138284,-1.986779,-0.179440,1
1.399000,357.035370,108.218277,2,195.641846,-0.136584,-1.964013,-0.176708,1
1.432000,357.039490,108.223167,2,195.645996,-0.128875,-1.965868,-0.179180,1
1.466000,357.038544,108.219772,2,195.636475,-0.139294,-1.953857,-0.177144,1
1.499000,357.037598,108.221191,2,195.631348,-0.138851,-1.975521,-0.179726,1
1.532000,357.036163,108.218712,2,195.649658,-0.138185,-1.970299,-0.178156,1
1.566000,357.036469,108.221329,2,195.643311,-0.126138,-1.996218,-0.183682,1
1.599000,357.033539,108.218925,2,195.635986,-0.128345,-1.982053,-0.182621,1
1.632000,357.032501,108.220131,2,195.634766,-0.138764,-1.974333,-0.177911,1
1.666000,357.035217,108.222748,2,195.648926,-0.130319,-1.953992,-0.177803,1
1.699000,357.033508,108.220985,2,195.635498,-0.135552,-1.964224,-0.178669,1
1.732000,357.034302,108.223129,2,195.643555,-0.130977,-1.960391,-0.177685,1
1.766000,357.035736,108.221451,2,195.643555,-0.135440,-1.979798,-0.180645,1
1.799000,357.038300,108.222389,2,195.647705,-0.132460,-1.965475,-0.179869,1
1.832000,357.037079,108.222641,2,195.641113,-0.129546,-1.949106,-0.178116,1
1.866000,357.039673,108.224358,2,195.648193,-0.129252,-1.956982,-0.178212,1
1.899000,357.036438,108.221115,2,195.636475,-0.135592,-1.958096,-0.177567,1
1.932000,357.040924,108.222618,2,195.660889,-0.129723,-2.003381,-0.182816,1
1.966000,357.037811,108.220856,2,195.640381,-0.134345,-1.985947,-0.180435,1
1.999000,357.037170,108.220016,2,195.640381,-0.135815,-1.913922,-0.175472,1
2.032000,357.037048,108.223129,2,195.638184,-0.128987,-1.969680,-0.181215,1
2.066000,357.036011,108.219749,2,195.641357,-0.137655,-1.972661,-0.177894,1
2.099000,357.033691,108.217155,2,195.629639,-0.142532,-1.956473,-0.177214,1
2.132000,357.035156,108.222122,2,195.632568,-0.136166,-1.952713,-0.177059,1
2.166000,357.037262,108.220642,2,195.643799,-0.129725,-1.988021,-0.182086,1
2.199000,357.035980,108.220474,2,195.629150,-0.136272,-1.944092,-0.176932,1
2.232000,357.036591,108.218819,2,195.638672,-0.137316,-1.984361,-0.182486,1
2.266000,357.035400,108.220184,2,195.640381,-0.137731,-1.986823,-0.179002,1
2.299000,357.034088,108.221153,2,195.627441,-0.127365,-1.949700,-0.179316,1
2.332000,357.034729,108.218025,2,195.632324,-0.133910,-1.944150,-0.176324,1
2.366000,357.033478,108.222771,2,195.634033,-0.132382,-1.976011,-0.179651,1
2.399000,357.038025,108.221153,2,195.645264,-0.144343,-1.964818,-0.176562,1
2.432000,357.036804,108.223145,2,195.638184,-0.137612,-1.941960,-0.176859,1
2.465000,357.034302,108.222801,2,195.636475,-0.140186,-1.985420,-0.179761,1
2.499000,357.034912,108.224190,2,195.640625,-0.144547,-1.957139,-0.176123,1
2.532000,357.029144,108.220505,2,195.633789,-0.138490,-1.971310,-0.177954,1
2.565000,357.029999,108.226326,2,195.637451,-0.135538,-1.965524,-0.177706,1
2.599000,357.039001,108.261452,2,195.673096,-0.129987,-1.985053,-0.184049,1
2.632000,357.028015,108.253471,2,195.681396,-0.128245,-2.013550,-0.184009,1
2.665000,356.985748,108.280983,2,195.625000,-0.058597,-2.001826,-0.183500,1
2.699000,356.966553,108.346176,2,195.431396,0.074549,-1.975206,-0.191899,1
2.732000,356.919495,108.465149,2,194.932373,0.322663,-1.969420,-0.200199,1
2.765000,356.858154,108.634148,2,194.066650,0.729061,-1.997391,-0.225275,1
2.799000,356.846985,108.946121,2,192.681396,1.318184,-1.967173,-0.254592,1
2.832000,356.900208,109.471924,2,190.909912,2.183009,-1.950659,-0.310948,1
2.865000,356.898590,110.126656,2,188.117432,3.367005,-2.007599,-0.377573,1
2.899000,356.823090,111.121193,2,184.656494,4.930460,-1.991754,-0.451877,1
2.932000,356.742676,112.422318,2,180.117432,6.777145,-2.019576,-0.549632,1
2.965000,356.812286,113.949417,2,175.559814,8.723127,-2.018590,-0.664449,1
2.999000,356.814972,115.577621,2,170.556885,10.598521,-2.087187,-0.756366,1
3.032000,356.888367,117.343918,2,166.741699,12.510101,-2.006596,-0.841436,1
3.065000,356.809998,119.190453,2,162.701904,14.381812,-1.956802,-0.928104,1
3.099000,356.698334,121.001854,2,159.448486,16.051271,-1.982688,-1.043770,1
3.132000,356.532440,122.463524,2,156.041260,17.430584,-2.003771,-1.104399,1
3.165000,356.467499,123.770531,2,153.686035,18.469454,-1.927247,-1.128963,1
3.199000,356.609009,124.610672,2,152.028320,19.202679,-1.921855,-1.161247,1
3.232000,356.548615,125.151581,2,151.370850,19.719431,-1.082616,-0.794867,1
