,polo,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,357.005402,108.240616,2,195.590088,-0.073495,-1.421308,-0.068796,1
0.033000,357.003723,108.242210,2,195.594482,-0.076630,-1.425149,-0.067597,1
0.066000,357.095795,108.233543,2,195.565918,-0.113838,-1.688050,-0.121841,1
0.099000,357.096619,108.230453,2,195.557373,-0.114627,-1.717884,-0.123058,1
0.133000,357.040466,108.219246,2,195.655762,-0.133619,-2.004357,-0.180783,1
0.166000,357.035492,108.217987,2,195.647949,-0.124632,-2.017849,-0.184674,1
0.199000,357.038971,108.223099,2,195.651367,-0.124524,-1.962729,-0.179807,1
0.233000,357.040680,108.218369,2,195.660400,-0.135021,-1.974778,-0.179743,1
0.266000,357.043243,108.220512,2,195.654053,-0.134150,-1.987997,-0.180556,1
0.299000,357.043884,108.222374,2,195.650635,-0.121522,-1.966114,-0.182658,1
0.333000,357.041107,108.221489,2,195.656982,-0.127293,-1.974319,-0.181867,1
0.366000,357.041138,108.222107,2,195.656006,-0.127830,-2.000807,-0.182421,1
0.399000,357.040436,108.220673,2,195.667480,-0.125178,-1.997485,-0.181467,1
0.433000,357.042938,108.218529,2,195.658447,-0.126332,-1.975207,-0.180665,1
0.466000,357.041290,108.218369,2,195.658447,-0.130428,-1.994913,-0.181790,1
0.499000,357.037659,108.220779,2,195.652588,-0.134701,-1.966001,-0.179013,1
0.533000,357.043030,108.222969,2,195.665283,-0.126976,-1.994215,-0.181857,1
0.566000,357.041687,108.221565,2,195.659180,-0.135354,-1.961933,-0.178377,1
0.599000,357.041534,108.220108,2,195.666748,-0.130050,-1.998114,-0.182096,1
0.633000,357.040131,108.224236,2,195.651123,-0.123991,-1.946794,-0.179509,1
0.666000,357.041718,108.221207,2,195.653076,-0.126456,-1.971618,-0.179996,1
0.699000,357.037323,108.220703,2,195.648682,-0.128579,-1.976954,-0.179601,1
0.733000,357.041870,108.220039,2,195.664795,-0.131198,-1.994245,-0.182178,1
0.766000,357.044189,108.218498,2,195.670410,-0.126687,-1.996758,-0.182817,1
0.799000,357.038940,108.221123,2,195.648926,-0.125176,-1.958877,-0.178756,1
0.833000,357.039307,108.218727,2,195.652100,-0.128616,-1.956165,-0.178951,1
0.866000,357.039886,108.220192,2,195.646973,-0.132342,-1.960032,-0.178536,1
0.899000,357.040314,108.221558,2,195.635986,-0.128013,-1.935338,-0.177627,1
0.932000,357.041168,108.222267,2,195.657471,-0.127392,-1.949302,-0.178536,1
0.966000,357.038666,108.222000,2,195.645996,-0.137507,-1.950476,-0.177006,1
0.999000,357.037079,108.221626,2,195.660156,-0.130727,-1.994673,-0.181743,1
1.032000,357.038452,108.220581,2,195.662109,-0.130614,-1.973588,-0.179011,1
1.066000,357.042358,108.222763,2,195.661621,-0.129146,-1.963713,-0.179938,1
1.099000,357.041443,108.221977,2,195.666992,-0.129455,-1.939863,-0.179539,1
1.132000,357.036377,108.218605,2,195.652100,-0.129233,-1.993112,-0.181327,1
1.166000,357.040100,108.221741,2,195.669434,-0.133977,-1.968754,-0.178439,1
1.199000,357.035889,108.222221,2,195.660400,-0.130819,-1.986293,-0.181488,1
1.232000,357.039093,108.221985,2,195.666016,-0.127888,-1.959421,-0.176505,1
1.266000,357.037903,108.221802,2,195.653809,-0.128728,-1.959057,-0.178703,1
1.299000,357.039856,108.223358,2,195.655762,-0.130524,-1.955131,-0.178250,1
1.332000,357.041473,108.224953,2,195.654297,-0.130293,-1.970461,-0.179713,1
1.366000,357.036224,108.220108,2,195.645264,-0.131742,-1.915527,-0.174318,1
1.399000,357.039795,108.218536,2,195.663330,-0.126984,-1.987449,-0.181464,1
1.432000,357.037842,108.219238,2,195.651367,-0.127356,-1.958687,-0.180504,1
1.466000,357.038757,108.220482,2,195.651123,-0.133232,-1.956552,-0.178883,1
1.499000,357.035950,108.220749,2,195.654785,-0.128854,-1.960116,-0.178199,1
1.532000,357.039276,108.221710,2,195.657471,-0.130829,-1.948809,-0.177050,1
1.566000,357.040009,108.221924,2,195.666016,-0.126766,-1.982151,-0.179565,1
1.599000,357.037750,108.221695,2,195.651611,-0.129953,-1.979537,-0.181368,1
1.632000,357.041138,108.223244,2,195.661133,-0.126797,-1.960791,-0.179638,1
1.666000,357.034576,108.221649,2,195.650391,-0.129938,-1.943929,-0.176537,1
1.699000,357.039856,108.221039,2,195.649658,-0.130480,-1.974040,-0.180930,1
1.732000,357.039673,108.225822,2,195.656738,-0.121454,-1.937597,-0.178765,1
1.766000,357.039032,108.221008,2,195.665527,-0.135199,-1.992269,-0.181453,1
1.799000,357.043579,108.222145,2,195.659912,-0.137135,-1.978448,-0.179235,1
1.832000,357.037994,108.223167,2,195.654785,-0.127718,-1.963289,-0.179083,1
1.865000,357.038910,108.223480,2,195.658936,-0.132155,-1.979460,-0.180001,1
1.899000,357.034607,108.221260,2,195.640625,-0.132101,-1.956293,-0.177476,1
1.932000,357.034851,108.220474,2,195.644531,-0.130657,-1.994110,-0.181419,1
1.965000,357.038422,108.223969,2,195.658691,-0.133473,-1.961417,-0.177200,1
1.999000,357.033508,108.225853,2,195.634766,-0.128929,-1.959874,-0.178937,1
2.032000,357.039520,108.228111,2,195.660400,-0.119177,-1.981098,-0.183843,1
2.065000,357.034393,108.221184,2,195.656006,-0.134218,-1.965172,-0.179924,1
2.099000,357.034302,108.221825,2,195.644531,-0.128141,-1.999413,-0.182231,1
2.132000,357.036560,108.220703,2,195.644775,-0.134684,-1.945052,-0.176550,1
2.165000,357.033936,108.220802,2,195.652588,-0.132549,-1.958626,-0.176523,1
2.199000,357.036560,108.221260,2,195.659424,-0.127133,-2.011670,-0.182157,1
2.232000,357.036163,108.224449,2,195.651611,-0.126865,-1.965038,-0.178767,1
2.265000,357.035645,108.224030,2,195.653564,-0.129364,-1.997112,-0.181742,1
2.299000,357.035614,108.219147,2,195.648926,-0.130759,-1.962644,-0.179439,1
2.332000,357.035706,108.222710,2,195.642334,-0.131718,-1.971895,-0.179711,1
2.365000,357.033417,108.221718,2,195.655273,-0.139349,-1.973629,-0.177290,1
2.399000,357.034607,108.220161,2,195.646729,-0.133796,-1.977255,-0.179747,1
2.432000,357.035461,108.221962,2,195.658691,-0.124186,-1.985734,-0.182065,1
2.465000,357.034576,108.221657,2,195.644531,-0.136309,-1.969540,-0.176430,1
2.499000,357.036072,108.219971,2,195.654541,-0.129207,-2.000282,-0.182066,1
2.532000,357.040588,108.222389,2,195.667725,-0.123131,-1.995255,-0.182290,1
2.565000,357.037262,108.221291,2,195.655273,-0.137188,-1.981860,-0.178704,1
2.599000,357.038391,108.219482,2,195.651367,-0.138361,-1.928660,-0.176032,1
2.632000,357.039062,108.218864,2,195.656738,-0.128501,-1.970043,-0.179992,1
2.665000,357.038300,108.219948,2,195.652344,-0.132771,-1.956321,-0.178704,1
2.699000,357.043243,108.220146,2,195.675537,-0.140465,-1.993404,-0.178881,1
2.732000,357.038666,108.220177,2,195.648438,-0.130226,-1.955123,-0.178421,1
2.765000,357.036407,108.218437,2,195.650146,-0.135657,-1.981971,-0.180290,1
2.799000,357.043030,108.223152,2,195.671387,-0.129038,-1.979692,-0.181441,1
2.832000,357.039459,108.222305,2,195.661621,-0.132156,-1.963570,-0.178282,1
2.865000,357.039978,108.220345,2,195.663330,-0.132877,-2.005676,-0.181056,1
2.899000,357.040649,108.221947,2,195.655518,-0.131657,-1.954591,-0.176455,1
2.932000,357.038055,108.219536,2,195.647217,-0.127421,-1.974243,-0.180336,1
2.965000,357.038025,108.221069,2,195.662354,-0.128442,-1.980342,-0.181020,1
2.998000,357.036469,108.221611,2,195.643799,-0.132492,-1.968444,-0.178308,1
3.032000,357.039825,108.222984,2,195.657959,-0.124456,-1.988919,-0.183651,1
3.065000,357.033539,108.218956,2,195.656738,-0.132633,-1.978286,-0.178949,1
3.098000,357.037476,108.223030,2,195.658691,-0.131698,-2.012269,-0.181225,1
3.132000,357.035980,108.222313,2,195.653320,-0.131416,-1.990246,-0.182145,1
3.165000,357.041534,108.259743,2,195.691895,-0.129950,-1.965462,-0.183124,1
3.198000,357.042206,108.260529,2,195.703125,-0.114892,-1.975486,-0.186591,1
3.232000,357.011017,108.279816,2,195.683594,-0.074526,-1.995801,-0.185435,1
3.265000,356.973114,108.326813,2,195.524170,0.032029,-2.004453,-0.192362,1
3.298000,356.943054,108.428070,2,195.154297,0.231870,-2.025324,-0.203828,1
3.332000,356.851837,108.559258,2,194.366211,0.595379,-1.966059,-0.215513,1
3.365000,356.818085,108.787056,2,193.196533,1.130721,-2.055452,-0.246704,1
3.398000,356.850525,109.267220,2,191.555664,1.897248,-2.027295,-0.298190,1
3.432000,356.878906,109.905891,2,189.068604,2.970854,-1.989704,-0.354598,1
3.465000,356.859283,110.764114,2,185.792236,4.411296,-2.042827,-0.434527,1
3.498000,356.791443,112.042870,2,181.805664,6.241931,-1.988080,-0.525394,1
3.532000,356.787628,113.472511,2,176.790527,8.113071,-2.070401,-0.631647,1
3.565000,356.807159,115.076302,2,172.010254,10.013415,-2.037483,-0.720369,1
3.598000,356.911987,116.820457,2,167.869629,11.945679,-2.009665,-0.818759,1
3.632000,356.839508,118.608788,2,163.933350,13.829485,-1.955746,-0.901796,1
3.665000,356.766754,120.490639,2,160.539062,15.588459,-1.901672,-0.991330,1
3.698000,356.543610,122.013672,2,156.893799,17.045464,-2.028816,-1.086612,1
3.732000,356.467285,123.404938,2,154.512451,18.192472,-1.939568,-1.122603,1
3.765000,356.572784,124.418007,2,152.278809,19.015682,-1.918090,-1.144617,1
3.798000,356.535370,125.001160,2,151.605957,19.617344,-1.070942,-0.787334,1
3.832000,356.633789,125.333633,2,151.163086,19.829058,-1.155685,-0.840330,1
3.865000,356.560760,125.205719,2,151.417480,19.769699,-1.142460,-0.831289,1
3.898000,356.525818,124.816696,2,152.019775,19.416540,-1.071829,-0.787380,1
3.932000,356.500519,124.005272,2,153.294678,18.691355,-1.907546,-1.128365,1
3.965000,356.543457,122.767189,2,155.438721,17.732059,-1.975733,-1.098541,1
3.998000,356.670441,121.329514,2,158.111816,16.431025,-1.976826,-1.031487,1
4.031000,356.682068,119.582809,2,161.756104,14.858211,-1.944252,-0.948951,1
4.065000,356.696075,117.671700,2,165.419434,12.977376,-1.981161,-0.851315,1
4.098000,356.720001,115.910019,2,170.039551,11.110377,-2.094609,-0.793200,1
4.131000,356.754852,114.307945,2,174.320557,9.185637,-2.042653,-0.678768,1
4.165000,356.679565,112.706467,2,179.027100,7.293494,-2.014276,-0.565844,1
4.198000,356.791382,111.387627,2,183.137207,5.366316,-1.984524,-0.467597,1
4.231000,356.754150,110.282692,2,186.851562,3.694406,-2.016476,-0.379885,1
4.265000,356.953979,109.539032,2,190.434570,2.312726,-1.927029,-0.308332,1
4.298000,356.967712,109.007507,2,192.834961,1.240715,-2.063231,-0.263852,1
4.331000,357.054108,108.656502,2,195.012451,0.498683,-1.968872,-0.232046,1
4.365000,356.985291,108.470291,2,195.644287,0.017446,-1.994077,-0.207980,1
4.398000,357.028534,108.432762,2,196.120117,-0.131620,-1.992779,-0.201917,1
4.431000,356.499420,108.458282,2,195.655762,-0.144214,-2.046438,-0.210499,1
4.465000,354.513458,108.241264,2,195.575684,-0.115063,-2.012964,-0.184970,1
4.498000,351.280731,108.188370,2,195.197021,-0.133201,-2.036645,-0.175020,1
4.531000,346.586853,108.263008,2,195.381104,-0.148226,-1.905213,-0.166327,1
4.565000,340.571198,108.455269,2,195.770752,-0.139907,-1.966235,-0.188950,1
4.598000,333.044861,108.519302,2,196.189697,-0.153060,-1.920438,-0.177769,1
4.631000,324.625793,108.536552,2,196.487061,-0.161783,-1.899712,-0.163717,1
4.665000,316.428436,108.768532,2,196.540527,-0.159512,-1.877447,-0.181005,1
4.698000,308.140167,108.823410,2,196.487061,-0.156210,-1.877513,-0.175858,1
4.731000,299.912720,108.846657,2,196.358643,-0.131994,-1.532648,-0.114122,1
4.765000,291.669891,108.989204,2,196.438965,-0.126133,-1.512480,-0.126710,1
4.798000,283.267914,109.119553,2,196.701660,-0.111028,-1.217288,-0.075135,1
4.831000,274.800049,109.104958,2,196.962402,-0.127827,-1.191581,-0.056274,1
4.865000,266.372589,109.314713,2,197.183838,-0.117287,-1.214043,-0.074035,1
4.898000,258.097351,109.348465,2,197.292480,-0.114264,-1.187286,-0.069083,1
4.931000,249.687195,109.365417,2,197.467529,-0.104934,-1.156687,-0.056552,1
4.965000,241.591858,109.556007,2,197.560059,-0.126238,-1.073720,-0.074616,1
4.998000,233.149292,109.574684,2,197.730957,-0.038351,-0.454050,-0.024501,1
5.031000,224.821365,109.649773,2,197.854736,-0.054744,-0.370687,-0.015886,1
5.065000,216.385834,109.835709,2,198.108643,-0.054655,-0.296806,-0.019498,1
5.098000,208.077759,109.834106,2,198.322510,-0.058144,-0.327202,-0.013477,1
5.131000,199.650848,109.928925,2,198.475830,-0.056544,-0.147719,-0.001246,1
5.164000,191.511200,110.127495,2,198.484131,-0.063146,-0.130945,-0.020504,1
5.198000,183.097443,110.087013,2,198.511963,-0.046262,-0.115276,-0.008537,1
5.231000,175.337982,110.210709,2,198.631592,-0.055708,-0.168501,-0.009314,1
5.264000,168.964874,110.370461,2,198.846191,-0.054880,-0.140569,-0.014891,1
5.298000,163.928116,110.398529,2,199.156250,-0.049036,-0.019876,-0.006209,1
5.331000,160.213638,110.407356,2,199.388672,-0.070081,-0.054738,-0.008243,1
5.364000,157.859726,110.384293,2,199.418457,-0.052699,-0.051768,-0.003152,1
5.398000,156.870132,110.400352,2,199.244141,-0.051112,-0.062462,-0.004575,1
5.431000,156.948334,110.368652,2,198.884277,-0.041518,-0.011905,-0.005874,1
5.464000,156.886658,110.337547,2,197.508545,-0.031620,0.042393,0.004178,1
5.498000,156.839218,110.366127,2,195.138184,-0.056582,0.030852,0.000125,1
5.531000,156.663864,110.369629,2,190.928955,-0.051509,-0.012532,-0.001982,1
5.564000,156.492538,110.450851,2,185.010498,-0.044703,0.127531,0.001128,1
5.598000,156.335892,110.425911,2,177.621338,-0.036818,0.059835,-0.003655,1
5.631000,156.227905,110.341873,2,169.150391,-0.050277,0.070083,0.005236,1
5.664000,156.249924,110.340706,2,160.703125,-0.049500,-0.074795,-0.008782,1
5.698000,156.225403,110.319733,2,151.885742,-0.028759,0.014513,-0.000804,1
5.731000,156.058151,110.324226,2,143.815918,-0.042457,-0.055444,-0.006656,1
5.764000,155.779266,110.298058,2,135.683594,-0.033368,0.068972,0.001114,1
5.798000,155.580521,110.278427,2,127.515137,-0.040621,-0.023452,-0.001808,1
5.831000,155.440201,110.280357,2,119.387695,-0.044879,-0.009172,-0.007475,1
5.864000,155.361923,110.273994,2,110.929443,-0.023354,0.138353,-0.002486,1
5.898000,155.354355,110.255310,2,102.191406,-0.036254,-0.072772,-0.010241,1
5.931000,155.223785,110.230385,2,093.742188,-0.031353,0.016610,-0.003417,1
5.964000,155.091110,110.235023,2,085.468262,-0.036498,0.008130,-0.007571,1
5.998000,154.959167,110.234177,2,077.201416,-0.024912,-0.012240,-0.009259,1
6.031000,154.705978,110.198753,2,069.160889,-0.016186,0.066471,-0.003547,1
6.064000,154.517441,110.202263,2,060.921631,-0.028769,-0.022155,-0.008750,1
6.098000,154.409790,110.186829,2,052.325439,-0.027123,0.053305,-0.005674,1
6.131000,154.293625,110.135506,2,043.937622,-0.027360,-0.028274,-0.006600,1
6.164000,154.220047,110.087982,2,035.505737,-0.027045,0.033131,-0.003005,1
6.198000,154.175201,110.088737,2,027.074585,-0.026683,-0.081972,-0.009954,1
6.231000,153.980835,110.115402,2,019.103271,-0.024521,0.074962,-0.002695,1
6.264000,153.864487,110.141373,2,012.187378,-0.014417,0.032619,-0.011255,1
6.297000,153.847031,110.093849,2,006.395874,-0.015445,-0.047900,-0.006616,1
6.331000,153.842636,110.077354,2,002.415039,-0.001065,0.018626,-0.004977,1
6.364000,153.845047,110.080078,1,999.794556,-0.005327,-0.020533,-0.008024,1
6.397000,153.734436,110.009346,1,998.619385,-0.018090,0.000038,0.003791,1
6.431000,153.732071,109.969406,1,998.670044,-0.008158,0.033416,0.012113,1
6.464000,154.891449,109.998863,1,999.030396,-0.012886,-0.016764,-0.002139,1
6.497000,157.335693,110.015152,1,999.435059,-0.016408,0.062712,-0.002112,1
6.531000,161.192657,109.893677,1,999.458618,-0.022726,0.008166,0.005414,1
6.564000,166.596680,109.794624,1,999.172363,-0.010835,-0.020885,0.008820,1
6.597000,173.489624,109.849014,1,998.560181,-0.005534,-0.066538,-0.003674,1
6.631000,181.485245,109.661972,1,998.119385,-0.016422,-0.167738,0.006457,1
6.664000,189.941284,109.616829,1,997.926270,-0.001359,-0.191556,-0.007307,1
6.697000,198.243210,109.586838,1,998.090332,-0.018157,-0.230618,-0.011742,1
6.731000,206.454697,109.405357,1,998.203369,-0.011958,-0.215136,-0.002147,1
6.764000,214.664337,109.356758,1,998.198975,-0.015989,-0.356867,-0.013316,1
6.797000,223.054535,109.355118,1,997.790771,-0.080328,-1.033714,-0.066311,1
6.831000,231.468002,109.171463,1,997.494751,-0.084184,-1.094626,-0.063948,1
6.864000,239.989975,109.184402,1,997.257935,-0.069482,-1.122051,-0.073724,1
6.897000,248.364655,109.039413,1,997.136963,-0.069350,-1.073500,-0.063006,1
6.931000,256.644104,108.955086,1,997.016357,-0.055441,-1.088061,-0.066925,1
6.964000,264.908997,108.860649,1,996.951660,-0.103396,-1.475737,-0.122567,1
6.997000,273.224670,108.825081,1,996.839600,-0.102023,-1.395080,-0.120084,1
7.031000,281.518433,108.644737,1,996.907227,-0.138499,-1.849430,-0.180860,1
7.064000,289.955658,108.638580,1,996.700439,-0.117153,-1.884454,-0.191677,1
7.097000,298.322266,108.496231,1,996.439453,-0.115601,-1.953920,-0.190372,1
7.131000,306.680664,108.426178,1,996.170044,-0.129497,-1.960449,-0.190228,1
7.164000,314.932037,108.338737,1,996.068604,-0.104204,-1.958125,-0.187400,1
7.197000,323.283203,108.276588,1,996.035034,-0.111698,-1.985792,-0.196227,1
7.231000,331.475311,108.126350,1,996.046021,-0.107269,-1.992853,-0.191270,1
7.264000,338.593109,108.122444,1,995.841797,-0.100390,-2.026502,-0.204176,1
7.297000,344.359100,108.026756,1,995.550903,-0.102186,-2.044513,-0.197854,1
7.331000,348.700104,107.894844,1,995.272705,-0.117241,-2.052276,-0.181596,1
7.364000,351.908722,108.064171,1,995.209473,-0.103613,-2.092320,-0.214080,1
7.397000,353.456757,107.957924,1,995.363037,-0.099687,-2.087926,-0.205094,1
