,polo,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,357.002228,108.236755,2,195.579102,-0.061846,-1.366322,-0.066391,1
0.033000,357.002045,108.241325,2,195.594727,-0.078091,-1.399444,-0.066601,1
0.066000,357.092987,108.228134,2,195.557373,-0.116615,-1.681867,-0.118329,1
0.099000,357.092651,108.233376,2,195.552246,-0.119790,-1.660646,-0.118235,1
0.133000,357.038391,108.218781,2,195.654053,-0.136861,-1.997840,-0.180561,1
0.166000,357.040283,108.217590,2,195.661865,-0.130701,-1.985329,-0.181889,1
0.199000,357.037018,108.219894,2,195.654297,-0.125929,-1.967915,-0.180068,1
0.233000,357.034363,108.218002,2,195.658447,-0.125807,-2.002629,-0.181569,1
0.266000,357.037262,108.217651,2,195.645996,-0.129879,-1.955056,-0.178619,1
0.299000,357.035858,108.215691,2,195.644531,-0.131233,-1.966060,-0.178046,1
0.333000,357.036926,108.220016,2,195.661133,-0.130571,-1.980819,-0.182213,1
0.366000,357.034271,108.217354,2,195.645752,-0.137739,-2.028492,-0.182129,1
0.399000,357.033478,108.218178,2,195.652344,-0.126094,-1.950837,-0.177627,1
0.433000,357.034119,108.218391,2,195.648682,-0.125146,-1.963450,-0.178783,1
0.466000,357.038818,108.219902,2,195.655029,-0.131475,-2.017586,-0.182405,1
0.499000,357.035370,108.220726,2,195.648438,-0.128403,-1.953247,-0.177727,1
0.533000,357.035126,108.220840,2,195.652100,-0.127142,-1.963006,-0.177852,1
0.566000,357.035431,108.219353,2,195.651611,-0.127195,-1.970313,-0.178737,1
0.599000,357.038086,108.214867,2,195.651855,-0.130903,-2.001764,-0.181824,1
0.633000,357.035034,108.214813,2,195.643066,-0.131547,-1.957345,-0.179144,1
0.666000,357.033813,108.214821,2,195.645508,-0.131907,-1.983943,-0.180309,1
0.699000,357.032196,108.214211,2,195.639160,-0.133398,-1.979463,-0.179832,1
0.733000,357.036346,108.216339,2,195.656006,-0.135076,-1.966008,-0.178931,1
0.766000,357.033661,108.214622,2,195.627930,-0.122911,-1.934039,-0.177758,1
0.799000,357.034210,108.217682,2,195.636475,-0.129155,-1.953299,-0.177998,1
0.833000,357.035187,108.217018,2,195.640381,-0.131011,-1.957028,-0.178645,1
0.866000,357.033661,108.218163,2,195.647705,-0.132914,-1.993107,-0.178696,1
0.899000,357.034729,108.220360,2,195.646484,-0.126631,-1.969528,-0.179776,1
0.932000,357.035919,108.218018,2,195.645508,-0.125491,-1.945640,-0.178511,1
0.966000,357.038239,108.219284,2,195.671143,-0.130007,-2.009067,-0.183154,1
0.999000,357.035461,108.215370,2,195.648682,-0.131923,-1.988407,-0.180044,1
1.032000,357.033203,108.213837,2,195.635010,-0.130709,-1.950030,-0.177219,1
1.066000,357.037323,108.221352,2,195.646484,-0.133193,-1.962665,-0.179688,1
1.099000,357.035217,108.218269,2,195.645752,-0.118182,-1.960065,-0.182211,1
1.132000,357.034821,108.215385,2,195.637451,-0.132563,-1.956363,-0.179189,1
1.166000,357.037994,108.218422,2,195.662598,-0.123291,-1.972671,-0.181338,1
1.199000,357.037872,108.220451,2,195.654785,-0.129521,-1.970233,-0.182254,1
1.232000,357.035889,108.214447,2,195.643555,-0.129456,-1.992281,-0.180730,1
1.266000,357.035461,108.218185,2,195.646973,-0.136604,-2.010009,-0.182281,1
1.299000,357.031708,108.216331,2,195.627686,-0.128160,-1.927648,-0.176709,1
1.332000,357.038452,108.216553,2,195.641357,-0.135070,-1.980601,-0.178480,1
1.366000,357.036163,108.217606,2,195.645264,-0.124739,-1.997629,-0.182764,1
1.399000,357.036407,108.215782,2,195.645508,-0.130500,-1.969801,-0.178401,1
1.432000,357.032227,108.218277,2,195.646973,-0.133067,-1.966468,-0.180676,1
1.466000,357.033966,108.216743,2,195.652100,-0.134238,-1.961596,-0.177669,1
1.499000,357.036743,108.217461,2,195.647461,-0.125570,-1.983432,-0.180888,1
1.532000,357.036194,108.215851,2,195.639648,-0.129674,-1.959349,-0.178899,1
1.566000,357.036346,108.216324,2,195.651855,-0.132106,-1.968233,-0.179280,1
1.599000,357.034485,108.217751,2,195.645264,-0.132569,-1.972391,-0.178672,1
1.632000,357.029388,108.218513,2,195.630371,-0.134438,-1.964029,-0.177343,1
1.666000,357.035095,108.218529,2,195.646729,-0.132475,-1.983486,-0.179925,1
1.699000,357.031677,108.215660,2,195.646240,-0.132315,-1.962915,-0.178480,1
1.732000,357.035583,108.217529,2,195.645752,-0.137302,-1.952324,-0.175606,1
1.766000,357.034119,108.217812,2,195.635010,-0.133925,-1.983010,-0.178330,1
1.799000,357.035736,108.218994,2,195.646973,-0.124804,-1.967896,-0.180695,1
1.832000,357.036377,108.217789,2,195.640625,-0.125785,-1.943891,-0.177731,1
1.866000,357.035309,108.215813,2,195.639404,-0.133163,-1.958763,-0.178740,1
1.899000,357.036682,108.217232,2,195.653320,-0.135768,-1.981693,-0.178922,1
1.932000,357.035675,108.216179,2,195.639160,-0.139430,-1.945296,-0.174822,1
1.966000,357.036072,108.216164,2,195.648926,-0.130392,-1.936400,-0.177009,1
1.999000,357.037933,108.218567,2,195.644775,-0.129532,-1.964251,-0.179453,1
2.032000,357.033691,108.214920,2,195.635254,-0.125473,-1.972893,-0.181522,1
2.066000,357.036194,108.218987,2,195.649414,-0.126459,-1.976755,-0.179552,1
2.099000,357.033813,108.215477,2,195.651123,-0.130972,-1.958699,-0.179457,1
2.132000,357.036377,108.216347,2,195.662842,-0.124835,-1.997896,-0.180070,1
2.165000,357.035980,108.215340,2,195.644531,-0.132539,-1.965914,-0.177467,1
2.199000,357.031799,108.214615,2,195.631348,-0.125024,-1.966575,-0.177951,1
2.232000,357.036682,108.218475,2,195.651123,-0.139041,-1.983130,-0.179051,1
2.265000,357.031067,108.216553,2,195.636475,-0.132153,-1.952735,-0.177914,1
2.299000,357.035614,108.217720,2,195.653320,-0.131476,-2.021568,-0.182675,1
2.332000,357.033783,108.216713,2,195.638428,-0.134216,-1.956113,-0.176848,1
2.365000,357.037506,108.216553,2,195.644531,-0.125829,-1.930593,-0.176748,1
2.399000,357.033813,108.214928,2,195.642090,-0.134158,-1.965068,-0.177428,1
2.432000,357.034790,108.217506,2,195.634766,-0.134441,-1.984164,-0.178655,1
2.465000,357.035156,108.217415,2,195.656494,-0.139270,-2.001894,-0.178934,1
2.499000,357.034210,108.216087,2,195.643555,-0.133195,-1.958535,-0.177270,1
