,polo,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,356.997711,108.245163,2,195.569824,-0.081492,-1.408395,-0.065613,1
0.033000,357.000336,108.246635,2,195.566406,-0.074520,-1.351807,-0.063733,1
0.066000,357.092102,108.235229,2,195.552002,-0.122027,-1.696491,-0.121973,1
0.099000,357.089264,108.236977,2,195.540527,-0.118510,-1.660612,-0.115648,1
0.133000,357.093414,108.242279,2,195.577637,-0.118404,-1.712723,-0.120503,1
0.166000,357.033417,108.215309,2,195.630127,-0.139601,-1.980964,-0.177643,1
0.199000,357.029480,108.215553,2,195.619873,-0.138080,-1.989864,-0.179358,1
0.233000,357.034485,108.215675,2,195.628174,-0.143004,-1.977801,-0.177496,1
0.266000,357.031097,108.218819,2,195.622314,-0.137635,-1.990818,-0.181970,1
0.299000,357.031921,108.218895,2,195.634277,-0.138151,-1.970957,-0.177335,1
0.333000,357.036194,108.219139,2,195.644287,-0.138679,-1.994938,-0.180757,1
0.366000,357.031860,108.219124,2,195.623535,-0.134216,-1.953203,-0.178405,1
0.399000,357.033081,108.216690,2,195.633545,-0.128390,-1.978388,-0.181380,1
0.433000,357.029480,108.217804,2,195.614990,-0.142428,-1.925279,-0.173514,1
0.466000,357.032806,108.217056,2,195.634766,-0.140884,-1.993515,-0.181039,1
0.499000,357.035217,108.219925,2,195.632812,-0.137060,-1.963326,-0.177668,1
0.533000,357.031189,108.220604,2,195.623779,-0.140551,-1.920887,-0.173619,1
0.566000,357.031555,108.218437,2,195.627197,-0.134518,-1.962365,-0.177661,1
0.599000,357.031281,108.217842,2,195.619873,-0.138954,-1.954486,-0.175677,1
0.633000,357.033478,108.219307,2,195.636963,-0.130523,-1.960137,-0.178269,1
0.666000,357.029144,108.219154,2,195.617920,-0.130276,-1.936887,-0.176691,1
0.699000,357.035400,108.216087,2,195.635254,-0.135275,-2.009637,-0.182408,1
0.733000,357.036652,108.219978,2,195.629883,-0.139552,-1.984645,-0.178654,1
0.766000,357.035309,108.218468,2,195.631104,-0.131208,-1.952372,-0.178672,1
0.799000,357.033600,108.216911,2,195.620850,-0.134729,-1.964226,-0.178467,1
0.833000,357.033722,108.217239,2,195.627686,-0.140571,-1.956878,-0.176616,1
0.866000,357.035583,108.216759,2,195.631592,-0.134472,-1.956381,-0.177588,1
0.899000,357.028992,108.213821,2,195.608398,-0.139408,-1.953231,-0.176183,1
0.933000,357.031799,108.218391,2,195.618408,-0.134691,-1.965274,-0.176695,1
0.966000,357.027191,108.216057,2,195.604248,-0.131430,-1.974834,-0.178892,1
0.999000,357.032959,108.214577,2,195.622070,-0.143271,-1.970712,-0.177156,1
1.033000,357.028290,108.217529,2,195.609863,-0.138520,-1.954284,-0.175727,1
1.066000,357.030121,108.215813,2,195.613281,-0.141106,-1.983349,-0.178889,1
1.099000,357.032654,108.215790,2,195.612305,-0.142808,-1.941221,-0.174979,1
1.132000,357.034302,108.216690,2,195.623291,-0.134581,-1.958888,-0.178009,1
1.166000,357.030304,108.216438,2,195.605713,-0.142528,-1.975780,-0.178411,1
1.199000,357.032135,108.216293,2,195.609375,-0.135732,-1.930416,-0.175673,1
