,polo,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,356.994110,108.285156,2,195.628418,-0.069624,-1.373513,-0.068669,1
0.033000,356.955933,108.299103,2,195.581787,-0.015267,-1.359272,-0.064015,1
0.066000,356.965271,108.338043,2,195.482666,0.051332,-2.022480,-0.192859,1
0.099000,356.918518,108.441353,2,195.051514,0.281560,-2.040884,-0.203310,1
0.133000,356.883392,108.639801,2,194.220703,0.660115,-2.015931,-0.226070,1
0.166000,356.870239,108.905594,2,192.929932,1.229316,-2.030576,-0.259421,1
0.199000,356.906616,109.385384,2,191.211182,2.046512,-1.965332,-0.305765,1
0.233000,356.910156,110.042999,2,188.552002,3.182787,-1.982629,-0.367286,1
0.266000,356.823700,110.932838,2,185.184570,4.693831,-1.986587,-0.438459,1
0.299000,356.741302,112.242767,2,180.898438,6.539299,-2.019434,-0.542554,1
0.333000,356.800995,113.724075,2,176.154785,8.464200,-2.124096,-0.673332,1
0.366000,356.773743,115.325722,2,171.213135,10.332494,-2.098249,-0.745001,1
0.399000,356.846069,117.027069,2,167.320801,12.254508,-1.959324,-0.819418,1
0.433000,356.786957,118.884392,2,163.270752,14.142023,-1.967397,-0.916671,1
0.466000,356.718842,120.757210,2,159.936768,15.845359,-1.935470,-1.015582,1
0.499000,356.542542,122.263672,2,156.395508,17.250608,-2.042877,-1.108218,1
0.533000,356.463043,123.608032,2,154.065674,18.357141,-1.918194,-1.125937,1
0.566000,356.592285,124.525864,2,152.105469,19.114651,-1.914997,-1.153035,1
0.599000,356.536713,125.086647,2,151.468750,19.674120,-1.082981,-0.792778,1
0.633000,356.660492,125.340164,2,151.235840,19.847652,-1.175447,-0.856563,1
0.666000,356.547058,125.147377,2,151.435059,19.731680,-1.129091,-0.822479,1
0.699000,356.554871,124.692162,2,152.110352,19.230740,-1.803824,-1.114069,1
0.733000,356.514526,123.831787,2,153.598633,18.551992,-1.902438,-1.122459,1
0.766000,356.571869,122.563560,2,155.880371,17.536652,-2.042114,-1.120139,1
0.799000,356.692719,121.068199,2,158.634521,16.187920,-2.003825,-1.033637,1
0.833000,356.676239,119.286545,2,162.402588,14.577498,-1.931739,-0.931051,1
0.866000,356.752350,117.385696,2,166.102783,12.680602,-2.023712,-0.842325,1
0.899000,356.718781,115.657326,2,170.725830,10.790501,-2.079314,-0.772966,1
0.932000,356.764496,114.031746,2,175.137207,8.853350,-2.037855,-0.661702,1
0.966000,356.651886,112.461655,2,179.605225,6.950867,-2.079602,-0.554129,1
0.999000,356.790100,111.176468,2,183.972900,5.091246,-1.981796,-0.458186,1
1.032000,356.787689,110.147942,2,187.415283,3.445869,-2.010947,-0.370151,1
1.066000,356.953766,109.423019,2,191.020752,2.131496,-1.967283,-0.309000,1
1.099000,356.982635,108.923592,2,193.088623,1.102155,-2.038814,-0.256968,1
1.132000,357.020569,108.607048,2,195.283447,0.411973,-1.953457,-0.227707,1
1.166000,356.996338,108.442612,2,195.780518,-0.025915,-2.006108,-0.206996,1
1.199000,357.001923,108.444817,2,196.111816,-0.123954,-2.009783,-0.204994,1
1.232000,356.264191,108.421478,2,195.639648,-0.145112,-2.016206,-0.207002,1
1.266000,354.060120,108.214073,2,195.455811,-0.129802,-2.006807,-0.180418,1
1.299000,350.626862,108.200798,2,195.274902,-0.141942,-2.025517,-0.174305,1
1.332000,345.693420,108.300316,2,195.400391,-0.157669,-1.951554,-0.173505,1
1.366000,339.428131,108.459717,2,195.880615,-0.138895,-1.951256,-0.188251,1
1.399000,331.670380,108.508583,2,196.245605,-0.146279,-1.928898,-0.174979,1
1.432000,323.259796,108.581467,2,196.521484,-0.141233,-1.854384,-0.168881,1
1.466000,315.015839,108.751472,2,196.550537,-0.156709,-1.882875,-0.177346,1
1.499000,306.767059,108.818108,2,196.471191,-0.154023,-1.818871,-0.171783,1
1.532000,298.465118,108.837273,2,196.470703,-0.154818,-1.830812,-0.166894,1
1.566000,290.311432,108.989014,2,196.462891,-0.135797,-1.564164,-0.129215,1
1.599000,281.834106,109.110329,2,196.767334,-0.111508,-1.335072,-0.078267,1
1.632000,273.424774,109.125862,2,196.998291,-0.117953,-1.264224,-0.069633,1
1.666000,264.965607,109.308487,2,197.206787,-0.111081,-1.209489,-0.072336,1
1.699000,256.729218,109.369446,2,197.359375,-0.118418,-1.158440,-0.070865,1
1.732000,248.332550,109.378159,2,197.471924,-0.124764,-1.135929,-0.054515,1
1.766000,240.174561,109.547165,2,197.669189,-0.036157,-0.480286,-0.028124,1
1.799000,231.764740,109.597504,2,197.715820,-0.069857,-0.416781,-0.021894,1
1.832000,223.445404,109.676292,2,197.851807,-0.047659,-0.362020,-0.021241,1
1.866000,214.973877,109.821648,2,198.095947,-0.063958,-0.210038,-0.009575,1
1.899000,206.713272,109.889107,2,198.354248,-0.050517,-0.233815,-0.014671,1
1.932000,198.290939,109.932541,2,198.526123,-0.050179,-0.183322,-0.002587,1
1.966000,190.111816,110.139694,2,198.485107,-0.043909,-0.180433,-0.026741,1
1.999000,181.739487,110.112602,2,198.513672,-0.056851,-0.106641,-0.006293,1
