,polo,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,356.999207,108.240837,2,195.564941,-0.072947,-1.369590,-0.064278,1
0.033000,356.999817,108.242027,2,195.573730,-0.074249,-1.404815,-0.067569,1
0.066000,357.092499,108.229027,2,195.546875,-0.109717,-1.689648,-0.121633,1
0.099000,357.094238,108.231728,2,195.556885,-0.117964,-1.709917,-0.122134,1
0.133000,357.035706,108.216942,2,195.643066,-0.131870,-1.961035,-0.178332,1
0.166000,357.040405,108.219437,2,195.648193,-0.135960,-2.003377,-0.180783,1
0.199000,357.037811,108.219749,2,195.636230,-0.127398,-1.923030,-0.176968,1
0.233000,357.035156,108.220398,2,195.639893,-0.130804,-1.961791,-0.178450,1
0.266000,357.036133,108.220695,2,195.638916,-0.134843,-1.959197,-0.177914,1
0.299000,357.034760,108.220055,2,195.631592,-0.132068,-1.970272,-0.177917,1
0.333000,357.035217,108.220825,2,195.646729,-0.127617,-1.962906,-0.178777,1
0.366000,357.035126,108.219749,2,195.635254,-0.128718,-1.988188,-0.182484,1
0.399000,357.037262,108.217148,2,195.640137,-0.130419,-1.980478,-0.180798,1
0.433000,357.035492,108.216858,2,195.626709,-0.139065,-1.980850,-0.179627,1
0.466000,357.036926,108.219437,2,195.648193,-0.131041,-1.980582,-0.180740,1
0.499000,357.037445,108.218674,2,195.639893,-0.132682,-1.969592,-0.178094,1
0.533000,357.034363,108.218445,2,195.634277,-0.138836,-1.960190,-0.178385,1
0.566000,357.034882,108.219521,2,195.632812,-0.137153,-1.970668,-0.179731,1
0.599000,357.034607,108.216652,2,195.633545,-0.136735,-1.975309,-0.179463,1
0.633000,357.039032,108.220932,2,195.648682,-0.141511,-1.967204,-0.177427,1
0.666000,357.034241,108.219734,2,195.633301,-0.133677,-1.958375,-0.177860,1
0.699000,357.034058,108.216454,2,195.629395,-0.141323,-1.985464,-0.179629,1
0.733000,357.035065,108.215607,2,195.643555,-0.133684,-1.999730,-0.181024,1
0.766000,357.038605,108.221359,2,195.639404,-0.132226,-1.970537,-0.179019,1
0.799000,357.035889,108.218689,2,195.648438,-0.130695,-1.981366,-0.179591,1
0.833000,357.033844,108.220329,2,195.642578,-0.135494,-1.985209,-0.180760,1
0.866000,357.036560,108.217407,2,195.636963,-0.135197,-1.980827,-0.179468,1
0.899000,357.030640,108.220497,2,195.624756,-0.129993,-1.952245,-0.177082,1
0.932000,357.034607,108.220451,2,195.636719,-0.129329,-1.949557,-0.177786,1
0.966000,357.033783,108.219109,2,195.635254,-0.125571,-1.958599,-0.178448,1
0.999000,357.038788,108.220406,2,195.656738,-0.132872,-2.029730,-0.183305,1
1.032000,357.037201,108.218414,2,195.640381,-0.139378,-1.950884,-0.176733,1
1.066000,357.035370,108.218002,2,195.640625,-0.136273,-1.984498,-0.179952,1
1.099000,357.032288,108.219162,2,195.633545,-0.132285,-1.954862,-0.176239,1
1.132000,357.036530,108.220573,2,195.642822,-0.121946,-1.983267,-0.181992,1
1.166000,357.036163,108.220573,2,195.640625,-0.133735,-1.947753,-0.177243,1
1.199000,357.037903,108.221680,2,195.636719,-0.133911,-1.945195,-0.176565,1
1.232000,357.039154,108.220207,2,195.640869,-0.132321,-1.951002,-0.178361,1
1.266000,357.032349,108.219048,2,195.624023,-0.129953,-1.952648,-0.178296,1
1.299000,357.035828,108.220268,2,195.635742,-0.130307,-1.969756,-0.180056,1
1.332000,357.036072,108.218979,2,195.639648,-0.131583,-1.958957,-0.179275,1
1.366000,357.031769,108.216705,2,195.622559,-0.134562,-1.949963,-0.177668,1
1.399000,357.034668,108.219002,2,195.622070,-0.135739,-1.990185,-0.179080,1
1.432000,357.033508,108.219902,2,195.628174,-0.134091,-1.960706,-0.177516,1
1.466000,357.035461,108.219177,2,195.644043,-0.134134,-1.962074,-0.178241,1
1.499000,357.037109,108.219620,2,195.647461,-0.137764,-1.994160,-0.178990,1
1.532000,357.033997,108.215485,2,195.630615,-0.130844,-1.954329,-0.179123,1
1.566000,357.036285,108.220085,2,195.631104,-0.133828,-1.951656,-0.176893,1
1.599000,357.037567,108.218849,2,195.645752,-0.128074,-1.992044,-0.179728,1
1.632000,357.036255,108.221336,2,195.643311,-0.126737,-1.986100,-0.181715,1
1.666000,357.036835,108.219917,2,195.644287,-0.130298,-2.001962,-0.181584,1
1.699000,357.033905,108.219116,2,195.627930,-0.133103,-1.957677,-0.179300,1
1.732000,357.035675,108.219833,2,195.643555,-0.124791,-1.978531,-0.179810,1
1.766000,357.037811,108.218781,2,195.640625,-0.128231,-1.980202,-0.179841,1
1.799000,357.033905,108.217911,2,195.638184,-0.137183,-1.957525,-0.177589,1
1.832000,357.040436,108.220230,2,195.648682,-0.130221,-1.998145,-0.181922,1
1.866000,357.038422,108.218903,2,195.642822,-0.135092,-1.985371,-0.180135,1
1.899000,357.039459,108.220490,2,195.644531,-0.129765,-1.945225,-0.177690,1
1.932000,357.036011,108.220695,2,195.646484,-0.130627,-1.980128,-0.179862,1
1.965000,357.037262,108.217934,2,195.633789,-0.144789,-1.980186,-0.178419,1
1.999000,357.038086,108.217613,2,195.642578,-0.126040,-2.041812,-0.186853,1
2.032000,357.039734,108.218338,2,195.632812,-0.134590,-1.947599,-0.177243,1
2.065000,357.036713,108.218819,2,195.633301,-0.131792,-2.000503,-0.182553,1
2.099000,357.033325,108.218048,2,195.638916,-0.129273,-2.014967,-0.183809,1
2.132000,357.038635,108.221100,2,195.639893,-0.131175,-1.958971,-0.177173,1
2.165000,357.036041,108.222626,2,195.633789,-0.130258,-1.934329,-0.175832,1
2.199000,357.033630,108.232635,2,195.649658,-0.129619,-1.986277,-0.182346,1
2.232000,357.046997,108.291977,2,195.692871,-0.126162,-1.967710,-0.188047,1
2.265000,357.031708,108.264488,2,195.698730,-0.115675,-1.994471,-0.185797,1
2.299000,356.991852,108.293198,2,195.625244,-0.063183,-1.994813,-0.183299,1
2.332000,356.965149,108.346725,2,195.416748,0.071838,-2.040667,-0.194364,1
2.365000,356.917145,108.470284,2,194.936035,0.331900,-2.017798,-0.205860,1
2.399000,356.885010,108.677979,2,194.043945,0.737491,-1.985448,-0.229383,1
2.432000,356.885193,108.981201,2,192.648438,1.341111,-2.022082,-0.266989,1
2.465000,356.910889,109.475746,2,190.859131,2.207374,-1.935399,-0.309538,1
2.499000,356.905396,110.158745,2,188.044189,3.389047,-1.994274,-0.377625,1
2.532000,356.808533,111.127762,2,184.576660,4.954563,-1.953065,-0.444405,1
2.565000,356.743561,112.460632,2,179.997070,6.813207,-2.050389,-0.558465,1
2.599000,356.807556,113.979736,2,175.454346,8.758659,-2.036074,-0.668215,1
2.632000,356.814117,115.611153,2,170.480713,10.638844,-2.107531,-0.764167,1
2.665000,356.883698,117.371063,2,166.642334,12.542170,-2.044281,-0.854337,1
2.699000,356.809570,119.215523,2,162.645508,14.417432,-1.949216,-0.929301,1
2.732000,356.692352,121.014687,2,159.398193,16.090313,-1.968143,-1.038117,1
2.765000,356.536835,122.491096,2,156.008789,17.449911,-2.009248,-1.106574,1
2.799000,356.476410,123.800529,2,153.639404,18.484980,-1.924081,-1.129294,1
2.832000,356.608185,124.625626,2,151.995605,19.209560,-1.868104,-1.138738,1
2.865000,356.556244,125.169327,2,151.389160,19.722734,-1.148675,-0.824913,1
2.899000,356.648499,125.338631,2,151.270020,19.841578,-1.132617,-0.834772,1
2.932000,356.583313,125.075233,2,151.470459,19.618771,-1.807001,-1.136025,1
2.965000,356.563995,124.611671,2,152.363525,19.171860,-1.838432,-1.133517,1
2.998000,356.520569,123.629822,2,153.925537,18.404102,-1.984098,-1.142329,1
3.032000,356.528381,122.355255,2,156.304199,17.448460,-0.983686,-0.662912,1
3.065000,356.630035,120.792847,2,159.167725,16.016615,-1.016633,-0.621891,1
3.098000,356.692566,119.042442,2,162.931396,14.295169,-2.008579,-0.932086,1
3.132000,356.708313,117.032860,2,166.849854,12.375126,-1.976293,-0.817174,1
3.165000,356.705841,115.400703,2,171.336670,10.476493,-2.011476,-0.733029,1
3.198000,356.759705,113.766144,2,175.953369,8.566949,-2.050964,-0.649503,1
3.232000,356.661621,112.246552,2,180.141602,6.633516,-2.039576,-0.528929,1
3.265000,356.794647,110.972107,2,184.653076,4.828269,-1.980998,-0.445625,1
3.298000,356.852997,110.045708,2,187.920654,3.221534,-1.976821,-0.361651,1
3.332000,356.949219,109.342285,2,191.535889,1.957759,-1.997630,-0.301663,1
3.365000,356.966156,108.830391,2,193.398926,0.957688,-2.033530,-0.247980,1
3.398000,356.983551,108.559685,2,195.427490,0.320731,-1.952128,-0.218528,1
3.432000,357.026794,108.434380,2,195.929932,-0.063244,-2.047786,-0.212873,1
3.465000,357.000488,108.452057,2,196.029297,-0.116298,-1.976350,-0.207261,1
3.498000,356.014374,108.383606,2,195.665283,-0.140143,-2.079719,-0.204917,1
3.532000,353.620300,108.206963,2,195.348633,-0.132543,-2.069394,-0.179116,1
3.565000,349.954803,108.216103,2,195.314453,-0.128944,-2.009035,-0.178214,1
3.598000,344.809906,108.320999,2,195.440430,-0.153212,-1.955391,-0.172733,1
3.632000,338.320526,108.501778,2,195.946289,-0.147700,-1.955147,-0.188652,1
3.665000,330.360657,108.498093,2,196.291504,-0.146330,-1.946285,-0.177977,1
3.698000,321.993103,108.601517,2,196.578857,-0.143871,-1.966429,-0.177654,1
3.732000,313.736359,108.816849,2,196.519287,-0.148812,-1.856672,-0.181874,1
