,polo,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,356.999969,108.234818,2,195.576904,-0.071285,-1.381595,-0.066945,1
0.033000,356.997009,108.236320,2,195.583740,-0.075166,-1.406614,-0.066425,1
0.066000,357.090973,108.224419,2,195.558838,-0.124303,-1.707067,-0.120303,1
0.099000,357.090363,108.224579,2,195.557129,-0.123489,-1.694519,-0.123040,1
0.133000,357.032532,108.216682,2,195.657471,-0.132678,-1.998046,-0.181966,1
0.166000,357.092804,108.216431,2,195.579590,-0.113062,-1.704105,-0.124326,1
0.199000,357.031189,108.213371,2,195.643799,-0.135497,-1.985783,-0.179440,1
0.233000,357.029327,108.214958,2,195.633301,-0.136228,-1.946284,-0.177811,1
0.266000,357.032074,108.214226,2,195.647461,-0.127793,-1.969183,-0.180077,1
0.299000,357.030792,108.213509,2,195.642822,-0.130689,-1.954877,-0.179036,1
0.333000,357.030304,108.215179,2,195.648193,-0.134294,-1.982429,-0.180923,1
0.366000,357.030792,108.214592,2,195.640869,-0.132164,-1.989291,-0.179931,1
0.399000,357.033569,108.215340,2,195.654541,-0.124627,-1.956808,-0.180871,1
0.433000,357.027283,108.215218,2,195.620117,-0.132686,-1.952792,-0.178144,1
0.466000,357.029694,108.215790,2,195.652100,-0.136486,-1.951042,-0.177161,1
0.499000,357.029846,108.212082,2,195.636719,-0.130133,-1.936811,-0.177913,1
0.533000,357.032532,108.211578,2,195.638184,-0.140978,-1.969991,-0.178097,1
0.566000,357.027191,108.212494,2,195.628662,-0.134384,-2.004802,-0.182511,1
0.599000,357.028320,108.215919,2,195.632324,-0.130600,-1.960839,-0.179727,1
0.633000,357.032196,108.213585,2,195.648682,-0.135300,-1.973913,-0.180367,1
0.666000,357.030151,108.214584,2,195.643311,-0.127442,-1.970718,-0.179870,1
0.699000,357.031067,108.212456,2,195.635986,-0.132762,-1.952455,-0.179149,1
0.733000,357.030762,108.213989,2,195.632812,-0.131743,-1.985393,-0.182488,1
0.766000,357.031555,108.213654,2,195.642334,-0.127494,-1.976422,-0.179159,1
0.799000,357.039185,108.208054,2,195.654297,-0.132506,-1.967387,-0.179396,1
0.833000,357.035156,108.214073,2,195.642578,-0.133675,-1.931783,-0.176760,1
0.866000,357.033875,108.215111,2,195.651855,-0.136498,-1.950712,-0.178207,1
0.899000,357.033264,108.210678,2,195.652832,-0.135356,-1.977440,-0.179838,1
0.933000,357.031555,108.209587,2,195.633545,-0.129251,-1.943911,-0.176653,1
0.966000,357.033783,108.209892,2,195.639160,-0.133314,-1.959063,-0.177689,1
0.999000,357.030029,108.212372,2,195.631348,-0.132040,-1.959403,-0.180116,1
1.033000,357.030792,108.211349,2,195.630371,-0.130211,-1.956927,-0.178474,1
1.066000,357.033691,108.214989,2,195.645996,-0.126861,-1.957644,-0.179057,1
1.099000,357.034454,108.212082,2,195.648438,-0.132833,-2.016607,-0.183102,1
1.132000,357.035797,108.214180,2,195.642822,-0.130318,-1.963598,-0.179462,1
1.166000,357.034515,108.213295,2,195.649170,-0.130855,-1.930539,-0.177412,1
1.199000,357.034912,108.207016,2,195.649414,-0.137639,-2.003323,-0.182030,1
1.232000,357.040436,108.215546,2,195.666260,-0.134327,-1.976475,-0.179750,1
1.266000,357.034027,108.211914,2,195.638184,-0.129055,-1.963118,-0.180254,1
1.299000,357.034210,108.216812,2,195.650879,-0.132240,-1.960254,-0.179297,1
1.332000,357.034668,108.254181,2,195.686279,-0.126506,-1.968234,-0.184875,1
1.366000,357.040649,108.260468,2,195.696289,-0.133455,-1.968955,-0.184587,1
1.399000,357.009918,108.272118,2,195.667969,-0.086655,-1.942791,-0.180433,1
1.432000,356.974609,108.314896,2,195.540039,0.005973,-2.015554,-0.189487,1
1.466000,356.943176,108.416290,2,195.186279,0.210830,-1.996222,-0.201527,1
1.499000,356.866669,108.551865,2,194.441650,0.566344,-1.957184,-0.214063,1
1.532000,356.831451,108.773026,2,193.271240,1.092703,-1.960186,-0.239199,1
1.566000,356.862000,109.240692,2,191.654053,1.841880,-2.011304,-0.296570,1
1.599000,356.893005,109.860466,2,189.246338,2.886601,-1.960052,-0.347694,1
1.632000,356.874176,110.715317,2,186.017822,4.315460,-2.047290,-0.434539,1
1.666000,356.763794,111.911278,2,182.102051,6.129761,-1.999205,-0.516626,1
