,polo,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,357.000702,108.241997,2,195.572266,-0.079872,-1.393657,-0.064898,1
0.033000,356.995148,108.241432,2,195.570801,-0.072599,-1.414449,-0.066483,1
0.066000,357.028992,108.221199,2,195.648682,-0.136233,-1.967498,-0.178407,1
0.100000,357.027618,108.222618,2,195.647949,-0.134671,-1.960473,-0.178729,1
0.133000,357.030945,108.223396,2,195.663574,-0.126078,-1.983679,-0.180715,1
0.166000,357.028351,108.221672,2,195.656738,-0.130510,-1.988935,-0.181237,1
0.199000,357.029449,108.222298,2,195.635254,-0.133593,-1.972214,-0.177903,1
0.233000,357.034027,108.221550,2,195.636230,-0.132890,-1.934478,-0.177066,1
0.266000,357.031860,108.217628,2,195.629883,-0.125836,-1.970030,-0.179605,1
0.299000,357.028229,108.222740,2,195.639893,-0.128939,-2.001217,-0.181184,1
0.333000,357.027802,108.225594,2,195.654297,-0.128538,-1.978565,-0.180501,1
0.366000,357.027802,108.222710,2,195.650635,-0.120633,-1.968653,-0.180003,1
0.399000,357.027313,108.222313,2,195.635986,-0.130451,-1.997827,-0.180804,1
0.433000,357.028992,108.220116,2,195.622314,-0.136086,-1.981043,-0.178965,1
0.466000,357.030273,108.217751,2,195.631104,-0.135368,-1.978605,-0.179983,1
0.499000,357.028778,108.220810,2,195.625000,-0.131152,-1.945476,-0.177812,1
0.533000,357.025940,108.223404,2,195.642822,-0.118972,-1.989231,-0.183443,1
0.566000,357.029938,108.224609,2,195.657959,-0.128174,-1.964103,-0.178898,1
0.599000,357.032257,108.226715,2,195.663330,-0.129536,-1.975369,-0.180394,1
0.633000,357.030487,108.222954,2,195.640381,-0.127942,-1.972564,-0.181092,1
0.666000,357.035706,108.223747,2,195.642334,-0.122916,-1.964416,-0.180308,1
0.699000,357.033600,108.223839,2,195.650635,-0.134389,-2.000834,-0.180073,1
0.733000,357.026794,108.221962,2,195.636719,-0.138479,-1.972450,-0.179579,1
0.766000,357.027008,108.224457,2,195.639648,-0.124835,-1.958700,-0.178317,1
0.799000,357.029663,108.225586,2,195.648926,-0.126721,-1.952564,-0.178176,1
0.833000,357.030670,108.219673,2,195.642578,-0.126796,-1.972543,-0.178902,1
0.866000,357.033051,108.220924,2,195.639160,-0.129678,-1.969281,-0.178880,1
0.899000,357.031067,108.220299,2,195.635986,-0.131391,-1.983492,-0.178530,1
0.933000,357.030304,108.218346,2,195.633545,-0.130669,-1.982909,-0.178754,1
0.966000,357.028503,108.222694,2,195.646484,-0.132157,-1.956771,-0.177081,1
0.999000,357.029114,108.218689,2,195.645996,-0.131617,-1.988126,-0.181148,1
1.033000,357.031006,108.218254,2,195.642090,-0.135565,-1.977033,-0.178037,1
1.066000,357.029388,108.218979,2,195.629639,-0.137284,-1.967708,-0.176099,1
1.099000,357.033203,108.220177,2,195.638916,-0.135619,-1.963181,-0.176171,1
1.133000,357.035187,108.222107,2,195.641113,-0.132711,-1.943974,-0.174998,1
1.166000,357.031525,108.223221,2,195.631104,-0.124488,-1.934466,-0.176971,1
1.199000,357.031494,108.222885,2,195.663818,-0.129180,-1.980385,-0.178753,1
1.232000,357.027161,108.223343,2,195.641846,-0.144085,-1.960079,-0.175242,1
1.266000,357.029297,108.220360,2,195.633301,-0.138676,-1.949803,-0.176425,1
1.299000,357.031097,108.220642,2,195.641846,-0.131519,-2.005078,-0.180498,1
1.332000,357.031982,108.221848,2,195.633545,-0.120061,-1.979331,-0.181415,1
1.366000,357.031708,108.221336,2,195.628662,-0.130585,-1.940414,-0.176798,1
1.399000,357.024658,108.221725,2,195.646484,-0.136001,-2.002820,-0.180917,1
1.432000,357.025116,108.223236,2,195.646973,-0.131574,-1.969309,-0.177991,1
1.466000,357.026489,108.247635,2,195.658203,-0.133456,-1.982253,-0.182784,1
1.499000,357.039612,108.283661,2,195.686279,-0.125558,-1.981323,-0.186653,1
1.532000,357.022675,108.275276,2,195.697021,-0.107846,-2.002286,-0.185199,1
1.566000,356.977661,108.309143,2,195.581543,-0.028157,-2.018274,-0.185236,1
1.599000,356.950989,108.394531,2,195.289307,0.138128,-1.987962,-0.196341,1
1.632000,356.919830,108.552979,2,194.673096,0.447349,-1.974958,-0.214707,1
1.666000,356.927917,108.796394,2,193.628418,0.903010,-2.045598,-0.248683,1
