,polo,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,356.994751,108.235634,2,195.562012,-0.081516,-1.363533,-0.062626,1
0.033000,356.994873,108.238014,2,195.559570,-0.076852,-1.363228,-0.064241,1
0.066000,357.086731,108.224808,2,195.534912,-0.117504,-1.667111,-0.118803,1
0.099000,357.087891,108.226959,2,195.548584,-0.119557,-1.702655,-0.121228,1
0.133000,357.027374,108.213554,2,195.633057,-0.134435,-1.949227,-0.176437,1
0.166000,357.027588,108.215179,2,195.637451,-0.134651,-1.940963,-0.175771,1
0.199000,357.028198,108.213898,2,195.626709,-0.133858,-1.942920,-0.177389,1
0.233000,357.028351,108.213844,2,195.626465,-0.137822,-1.937650,-0.175097,1
0.266000,357.028839,108.217064,2,195.629639,-0.131940,-1.922821,-0.174972,1
0.299000,357.027893,108.215485,2,195.616455,-0.145408,-1.957136,-0.176155,1
0.333000,357.028381,108.214676,2,195.623779,-0.137888,-1.978426,-0.179052,1
0.366000,357.030975,108.216537,2,195.641357,-0.138216,-1.991527,-0.177753,1
0.399000,357.027679,108.215965,2,195.637451,-0.133331,-2.000039,-0.181180,1
0.433000,357.028076,108.216835,2,195.631348,-0.141407,-1.969946,-0.177679,1
0.466000,357.030090,108.216782,2,195.625000,-0.132597,-1.962499,-0.177261,1
0.499000,357.032806,108.213768,2,195.638672,-0.138629,-1.959050,-0.177811,1
0.533000,357.029816,108.216576,2,195.638916,-0.127263,-2.003633,-0.182860,1
0.566000,357.026855,108.214294,2,195.623291,-0.137227,-1.963386,-0.177811,1
0.599000,357.027466,108.218300,2,195.636230,-0.135934,-1.949067,-0.175453,1
0.633000,357.029755,108.215729,2,195.645264,-0.132665,-1.980444,-0.179293,1
0.666000,357.026398,108.214851,2,195.627441,-0.134156,-1.954003,-0.176610,1
0.699000,357.029266,108.217247,2,195.635498,-0.139275,-1.985236,-0.179067,1
0.733000,357.030609,108.217400,2,195.642578,-0.136994,-1.949093,-0.175874,1
0.766000,357.030487,108.215843,2,195.641357,-0.137831,-1.963500,-0.176376,1
0.799000,357.028595,108.218353,2,195.628174,-0.141020,-1.941747,-0.175538,1
0.833000,357.025940,108.217575,2,195.621094,-0.132722,-1.923443,-0.174251,1
0.866000,357.028748,108.213623,2,195.629883,-0.142920,-1.977636,-0.176932,1
0.899000,357.031494,108.217102,2,195.633545,-0.135265,-1.944700,-0.175778,1
0.933000,357.030609,108.217644,2,195.638916,-0.136303,-1.980392,-0.179325,1
0.966000,357.027649,108.213707,2,195.619385,-0.139942,-1.970785,-0.177459,1
0.999000,357.027130,108.215462,2,195.623779,-0.140592,-1.941263,-0.173942,1
1.033000,357.030060,108.216743,2,195.636963,-0.142116,-1.947889,-0.175574,1
1.066000,357.030334,108.216568,2,195.640381,-0.136438,-1.951408,-0.176310,1
1.099000,357.024780,108.214622,2,195.619873,-0.131660,-1.963939,-0.178298,1
1.132000,357.028168,108.216530,2,195.623779,-0.140075,-1.978400,-0.177078,1
1.166000,357.029755,108.215919,2,195.630127,-0.137826,-1.975438,-0.179837,1
1.199000,357.025696,108.219994,2,195.637451,-0.137190,-1.972780,-0.178427,1
1.232000,357.025970,108.216995,2,195.622559,-0.134847,-1.975769,-0.179430,1
1.266000,357.025299,108.216866,2,195.632324,-0.133174,-1.990285,-0.180792,1
1.299000,357.031311,108.218330,2,195.643066,-0.130352,-1.954469,-0.177693,1
1.332000,357.027527,108.220154,2,195.625488,-0.133814,-1.954807,-0.176230,1
1.366000,357.027191,108.219849,2,195.622803,-0.133933,-1.935196,-0.175712,1
1.399000,357.026001,108.219322,2,195.625244,-0.135931,-1.956245,-0.178531,1
1.432000,357.027710,108.217506,2,195.629395,-0.136608,-1.953549,-0.175795,1
1.466000,357.025970,108.217949,2,195.624756,-0.142247,-1.976598,-0.175992,1
1.499000,357.028625,108.218842,2,195.637451,-0.137377,-1.954582,-0.175275,1
1.532000,357.027161,108.216103,2,195.633545,-0.127676,-1.972308,-0.179451,1
1.566000,357.025177,108.220222,2,195.620850,-0.139057,-1.940455,-0.175856,1
1.599000,357.027222,108.218277,2,195.629883,-0.141867,-1.972271,-0.177248,1
1.632000,357.025421,108.219330,2,195.626709,-0.134235,-1.938720,-0.175594,1
1.666000,357.027924,108.214569,2,195.631104,-0.132857,-1.992275,-0.178085,1
1.699000,357.027283,108.215782,2,195.635254,-0.143304,-1.979506,-0.177916,1
1.732000,357.025757,108.217537,2,195.629395,-0.147469,-1.990432,-0.175784,1
1.766000,357.025330,108.217789,2,195.614258,-0.137711,-1.950086,-0.175755,1
1.799000,357.026917,108.220116,2,195.627197,-0.138265,-1.958484,-0.176740,1
1.832000,357.031250,108.219505,2,195.645752,-0.133631,-1.981790,-0.180042,1
1.866000,357.026489,108.218826,2,195.617676,-0.136988,-1.929890,-0.175596,1
1.899000,357.029572,108.219284,2,195.645264,-0.134588,-1.965212,-0.177868,1
1.932000,357.024902,108.220848,2,195.627686,-0.131362,-1.981490,-0.180133,1
1.966000,357.027710,108.217506,2,195.634521,-0.131026,-1.999962,-0.181146,1
1.999000,357.027496,108.215622,2,195.625977,-0.146793,-1.950845,-0.174212,1
2.032000,357.025604,108.217926,2,195.625244,-0.131423,-1.948042,-0.176950,1
2.066000,357.023895,108.219780,2,195.625244,-0.137241,-1.961216,-0.174782,1
2.099000,357.025391,108.220306,2,195.638428,-0.134197,-1.952391,-0.176539,1
2.132000,357.019897,108.241737,2,195.645752,-0.128700,-1.964278,-0.181193,1
2.166000,357.035278,108.281487,2,195.668213,-0.137181,-1.961246,-0.182257,1
2.199000,357.008362,108.268524,2,195.671143,-0.111684,-1.933082,-0.179172,1
2.232000,356.972717,108.301804,2,195.592285,-0.034219,-1.987842,-0.184304,1
2.266000,356.939423,108.378700,2,195.317627,0.139230,-2.014001,-0.197801,1
2.299000,356.885406,108.513016,2,194.689941,0.434579,-2.005761,-0.212220,1
2.332000,356.877289,108.750885,2,193.666748,0.898498,-2.005683,-0.242169,1
2.365000,356.869812,109.088646,2,192.163086,1.566123,-2.052965,-0.280404,1
2.399000,356.909424,109.659058,2,190.073730,2.518763,-1.956941,-0.326000,1
2.432000,356.883514,110.405846,2,187.072021,3.835547,-2.032890,-0.402914,1
2.465000,356.775909,111.496727,2,183.403809,5.511626,-1.975187,-0.478917,1
2.499000,356.747253,112.916061,2,178.440186,7.379176,-2.078683,-0.593025,1
2.532000,356.793488,114.448471,2,174.002441,9.322390,-2.003242,-0.683682,1
2.565000,356.853119,116.123421,2,169.235840,11.233511,-2.034083,-0.779455,1
2.599000,356.836426,117.872131,2,165.489990,13.140302,-1.936399,-0.857061,1
2.632000,356.792999,119.795662,2,161.650391,14.982254,-1.908034,-0.958299,1
2.665000,356.607391,121.482353,2,158.191650,16.542971,-2.001974,-1.060087,1
2.699000,356.503479,122.908348,2,155.352539,17.801889,-1.972103,-1.114369,1
2.732000,356.494720,124.098167,2,152.865967,18.734945,-1.921088,-1.134848,1
2.765000,356.573761,124.811913,2,151.854492,19.422438,-1.146050,-0.815765,1
2.799000,0,0,0,0,0,0,0
2.832000,356.613129,125.315407,2,151.277832,19.821800,-1.149509,-0.844347,1
2.865000,356.534607,124.967476,2,151.626221,19.564203,-1.216774,-0.856198,1
2.899000,356.519806,124.364487,2,152.748291,18.974041,-1.864921,-1.132617,1
2.932000,356.560089,123.257393,2,154.603027,18.112785,-1.928648,-1.105737,1
2.965000,356.609222,121.887154,2,157.067627,16.950022,-2.020571,-1.077133,1
2.999000,356.700470,120.233711,2,160.290039,15.461378,-1.982048,-0.987993,1
3.032000,356.669769,118.391350,2,163.971924,13.692241,-1.961648,-0.886461,1
