,polo,,,,,,
,TX,TY,TZ,RX,RY,RZ,Valid
0.000000,356.999146,108.232910,2,195.573730,-0.070893,-1.382081,-0.066597,1
0.033000,357.000000,108.231285,2,195.577881,-0.079502,-1.392014,-0.064181,1
0.066000,357.095276,108.224419,2,195.566650,-0.117751,-1.718069,-0.122298,1
0.099000,357.091431,108.221657,2,195.544434,-0.108956,-1.668991,-0.120782,1
0.133000,357.094269,108.227417,2,195.578125,-0.122297,-1.743315,-0.122502,1
0.166000,357.030518,108.206673,2,195.628906,-0.138621,-2.000709,-0.180356,1
0.199000,357.033905,108.212807,2,195.632080,-0.127568,-1.926583,-0.176418,1
0.233000,357.033173,108.211769,2,195.627686,-0.136707,-1.939520,-0.177389,1
0.266000,357.034149,108.211288,2,195.639648,-0.125757,-1.947484,-0.180783,1
0.299000,357.031738,108.208054,2,195.627686,-0.133964,-1.937346,-0.176748,1
0.333000,357.035919,108.209557,2,195.645996,-0.129079,-1.996073,-0.183423,1
0.366000,357.036774,108.213661,2,195.641846,-0.133717,-1.943500,-0.177596,1
0.399000,357.031677,108.209518,2,195.630615,-0.127900,-1.985061,-0.180734,1
0.433000,357.033905,108.210037,2,195.626709,-0.135038,-1.956165,-0.176403,1
0.466000,357.032318,108.210846,2,195.632080,-0.130396,-1.966035,-0.178172,1
0.499000,357.034088,108.210503,2,195.637695,-0.134574,-1.975532,-0.177431,1
0.533000,357.030975,108.208694,2,195.634766,-0.132046,-1.982235,-0.179352,1
0.566000,357.026581,108.211510,2,195.634033,-0.128852,-1.948918,-0.178339,1
0.599000,357.030090,108.240578,2,195.663574,-0.134218,-1.950633,-0.180763,1
0.633000,357.036835,108.263985,2,195.671387,-0.133064,-1.984736,-0.185709,1
0.666000,357.013275,108.263008,2,195.709961,-0.093046,-2.001528,-0.186614,1
0.699000,356.973907,108.299004,2,195.555908,-0.009194,-2.012848,-0.186354,1
0.733000,356.938416,108.385597,2,195.263672,0.177869,-2.017081,-0.200497,1
0.766000,356.880035,108.525635,2,194.562500,0.491082,-1.978126,-0.212239,1
0.799000,356.870819,108.782890,2,193.480957,0.972679,-2.032274,-0.246579,1
0.833000,356.873505,109.155983,2,191.914551,1.696736,-1.994069,-0.282921,1
0.866000,356.905518,109.752953,2,189.712158,2.693168,-1.958145,-0.335924,1
0.899000,356.876251,110.540787,2,186.561768,4.071842,-2.007143,-0.413174,1
0.933000,356.758514,111.668457,2,182.806152,5.796592,-1.928193,-0.482044,1
0.966000,356.779785,113.141945,2,177.785889,7.693708,-2.067060,-0.613782,1
0.999000,356.792206,114.693611,2,173.236572,9.608149,-2.044211,-0.704943,1
1.032000,356.889343,116.403320,2,168.693604,11.526603,-2.072646,-0.812482,1
1.066000,356.831482,118.170059,2,164.871338,13.418148,-1.959039,-0.878817,1
1.099000,356.784912,120.073151,2,161.197754,15.218885,-1.946102,-0.990224,1
1.132000,356.573212,121.687790,2,157.611084,16.739843,-1.963194,-1.050928,1
1.166000,356.487579,123.104301,2,155.030273,17.965528,-1.946018,-1.116220,1
1.199000,356.523041,124.230614,2,152.579102,18.845497,-1.907528,-1.129972,1
1.232000,356.546417,124.882950,2,151.769531,19.505510,-1.135218,-0.809275,1
1.266000,356.600983,125.291756,2,151.106934,19.800344,-1.175468,-0.840010,1
1.299000,356.615204,125.237923,2,151.273193,19.747656,-1.766408,-1.133099,1
1.332000,356.564789,124.884613,2,151.708984,19.446959,-1.788769,-1.121536,1
1.366000,356.514679,124.220558,2,152.997803,18.867762,-1.932068,-1.154775,1
1.399000,356.562347,123.058609,2,154.986572,17.971455,-1.982048,-1.122274,1
1.432000,356.646454,121.667839,2,157.471436,16.743523,-1.994616,-1.056727,1
1.466000,356.698578,119.985283,2,160.884766,15.238490,-1.918004,-0.965072,1
1.499000,356.697815,118.127129,2,164.499023,13.402961,-1.950435,-0.865949,1
1.532000,356.724731,116.262444,2,169.006592,11.536848,-2.051543,-0.801977,1
1.566000,356.763702,114.678154,2,173.260010,9.597668,-2.024281,-0.700456,1
1.599000,356.712921,113.020332,2,178.180176,7.714899,-2.075422,-0.603874,1
1.632000,356.761871,111.665764,2,182.153320,5.794813,-2.010238,-0.494673,1
1.666000,356.748535,110.474350,2,186.168457,4.054833,-2.032645,-0.405938,1
1.699000,356.951355,109.689659,2,189.581787,2.602087,-1.984313,-0.338332,1
1.732000,356.925903,109.084770,2,192.451660,1.470355,-1.998027,-0.271398,1
1.766000,357.019409,108.661079,2,194.550293,0.645696,-2.014307,-0.238577,1
1.799000,356.936432,108.481323,2,195.535400,0.087600,-2.006935,-0.207507,1
1.832000,357.019470,108.401085,2,196.172119,-0.113855,-1.981573,-0.204532,1
1.866000,356.754028,108.471306,2,195.741699,-0.130514,-2.062612,-0.219111,1
1.899000,355.077667,108.266014,2,195.605957,-0.117129,-2.036727,-0.195157,1
1.932000,352.138000,108.176353,2,195.167725,-0.137944,-2.140966,-0.183720,1
1.966000,347.752655,108.227303,2,195.356934,-0.129400,-1.956331,-0.171141,1
1.999000,342.041595,108.407959,2,195.625488,-0.143326,-1.975996,-0.186960,1
2.032000,334.849426,108.543892,2,196.116455,-0.138869,-1.929705,-0.188925,1
2.066000,326.461975,108.482765,2,196.406494,-0.147153,-1.880486,-0.166273,1
2.099000,318.271484,108.726547,2,196.569336,-0.156198,-1.862221,-0.182243,1
2.132000,309.961151,108.812393,2,196.474365,-0.160278,-1.809143,-0.172898,1
2.165000,301.729706,108.803391,2,196.383545,-0.160798,-1.852467,-0.171132,1
2.199000,293.423676,108.922173,2,196.447998,-0.171725,-1.826251,-0.168386,1
2.232000,285.266602,109.125847,2,196.600830,-0.130928,-1.508240,-0.136519,1
2.265000,276.647369,109.036873,2,196.926270,-0.130259,-1.273109,-0.058648,1
2.299000,268.272461,109.299255,2,197.122559,-0.113896,-1.194187,-0.077758,1
2.332000,259.933319,109.346100,2,197.290527,-0.135988,-1.189368,-0.070649,1
2.365000,251.568726,109.315216,2,197.420166,-0.116385,-1.136405,-0.055243,1
2.399000,243.364609,109.525352,2,197.615479,-0.061926,-0.482563,-0.028314,1
2.432000,235.099319,109.593697,2,197.599365,-0.121499,-1.061365,-0.071804,1
2.465000,226.659271,109.559395,2,197.813965,-0.051671,-0.415220,-0.013338,1
2.499000,218.261185,109.842354,2,198.019775,-0.055318,-0.286781,-0.022728,1
2.532000,209.947189,109.831390,2,198.280762,-0.048405,-0.234025,-0.014137,1
2.565000,201.481033,109.848015,2,198.486816,-0.046932,-0.154222,0.003392,1
2.599000,193.370239,110.131828,2,198.516846,-0.056516,-0.105770,-0.019840,1
2.632000,184.979858,110.091652,2,198.467529,-0.045605,-0.134600,-0.013086,1
2.665000,176.880249,110.086037,2,198.552490,-0.056667,-0.067797,0.010645,1
2.699000,170.307037,110.413811,2,198.771484,-0.054673,-0.204086,-0.027118,1
2.732000,164.956467,110.388145,2,199.065918,-0.078584,-0.082367,-0.009101,1
2.765000,160.914597,110.372467,2,199.362061,-0.055201,-0.050727,-0.005443,1
2.799000,158.272156,110.389236,2,199.423828,-0.054863,0.067382,0.001321,1
2.832000,156.972046,110.377831,2,199.274414,-0.055622,-0.036897,-0.002887,1
2.865000,156.910675,110.379700,2,199.046631,-0.027318,-0.018298,-0.006046,1
2.899000,156.848846,110.306923,2,197.831055,-0.043492,0.015817,0.006151,1
2.932000,156.858337,110.357979,2,195.798096,-0.049621,-0.009085,-0.005408,1
2.965000,156.699570,110.373299,2,191.973389,-0.060493,0.083270,0.002071,1
2.999000,156.539917,110.439377,2,186.482666,-0.060806,0.027278,-0.002152,1
3.032000,156.347397,110.420280,2,179.384033,-0.049049,-0.024326,-0.007596,1
3.065000,156.248444,110.351044,2,171.100586,-0.049957,0.049164,0.000797,1
3.099000,156.251495,110.328621,2,162.579834,-0.039009,0.115966,0.002387,1
3.132000,156.228516,110.303291,2,153.829834,-0.052570,-0.055153,-0.007911,1
3.165000,156.121475,110.312103,2,145.544678,-0.048602,-0.096347,-0.009750,1
3.198000,155.843994,110.304741,2,137.494629,-0.036106,0.109212,-0.000123,1
3.232000,155.616928,110.269524,2,129.322021,-0.035741,-0.043551,-0.005045,1
3.265000,155.462067,110.262291,2,121.220459,-0.045784,-0.030179,-0.003589,1
3.298000,155.365906,110.277313,2,112.888672,-0.046481,0.029452,-0.006744,1
3.332000,155.359253,110.244698,2,104.133545,-0.030306,0.070866,-0.002660,1
3.365000,155.251770,110.225990,2,095.556885,-0.033234,-0.070711,-0.008389,1
3.398000,155.117706,110.235222,2,087.264893,-0.019048,0.043518,-0.005262,1
3.432000,154.999344,110.240135,2,078.998779,-0.034399,0.007449,-0.007999,1
3.465000,154.758682,110.188705,2,070.958740,-0.038665,0.013860,-0.005924,1
3.498000,154.530365,110.168312,2,062.790283,-0.042597,-0.028639,-0.008386,1
3.532000,154.411743,110.174583,2,054.257324,-0.021429,0.047684,-0.003426,1
3.565000,154.319946,110.131035,2,045.760376,-0.025428,0.017347,-0.005595,1
3.598000,154.226425,110.098022,2,037.402588,-0.027910,-0.063380,-0.005850,1
3.632000,154.211304,110.084366,2,028.892944,-0.033985,-0.001884,-0.004986,1
3.665000,154.025330,110.091515,2,020.771118,-0.037855,-0.075939,-0.012293,1
3.698000,153.884735,110.156776,2,013.669922,-0.034161,-0.063910,-0.015228,1
3.732000,153.840195,110.112289,2,007.593994,-0.029576,-0.097644,-0.011235,1
3.765000,153.852798,110.086823,2,003.169189,-0.002012,0.013451,-0.009654,1
3.798000,153.843277,110.084442,2,000.248657,-0.006141,0.015146,-0.007624,1
3.832000,153.777328,110.035370,1,998.762817,-0.018127,-0.026406,-0.003597,1
3.865000,153.679672,109.971893,1,998.528320,-0.016424,0.005949,0.006099,1
3.898000,154.528107,109.979767,1,998.909790,-0.008149,0.058706,0.003131,1
3.932000,156.660675,109.996010,1,999.359375,-0.007007,0.001993,-0.003941,1
3.965000,160.191254,109.943901,1,999.535278,-0.009186,0.049334,0.003602,1
3.998000,165.242706,109.799515,1,999.267090,-0.012327,-0.024478,0.010744,1
4.032000,171.868927,109.861015,1,998.696045,-0.014964,-0.137830,-0.009275,1
4.065000,179.591965,109.717903,1,998.166504,-0.016068,-0.150317,0.002196,1
4.098000,188.137970,109.607079,1,997.916992,-0.001990,-0.206842,-0.010939,1
4.132000,196.368057,109.621094,1,998.026611,-0.010481,-0.242420,-0.016325,1
4.165000,204.679871,109.433884,1,998.183716,-0.012440,-0.173983,-0.006571,1
4.198000,212.749435,109.317268,1,998.205200,-0.004359,-0.273142,0.002079,1
4.232000,221.179688,109.380272,1,997.968628,-0.005410,-0.331986,-0.021724,1
4.265000,229.531448,109.196754,1,997.565186,-0.085672,-1.087622,-0.059655,1
4.298000,238.119843,109.158913,1,997.301636,-0.068601,-1.123000,-0.074480,1
4.332000,246.490295,109.094139,1,997.169678,-0.067677,-1.051674,-0.067003,1
4.365000,254.842056,108.965996,1,997.021606,-0.062716,-1.125347,-0.067428,1
4.398000,263.021942,108.838524,1,996.934326,-0.093330,-1.468832,-0.117103,1
4.431000,271.371277,108.869293,1,996.972900,-0.128835,-1.814725,-0.188139,1
4.465000,279.606598,108.662643,1,996.957397,-0.123779,-1.786755,-0.175306,1
4.498000,288.087067,108.619743,1,996.764404,-0.119283,-1.891440,-0.190671,1
4.531000,296.443024,108.554932,1,996.476562,-0.125799,-1.900763,-0.189032,1
4.565000,304.857849,108.430305,1,996.198364,-0.129105,-1.953464,-0.189365,1
4.598000,313.072357,108.354012,1,996.054077,-0.116001,-1.952391,-0.188290,1
4.631000,321.467438,108.315704,1,996.037109,-0.105984,-1.972782,-0.199285,1
4.665000,329.668823,108.156914,1,996.081055,-0.107348,-1.943216,-0.186568,1
4.698000,337.149902,108.108986,1,995.892944,-0.115192,-2.034729,-0.198112,1
4.731000,343.199646,108.085670,1,995.632324,-0.107691,-2.028303,-0.202673,1
4.765000,347.841614,107.892136,1,995.282349,-0.116145,-2.040915,-0.181437,1
4.798000,351.331635,108.041527,1,995.213867,-0.091611,-2.122163,-0.216993,1
4.831000,353.243683,107.991158,1,995.299805,-0.104909,-2.103452,-0.211336,1
4.865000,353.850525,107.942101,1,995.542725,-0.101139,-2.113938,-0.206971,1
4.898000,353.745514,108.025864,1,996.109497,-0.104694,-2.072841,-0.208664,1
4.931000,353.869110,107.946442,1,997.693359,-0.103914,-2.103510,-0.202122,1
4.965000,353.949554,107.979294,2,000.724731,-0.089695,-2.149380,-0.209489,1
